Symbol / Rank,Theme,2022-12-03 00:00:00,2022-12-10 00:00:00,2022-12-17 00:00:00,2023-01-01 00:00:00,2023-01-12 00:00:00,2023-01-31 00:00:00,2023-02-14 00:00:00,2023-02-28 00:00:00,2023-03-13 00:00:00,2023-03-31 00:00:00,2023-04-14 00:00:00,2023-04-30 00:00:00,2023-05-16 00:00:00,2023-05-31 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,2023-07-13 00:00:00,14Jul23_PUp,2023-07-29 00:00:00,2023-08-13 00:00:00,2023-08-31 00:00:00,2023-09-13 00:00:00,2023-09-29 00:00:00,2023-10-13 00:00:00,2023-10-31 00:00:00,2023-11-12 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-31 00:00:00,2024-01-13 00:00:00,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-02-29 00:00:00,2024-03-29 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-28 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-29 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-01 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,note
DRREDDY,pharmaceuticals · group 2,,,,,,,,,,,,11.0,,42.0,,27.0,,,18.0,18.0,32.0,34.0,42.0,43.0,44.0,44.0,31.0,31.0,39.0,41.0,36.0,34.0,30.0,36.0,45.0,47.0,38.0,47.0,42.0,,65.0,70.0,31.0,58.0,55.0,57.0,37.0,35.0,43.0,39.0,41.0,44.0,55.0,37.0,37.0,33.0,
PFIZER,pharmaceuticals · group 2,,,,,,,,,,,,65.0,,76.0,,82.0,,,79.0,77.0,80.0,81.0,82.0,78.0,71.0,68.0,69.0,70.0,62.0,61.0,52.0,53.0,41.0,54.0,65.0,40.0,59.0,22.0,16.0,,57.0,50.0,41.0,69.0,67.0,77.0,57.0,23.0,21.0,38.0,38.0,34.0,31.0,51.0,49.0,45.0,
ZYDUSLIFE,pharmaceuticals · group 2,,,,,,,,,,,,9.0,,18.0,,12.0,,,8.0,7.0,19.0,21.0,31.0,35.0,46.0,46.0,26.0,27.0,24.0,20.0,17.0,21.0,7.0,5.0,21.0,21.0,18.0,2.0,42.0,,53.0,58.0,54.0,51.0,53.0,69.0,59.0,67.0,54.0,67.0,46.0,37.0,41.0,40.0,47.0,49.0,
SUNPHARMA,pharmaceuticals · group 2,,,,,,,,,,,,23.0,,36.0,,25.0,,,25.0,26.0,33.0,33.0,26.0,25.0,34.0,34.0,17.0,17.0,19.0,21.0,19.0,19.0,13.0,13.0,36.0,33.0,37.0,22.0,23.0,,23.0,31.0,17.0,27.0,28.0,29.0,15.0,42.0,57.0,54.0,76.0,82.0,68.0,25.0,40.0,54.0,
ORCHPHARMA,pharmaceuticals · group 2,,,,,,,,,,,,,,,,,,,11.0,12.0,21.0,25.0,34.0,36.0,52.0,52.0,31.0,30.0,13.0,16.0,22.0,20.0,9.0,20.0,24.0,29.0,26.0,5.0,12.0,,7.0,2.0,3.0,25.0,63.0,96.0,93.0,100.0,99.0,99.0,98.0,97.0,96.0,63.0,74.0,78.0,
Pharmaceuticals · Group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,pharmaceuticals · group 3,,,,,,,,,,,,85.0,,83.0,,82.0,,,83.0,83.0,76.0,66.0,65.0,66.0,64.0,63.0,54.0,52.0,32.0,33.0,57.0,65.0,51.0,49.0,34.0,43.0,64.0,38.0,41.0,,40.0,17.0,16.0,5.0,8.0,6.0,7.0,15.0,4.0,4.0,5.0,7.0,3.0,1.0,2.0,11.0,
DIVISLAB,pharmaceuticals · group 3,,,,,,,,,,,,62.0,,48.0,,55.0,,,53.0,52.0,48.0,47.0,35.0,34.0,55.0,57.0,43.0,41.0,38.0,40.0,59.0,58.0,62.0,60.0,41.0,33.0,32.0,22.0,16.0,,14.0,13.0,13.0,11.0,4.0,8.0,8.0,12.0,9.0,17.0,33.0,51.0,28.0,33.0,34.0,35.0,
AARTIPHARM,pharmaceuticals · group 3,,,,,,,,,,,,,,,,,,,,,,,22.0,23.0,81.0,82.0,76.0,75.0,63.0,63.0,32.0,32.0,42.0,59.0,43.0,27.0,37.0,29.0,17.0,,27.0,36.0,23.0,33.0,4.0,6.0,10.0,3.0,8.0,6.0,26.0,30.0,21.0,58.0,48.0,36.0,
ERIS,pharmaceuticals · group 3,,,,,,,,,,,,57.0,,60.0,,59.0,,,44.0,40.0,50.0,49.0,29.0,29.0,30.0,29.0,22.0,19.0,29.0,32.0,38.0,36.0,45.0,48.0,50.0,40.0,34.0,25.0,6.0,,26.0,16.0,21.0,22.0,20.0,7.0,7.0,9.0,10.0,5.0,8.0,24.0,38.0,34.0,43.0,52.0,
AARTIDRUGS,pharmaceuticals · group 3,,,,,,,,,,,,60.0,,60.0,,64.0,,,39.0,29.0,33.0,37.0,50.0,50.0,70.0,71.0,71.0,70.0,76.0,76.0,73.0,74.0,72.0,80.0,71.0,72.0,72.0,79.0,55.0,,84.0,87.0,78.0,82.0,91.0,87.0,89.0,56.0,51.0,29.0,37.0,22.0,27.0,50.0,60.0,64.0,
FDC,pharmaceuticals · group 3,,,,,,,,,,,,44.0,,42.0,,48.0,,,29.0,25.0,44.0,44.0,40.0,41.0,57.0,58.0,47.0,45.0,49.0,50.0,50.0,49.0,40.0,38.0,37.0,40.0,38.0,42.0,25.0,,41.0,50.0,50.0,46.0,66.0,72.0,68.0,73.0,49.0,54.0,52.0,54.0,55.0,63.0,62.0,77.0,
MARKSANS,pharmaceuticals · group 3,,,,,,,,,,,,13.0,,11.0,,12.0,,,9.0,9.0,14.0,19.0,22.0,23.0,28.0,31.0,6.0,2.0,8.0,12.0,36.0,39.0,27.0,22.0,23.0,53.0,54.0,7.0,3.0,,6.0,4.0,12.0,15.0,24.0,36.0,41.0,42.0,40.0,57.0,95.0,99.0,96.0,94.0,93.0,90.0,
SYNGENE,pharmaceuticals · group 3,,,,,,,,,,,,16.0,,10.0,,11.0,,,6.0,6.0,30.0,33.0,22.0,26.0,67.0,67.0,58.0,56.0,70.0,70.0,63.0,61.0,70.0,65.0,76.0,76.0,73.0,60.0,37.0,,40.0,22.0,33.0,54.0,51.0,43.0,79.0,89.0,90.0,64.0,89.0,94.0,81.0,72.0,63.0,97.0,
BLUEJET,pharmaceuticals · group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,59.0,52.0,55.0,28.0,32.0,,49.0,25.0,15.0,2.0,1.0,2.0,6.0,2.0,4.0,25.0,53.0,59.0,57.0,71.0,83.0,99.0,
HIKAL,pharmaceuticals · group 3,,,,,,,,,,,,73.0,,75.0,,74.0,,,80.0,79.0,84.0,83.0,84.0,82.0,83.0,83.0,83.0,83.0,82.0,82.0,77.0,77.0,71.0,72.0,59.0,59.0,55.0,45.0,58.0,,31.0,16.0,34.0,28.0,12.0,11.0,16.0,40.0,62.0,80.0,91.0,97.0,99.0,98.0,98.0,99.0,
Pharmaceuticals · Group 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDLAS,pharmaceuticals · group 4,,,,,,,,,,,,38.0,,52.0,,47.0,,,39.0,37.0,46.0,45.0,,,,,,,,,,,,,,,,,11.0,,,,9.0,7.0,17.0,5.0,18.0,42.0,52.0,34.0,30.0,53.0,62.0,77.0,70.0,54.0,
CAPLIPOINT,pharmaceuticals · group 4,,,,,,,,,,,,61.0,,,,,,,,,,,,,,29.0,25.0,35.0,29.0,27.0,32.0,30.0,15.0,28.0,39.0,49.0,44.0,32.0,17.0,,9.0,9.0,6.0,12.0,18.0,14.0,22.0,21.0,41.0,37.0,34.0,53.0,50.0,61.0,68.0,58.0,
CIPLA,pharmaceuticals · group 4,,,,,,,,,,,,53.0,,60.0,,60.0,,,36.0,33.0,13.0,14.0,35.0,36.0,24.0,24.0,35.0,35.0,30.0,31.0,35.0,34.0,22.0,16.0,41.0,25.0,38.0,43.0,34.0,,52.0,48.0,41.0,52.0,40.0,43.0,21.0,53.0,44.0,36.0,34.0,49.0,55.0,36.0,35.0,65.0,
NATCOPHARM,pharmaceuticals · group 4,,,,,,,,,,,,67.0,,55.0,,51.0,,,19.0,19.0,6.0,7.0,19.0,21.0,32.0,34.0,46.0,49.0,56.0,57.0,50.0,51.0,38.0,40.0,34.0,28.0,21.0,9.0,10.0,,20.0,22.0,24.0,41.0,88.0,89.0,82.0,91.0,90.0,85.0,83.0,89.0,90.0,69.0,70.0,66.0,
APLLTD,pharmaceuticals · group 4,,,,,,,,,,,,62.0,,73.0,,66.0,,,23.0,20.0,15.0,16.0,12.0,14.0,34.0,36.0,41.0,39.0,47.0,47.0,21.0,19.0,17.0,18.0,31.0,35.0,61.0,33.0,62.0,,42.0,38.0,37.0,68.0,78.0,51.0,65.0,46.0,34.0,54.0,48.0,68.0,70.0,60.0,69.0,70.0,
SPARC,pharmaceuticals · group 4,,,,,,,,,,,,82.0,,85.0,,82.0,,,70.0,69.0,55.0,54.0,74.0,72.0,72.0,71.0,51.0,49.0,40.0,41.0,42.0,42.0,25.0,14.0,80.0,86.0,82.0,89.0,87.0,,92.0,89.0,94.0,98.0,100.0,86.0,83.0,63.0,86.0,79.0,76.0,93.0,92.0,90.0,76.0,70.0,
Pharmaceuticals · Group 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPRIYA,pharmaceuticals · group 5,,,,,,,,,,,,88.0,,82.0,,87.0,,,84.0,83.0,78.0,77.0,66.0,65.0,78.0,,,62.0,53.0,53.0,62.0,61.0,35.0,34.0,20.0,34.0,37.0,34.0,9.0,,7.0,4.0,6.0,2.0,5.0,4.0,12.0,19.0,24.0,37.0,41.0,38.0,24.0,36.0,29.0,39.0,
NEULANDLAB,pharmaceuticals · group 5,,,,,,,,,,,,13.0,,19.0,,22.0,,,10.0,11.0,21.0,24.0,30.0,31.0,19.0,22.0,13.0,4.0,8.0,11.0,10.0,10.0,1.0,8.0,1.0,40.0,7.0,7.0,1.0,,3.0,1.0,11.0,5.0,20.0,14.0,26.0,48.0,47.0,41.0,38.0,23.0,19.0,19.0,25.0,42.0,
PGHL,pharmaceuticals · group 5,,,,,,,,,,,,37.0,,25.0,,32.0,,,36.0,31.0,68.0,69.0,57.0,55.0,44.0,44.0,59.0,59.0,70.0,69.0,64.0,62.0,56.0,67.0,69.0,71.0,67.0,65.0,60.0,,65.0,65.0,52.0,34.0,29.0,31.0,33.0,17.0,20.0,26.0,18.0,18.0,24.0,41.0,36.0,57.0,
AMRUTANJAN,pharmaceuticals · group 5,,,,,,,,,,,,77.0,,80.0,,70.0,,,81.0,82.0,82.0,83.0,84.0,82.0,81.0,81.0,81.0,82.0,84.0,84.0,84.0,83.0,67.0,66.0,55.0,49.0,47.0,51.0,33.0,,61.0,52.0,52.0,41.0,73.0,41.0,34.0,44.0,43.0,60.0,47.0,44.0,48.0,49.0,48.0,65.0,
Plastic Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAILY,plastic products,,,,,,,,,,,,81.0,,79.0,,73.0,,,76.0,77.0,53.0,46.0,28.0,30.0,23.0,21.0,52.0,59.0,59.0,60.0,24.0,24.0,4.0,5.0,6.0,7.0,3.0,4.0,1.0,,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,13.0,30.0,5.0,9.0,10.0,6.0,12.0,23.0,
ASTRAL,plastic products,,,,,,,,,,,,49.0,,14.0,,4.0,,,18.0,17.0,18.0,18.0,21.0,26.0,22.0,24.0,33.0,36.0,51.0,53.0,62.0,62.0,39.0,37.0,33.0,47.0,35.0,61.0,79.0,,95.0,95.0,96.0,93.0,78.0,91.0,88.0,88.0,88.0,87.0,81.0,80.0,64.0,62.0,55.0,29.0,
FINPIPE,plastic products,,,,,,,,,,,,22.0,,32.0,,56.0,,,21.0,20.0,9.0,7.0,35.0,37.0,49.0,54.0,56.0,54.0,62.0,53.0,49.0,50.0,65.0,34.0,27.0,13.0,20.0,33.0,39.0,,41.0,72.0,71.0,89.0,91.0,88.0,93.0,83.0,80.0,72.0,61.0,64.0,79.0,83.0,76.0,56.0,
SUPREMEIND,plastic products,,,,,,,,,,,,3.0,,7.0,,5.0,,,16.0,17.0,4.0,5.0,9.0,10.0,4.0,4.0,10.0,10.0,10.0,10.0,39.0,39.0,58.0,43.0,22.0,23.0,25.0,51.0,57.0,,91.0,83.0,74.0,85.0,84.0,87.0,79.0,76.0,70.0,47.0,35.0,44.0,58.0,83.0,82.0,60.0,
NILKAMAL,plastic products,,,,,,,,,,,,35.0,,24.0,,13.0,,,6.0,7.0,34.0,36.0,56.0,57.0,44.0,46.0,65.0,66.0,70.0,70.0,75.0,75.0,82.0,88.0,88.0,88.0,88.0,88.0,84.0,,79.0,,66.0,63.0,50.0,69.0,69.0,53.0,54.0,65.0,77.0,79.0,90.0,91.0,75.0,61.0,
TIMETECHNO,plastic products,,,,,,,,,,,,76.0,,76.0,,,,,,29.0,32.0,29.0,21.0,21.0,11.0,11.0,14.0,11.0,28.0,31.0,37.0,38.0,9.0,2.0,2.0,8.0,10.0,6.0,2.0,,8.0,7.0,3.0,8.0,12.0,9.0,43.0,43.0,33.0,15.0,21.0,42.0,33.0,43.0,70.0,62.0,
PRINCEPIPE,plastic products,,,,,,,,,,,,41.0,,33.0,,42.0,,,53.0,53.0,26.0,30.0,48.0,44.0,55.0,56.0,50.0,49.0,43.0,39.0,53.0,55.0,81.0,83.0,73.0,75.0,72.0,73.0,81.0,,99.0,100.0,98.0,98.0,92.0,100.0,99.0,92.0,88.0,89.0,72.0,63.0,59.0,84.0,87.0,86.0,
Realty · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,realty · group 1,,,,,,,,,,,,18.0,,29.0,,28.0,,,12.0,12.0,89.0,88.0,13.0,13.0,21.0,22.0,4.0,5.0,14.0,15.0,18.0,19.0,10.0,8.0,8.0,15.0,14.0,25.0,20.0,,61.0,52.0,48.0,18.0,25.0,30.0,24.0,65.0,65.0,82.0,75.0,63.0,41.0,28.0,13.0,30.0,
SOBHA,realty · group 1,,,,,,,,,,,,79.0,,77.0,,80.0,,,73.0,71.0,77.0,76.0,29.0,25.0,29.0,25.0,9.0,7.0,14.0,15.0,10.0,10.0,4.0,6.0,1.0,4.0,8.0,33.0,44.0,,53.0,48.0,53.0,68.0,66.0,81.0,69.0,77.0,73.0,41.0,50.0,39.0,26.0,35.0,40.0,33.0,
PRESTIGE,realty · group 1,,,,,,,,,,,,26.0,,40.0,,28.0,,,23.0,18.0,15.0,17.0,33.0,35.0,7.0,8.0,7.0,4.0,3.0,2.0,8.0,9.0,19.0,13.0,4.0,2.0,8.0,20.0,16.0,,32.0,47.0,39.0,46.0,61.0,76.0,49.0,63.0,44.0,37.0,34.0,37.0,22.0,26.0,33.0,36.0,
ANANTRAJ,realty · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,6.0,11.0,21.0,21.0,18.0,2.0,15.0,8.0,3.0,8.0,1.0,4.0,,2.0,11.0,2.0,13.0,32.0,44.0,64.0,49.0,64.0,62.0,59.0,23.0,42.0,51.0,64.0,52.0,
OBEROIRLTY,realty · group 1,,,,,,,,,,,,40.0,,46.0,,43.0,,,14.0,13.0,28.0,29.0,20.0,22.0,22.0,23.0,12.0,9.0,10.0,12.0,45.0,45.0,44.0,19.0,30.0,14.0,34.0,21.0,30.0,,18.0,34.0,12.0,23.0,36.0,40.0,52.0,67.0,54.0,77.0,65.0,70.0,56.0,66.0,71.0,63.0,
SHRIRAMPPS,realty · group 1,,,,,,,,,,,,79.0,,84.0,,88.0,,,85.0,84.0,52.0,,,53.0,44.0,,,,,,,,,,,,,,,,83.0,82.0,70.0,83.0,98.0,91.0,89.0,74.0,59.0,63.0,66.0,60.0,45.0,55.0,61.0,67.0,
DLF,realty · group 1,,,,,,,,,,,,18.0,,12.0,,9.0,,,5.0,5.0,11.0,13.0,5.0,7.0,7.0,8.0,12.0,14.0,4.0,5.0,5.0,5.0,2.0,3.0,18.0,34.0,49.0,45.0,55.0,,60.0,59.0,51.0,58.0,70.0,73.0,70.0,42.0,32.0,46.0,49.0,60.0,50.0,57.0,69.0,69.0,
LODHA,realty · group 1,,,,,,,,,,,,54.0,,34.0,,32.0,,,12.0,10.0,32.0,35.0,4.0,5.0,5.0,7.0,11.0,18.0,12.0,18.0,44.0,31.0,4.0,10.0,8.0,2.0,14.0,51.0,56.0,,65.0,65.0,46.0,35.0,35.0,39.0,21.0,26.0,41.0,56.0,56.0,68.0,69.0,72.0,86.0,71.0,
MAXESTATES,realty · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,19.0,23.0,19.0,39.0,52.0,49.0,29.0,53.0,63.0,71.0,54.0,56.0,55.0,57.0,71.0,
SIGNATURE,realty · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,9.0,6.0,12.0,20.0,,30.0,40.0,41.0,54.0,74.0,78.0,62.0,66.0,67.0,81.0,81.0,90.0,82.0,64.0,61.0,73.0,
GODREJPROP,realty · group 1,,,,,,,,,,,,55.0,,50.0,,27.0,,,21.0,15.0,27.0,27.0,27.0,33.0,22.0,15.0,14.0,18.0,20.0,21.0,14.0,12.0,8.0,10.0,14.0,10.0,4.0,21.0,39.0,,38.0,53.0,50.0,68.0,75.0,73.0,75.0,85.0,85.0,90.0,92.0,93.0,69.0,71.0,77.0,85.0,
BRIGADE,realty · group 1,,,,,,,,,,,,26.0,,13.0,,19.0,,,22.0,24.0,24.0,25.0,48.0,46.0,15.0,16.0,3.0,3.0,4.0,5.0,3.0,3.0,13.0,19.0,16.0,4.0,12.0,37.0,40.0,,33.0,51.0,44.0,36.0,47.0,68.0,51.0,65.0,66.0,78.0,80.0,91.0,64.0,86.0,81.0,89.0,
ABREL,realty · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,16.0,25.0,29.0,27.0,54.0,72.0,68.0,42.0,84.0,90.0,97.0,84.0,90.0,90.0,96.0,
Realty · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHLIFE,realty · group 2,,,,,,,,,,,,57.0,,38.0,,46.0,,,33.0,31.0,28.0,24.0,28.0,29.0,40.0,45.0,45.0,45.0,48.0,48.0,42.0,41.0,42.0,28.0,32.0,47.0,55.0,64.0,73.0,,95.0,92.0,94.0,93.0,98.0,98.0,90.0,91.0,87.0,69.0,62.0,51.0,47.0,28.0,28.0,33.0,
NESCO,realty · group 2,,,,,,,,,,,,56.0,,57.0,,63.0,,,46.0,43.0,30.0,31.0,53.0,52.0,58.0,59.0,42.0,39.0,37.0,37.0,47.0,49.0,38.0,32.0,33.0,40.0,48.0,54.0,45.0,,30.0,29.0,46.0,28.0,27.0,29.0,24.0,52.0,11.0,5.0,5.0,15.0,16.0,21.0,29.0,43.0,
ARVSMART,realty · group 2,,,,,,,,,,,,9.0,,6.0,,31.0,,,28.0,29.0,38.0,37.0,40.0,38.0,53.0,56.0,33.0,31.0,27.0,28.0,8.0,7.0,10.0,2.0,3.0,23.0,12.0,17.0,27.0,,6.0,6.0,18.0,21.0,26.0,41.0,71.0,76.0,83.0,89.0,89.0,78.0,89.0,89.0,83.0,76.0,
Refineries / Petro-Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMDCLTD,refineries / petro-products,,,,,,,,,,,,50.0,,42.0,,54.0,,,48.0,49.0,22.0,30.0,9.0,,,,,15.0,20.0,23.0,22.0,22.0,30.0,43.0,42.0,46.0,56.0,61.0,70.0,,86.0,94.0,93.0,76.0,86.0,73.0,64.0,40.0,18.0,27.0,14.0,2.0,4.0,9.0,4.0,3.0,
MRPL,refineries / petro-products,,,,,,,,,,,,,,,,,,,44.0,43.0,11.0,21.0,18.0,21.0,28.0,28.0,20.0,19.0,13.0,5.0,6.0,4.0,19.0,17.0,12.0,30.0,30.0,46.0,63.0,,82.0,82.0,84.0,98.0,99.0,74.0,71.0,76.0,78.0,83.0,74.0,69.0,18.0,30.0,32.0,5.0,
BPCL,refineries / petro-products,,,,,,,,,,,,25.0,,32.0,,44.0,,,54.0,52.0,69.0,70.0,70.0,67.0,56.0,51.0,21.0,28.0,39.0,35.0,22.0,17.0,19.0,17.0,27.0,19.0,37.0,11.0,18.0,,48.0,65.0,49.0,85.0,82.0,56.0,25.0,33.0,24.0,27.0,40.0,27.0,23.0,17.0,10.0,9.0,
CHENNPETRO,refineries / petro-products,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,,,11.0,17.0,17.0,17.0,17.0,10.0,6.0,9.0,25.0,23.0,48.0,51.0,,94.0,96.0,94.0,99.0,100.0,78.0,67.0,65.0,69.0,51.0,51.0,37.0,4.0,11.0,22.0,10.0,
COALINDIA,refineries / petro-products,,,,,,,,,,,,31.0,,31.0,,53.0,,,63.0,62.0,66.0,63.0,11.0,8.0,8.0,7.0,11.0,10.0,3.0,3.0,3.0,4.0,12.0,14.0,21.0,9.0,28.0,6.0,16.0,,60.0,77.0,84.0,79.0,60.0,59.0,65.0,73.0,70.0,82.0,82.0,72.0,66.0,54.0,26.0,14.0,
HINDPETRO,refineries / petro-products,,,,,,,,,,,,21.0,,15.0,,16.0,,,40.0,38.0,59.0,59.0,60.0,59.0,55.0,56.0,9.0,8.0,12.0,14.0,5.0,6.0,16.0,23.0,28.0,14.0,41.0,17.0,10.0,,31.0,42.0,20.0,55.0,76.0,36.0,21.0,24.0,16.0,22.0,40.0,17.0,17.0,19.0,10.0,21.0,
RELIANCE,refineries / petro-products,,,,,,,,,,,,40.0,,49.0,,50.0,,,54.0,53.0,64.0,64.0,67.0,64.0,65.0,65.0,65.0,65.0,58.0,57.0,31.0,31.0,36.0,28.0,38.0,38.0,32.0,58.0,52.0,,77.0,85.0,90.0,72.0,66.0,55.0,25.0,31.0,24.0,37.0,40.0,38.0,33.0,14.0,14.0,30.0,
Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBA,restaurants,,,,,,,,,,,,60.0,,63.0,,76.0,,,73.0,71.0,51.0,47.0,50.0,46.0,65.0,67.0,67.0,67.0,74.0,75.0,70.0,69.0,77.0,76.0,87.0,78.0,85.0,82.0,76.0,,96.0,95.0,92.0,96.0,93.0,98.0,53.0,66.0,62.0,57.0,54.0,67.0,90.0,90.0,84.0,74.0,
JUBLFOOD,restaurants,,,,,,,,,,,,67.0,,59.0,,62.0,,,69.0,75.0,71.0,71.0,71.0,68.0,65.0,66.0,41.0,38.0,44.0,48.0,59.0,59.0,74.0,77.0,81.0,68.0,53.0,39.0,23.0,,58.0,40.0,19.0,8.0,12.0,16.0,5.0,27.0,32.0,55.0,60.0,70.0,77.0,65.0,85.0,87.0,
DEVYANI,restaurants,,,,,,,,,,,,55.0,,48.0,,54.0,,,44.0,41.0,41.0,42.0,33.0,34.0,66.0,67.0,75.0,77.0,74.0,73.0,75.0,75.0,83.0,85.0,85.0,85.0,87.0,79.0,72.0,,81.0,73.0,53.0,40.0,29.0,67.0,22.0,43.0,56.0,66.0,48.0,46.0,66.0,84.0,68.0,89.0,
WESTLIFE,restaurants,,,,,,,,,,,,8.0,,9.0,,11.0,,,5.0,6.0,12.0,13.0,21.0,22.0,60.0,62.0,45.0,45.0,71.0,72.0,71.0,70.0,80.0,72.0,70.0,67.0,72.0,78.0,73.0,,90.0,87.0,61.0,52.0,48.0,68.0,74.0,87.0,66.0,69.0,66.0,81.0,93.0,85.0,87.0,92.0,
SAPPHIRE,restaurants,,,,,,,,,,,,59.0,,25.0,,53.0,,,53.0,52.0,56.0,55.0,52.0,52.0,63.0,64.0,61.0,61.0,63.0,62.0,54.0,54.0,45.0,41.0,64.0,57.0,53.0,45.0,53.0,,65.0,56.0,48.0,44.0,26.0,56.0,25.0,42.0,43.0,48.0,48.0,64.0,74.0,89.0,77.0,96.0,
Roads & Highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRB,roads & highways,,,,,,,,,,,,26.0,,38.0,,56.0,,,62.0,63.0,66.0,68.0,34.0,26.0,18.0,18.0,23.0,25.0,15.0,17.0,5.0,3.0,15.0,16.0,8.0,14.0,27.0,54.0,53.0,,74.0,71.0,56.0,60.0,82.0,78.0,79.0,71.0,86.0,92.0,89.0,95.0,77.0,82.0,80.0,66.0,
GRINFRA,roads & highways,,,,,,,,,,,,79.0,,57.0,,54.0,,,70.0,69.0,65.0,67.0,70.0,67.0,68.0,69.0,82.0,83.0,81.0,80.0,76.0,76.0,63.0,37.0,39.0,17.0,27.0,26.0,58.0,,41.0,41.0,57.0,70.0,77.0,82.0,87.0,77.0,71.0,75.0,46.0,58.0,69.0,84.0,85.0,76.0,
PNCINFRA,roads & highways,,,,,,,,,,,,32.0,,30.0,,41.0,,,46.0,40.0,48.0,51.0,32.0,29.0,38.0,42.0,54.0,54.0,56.0,57.0,24.0,18.0,31.0,31.0,32.0,19.0,47.0,57.0,64.0,,97.0,98.0,88.0,96.0,88.0,97.0,86.0,80.0,83.0,76.0,65.0,71.0,60.0,79.0,77.0,89.0,
ASHOKA,roads & highways,,,,,,,,,,,,30.0,,67.0,,78.0,,,42.0,34.0,35.0,35.0,10.0,9.0,20.0,19.0,15.0,15.0,25.0,30.0,9.0,8.0,4.0,27.0,31.0,12.0,13.0,10.0,27.0,,23.0,20.0,6.0,18.0,51.0,39.0,66.0,52.0,78.0,83.0,84.0,78.0,62.0,87.0,91.0,90.0,
Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GESHIP,shipping,,,,,,,,,,,,7.0,,18.0,,23.0,,,23.0,25.0,30.0,33.0,26.0,23.0,33.0,35.0,28.0,26.0,28.0,27.0,26.0,27.0,16.0,27.0,24.0,19.0,20.0,31.0,31.0,,32.0,63.0,85.0,70.0,84.0,62.0,87.0,82.0,70.0,83.0,72.0,57.0,46.0,23.0,17.0,9.0,
GRSE,shipping,,,,,,,,,,,,35.0,,55.0,,41.0,,,27.0,25.0,12.0,11.0,27.0,,,,,42.0,42.0,44.0,35.0,35.0,48.0,53.0,28.0,8.0,1.0,15.0,31.0,,28.0,36.0,57.0,45.0,39.0,14.0,8.0,2.0,8.0,20.0,15.0,13.0,19.0,30.0,39.0,13.0,
MAZDOCK,shipping,,,,,,,,,,,,,,,,25.0,,,12.0,9.0,16.0,21.0,20.0,13.0,24.0,30.0,32.0,33.0,20.0,18.0,34.0,37.0,35.0,52.0,26.0,6.0,5.0,11.0,28.0,,23.0,17.0,42.0,13.0,7.0,2.0,1.0,3.0,10.0,35.0,34.0,39.0,53.0,54.0,60.0,40.0,
