theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months,rank_source
IND::Gems & Jewellery,Gems & Jewellery,THANGAMAYL,A,-0.7912,0.7389,0.08,0.1573,0.25,50,dated_tabs
IND::Gems & Jewellery,Gems & Jewellery,TITAN,Core,0.3921,0.314,0.14,0.1301,0.275,50,dated_tabs
IND::General Insurance,General Insurance,AWFIS,B,0.8454,0.2123,0.2175,0.1406,0.68,20,dated_tabs
IND::General Insurance,General Insurance,ENTERO,Core,-0.0338,0.4492,0.15,0.1568,0.615,20,dated_tabs
IND::General Insurance,General Insurance,GICRE,A,-1.1846,0.5932,0.075,0.1013,0.38,49,dated_tabs
IND::General Insurance,General Insurance,ICICIGI,A,-0.7971,0.4967,0.09,0.1089,0.375,50,dated_tabs
IND::General Insurance,General Insurance,PGIL,B,0.659,0.2324,0.275,0.1009,0.16,23,dated_tabs
IND::General Insurance,General Insurance,STARHEALTH,Core,0.511,0.2719,0.225,0.1103,0.67,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,APOLLOHOSP,Core,-0.4363,0.2504,0.045,0.1042,0.33,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,ARTEMISMED,B,0.8574,-0.1056,0.125,0.1223,0.19,42,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,ASTERDM,A,-0.4664,0.5589,0.14,0.1067,0.21,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,FORTIS,B,0.4697,0.0245,0.145,0.0838,0.175,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,HCG,Core,-0.1365,0.3849,0.1475,0.0897,0.31,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,JLHL,Core,-0.0817,0.2549,0.0875,0.1077,0.47,32,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,KIMS,A,-0.9695,0.6077,0.1025,0.0786,0.265,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MAXHEALTH,A,-1.0878,0.6371,0.075,0.1001,0.22,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MEDANTA,B,0.5312,0.376,0.17,0.1664,0.31,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MEDPLUS,B,1.4028,0.1757,0.27,0.1206,0.57,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,NH,A,-0.5914,0.4821,0.11,0.0946,0.205,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,POLYMED,Core,0.3927,0.1195,0.1425,0.0931,0.33,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,RAINBOW,Core,-0.3269,0.5374,0.1225,0.1302,0.34,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,YATHARTH,Core,0.4429,0.3137,0.1725,0.1253,0.4,32,dated_tabs
IND::Healthcare Services,Healthcare Services,ETERNAL,A,-1.0542,0.7097,0.115,0.0874,0.26,16,dated_tabs
IND::Healthcare Services,Healthcare Services,KOVAI,Core,0.0999,0.2037,0.1325,0.0918,0.245,48,dated_tabs
IND::Healthcare Services,Healthcare Services,KRSNAA,B,0.4365,0.41,0.19,0.1604,0.43,50,dated_tabs
IND::Healthcare Services,Healthcare Services,LALPATHLAB,A,-0.6476,0.4566,0.0325,0.1184,0.44,50,dated_tabs
IND::Healthcare Services,Healthcare Services,MEDIASSIST,B,1.5386,0.0074,0.25,0.1463,0.655,22,dated_tabs
IND::Healthcare Services,Healthcare Services,METROPOLIS,A,-0.6397,0.5918,0.09,0.1222,0.44,50,dated_tabs
IND::Healthcare Services,Healthcare Services,SWIGGY,Core,0.1068,0.6185,0.255,0.1221,0.565,14,dated_tabs
IND::Healthcare Services,Healthcare Services,THYROCARE,B,0.3764,0.3905,0.2175,0.1291,0.35,50,dated_tabs
IND::Healthcare Services,Healthcare Services,VIJAYA,Core,-0.2166,0.4848,0.125,0.1383,0.265,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,ABB,Core,-0.1467,0.3855,0.1025,0.1042,0.37,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,BAJEL,Core,0.1596,0.6198,0.165,0.1124,0.73,23,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,BHEL,B,0.3974,0.2367,0.1275,0.1069,0.18,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,CGPOWER,A,-0.7606,0.2605,0.05,0.0807,0.27,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,KIRLOSENG,A,-0.6789,0.6819,0.125,0.1001,0.125,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,POWERINDIA,B,0.6412,0.0891,0.14,0.0955,0.145,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,SIEMENS,Core,0.0049,0.5317,0.1625,0.0966,0.42,50,dated_tabs
IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Cluster A,TDPOWERSYS,Core,0.3831,0.2038,0.145,0.0919,0.11,50,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,AVALON,B,1.5132,0.0621,0.43,0.1221,0.43,43,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,BANSALWIRE,A,-0.5036,0.7524,0.13,0.1627,0.78,20,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,KEC,Core,-0.2925,0.3551,0.045,0.1139,0.47,50,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,SCHNEIDER,A,-0.6104,0.599,0.0925,0.1315,0.325,50,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,SUZLON,Core,-0.1131,0.5534,0.13,0.1848,0.255,48,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,THERMAX,Core,-0.0073,0.416,0.15,0.13,0.495,50,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,TRITURBINE,Core,-0.1454,0.4747,0.095,0.1621,0.375,50,dated_tabs
IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment - Cluster B,VOLTAMP,B,0.1591,0.276,0.1475,0.1185,0.31,50,dated_tabs
IND::Holding Companies,Holding Companies,ABCAPITAL,B,1.0737,0.0178,0.215,0.093,0.36,50,dated_tabs
IND::Holding Companies,Holding Companies,BAJAJFINSV,Core,-0.2474,0.3184,0.1175,0.1018,0.425,50,dated_tabs
IND::Holding Companies,Holding Companies,BAJAJHLDNG,A,-0.9818,0.4032,0.075,0.0727,0.33,50,dated_tabs
IND::Holding Companies,Holding Companies,CHOLAHLDNG,A,-0.8037,0.4466,0.07,0.1226,0.26,50,dated_tabs
IND::Holding Companies,Holding Companies,JMFINANCIL,Core,0.1561,0.2455,0.145,0.1054,0.455,50,dated_tabs
IND::Holding Companies,Holding Companies,RANEHOLDIN,B,0.8031,0.234,0.215,0.1296,0.585,46,dated_tabs
IND::Hotels,Hotels,CHALET,Core,-0.3724,0.5666,0.0575,0.0935,0.27,50,dated_tabs
IND::Hotels,Hotels,EIHOTEL,A,-0.5429,0.7326,0.065,0.1295,0.41,50,dated_tabs
IND::Hotels,Hotels,INDHOTEL,Core,-0.035,0.5223,0.11,0.0711,0.24,50,dated_tabs
IND::Hotels,Hotels,LEMONTREE,A,-0.6941,0.7787,0.0575,0.142,0.31,50,dated_tabs
IND::Hotels,Hotels,MHRIL,B,1.1759,0.3762,0.195,0.098,0.545,50,dated_tabs
IND::Hotels,Hotels,SAMHI,B,0.4684,0.4154,0.07,0.1429,0.505,32,dated_tabs
IND::Household Appliances,Household Appliances,BAJAJELEC,B,1.1748,-0.0301,0.385,0.0634,0.89,39,dated_tabs
IND::Household Appliances,Household Appliances,CARTRADE,B,0.3055,0.0954,0.1575,0.1185,0.285,50,dated_tabs
IND::Household Appliances,Household Appliances,CARYSIL,Core,-0.3246,0.5797,0.17,0.1445,0.565,48,dated_tabs
IND::Household Appliances,Household Appliances,CROMPTON,Core,-0.0511,0.3235,0.1475,0.1117,0.705,50,dated_tabs
IND::Household Appliances,Household Appliances,IFBIND,A,-0.3833,0.5386,0.0975,0.1701,0.555,50,dated_tabs
IND::Household Appliances,Household Appliances,NYKAA,A,-0.7214,0.5374,0.085,0.1029,0.455,50,dated_tabs
IND::Houseware,Houseware,BORORENEW,B,0.1176,0.5294,0.2175,0.1441,0.48,40,dated_tabs
IND::Houseware,Houseware,LAOPALA,B,0.8226,0.269,0.215,0.0751,0.805,50,dated_tabs
IND::Houseware,Houseware,PNGJL,A,-0.8235,0.5187,0.05,0.0785,0.63,17,dated_tabs
IND::Houseware,Houseware,STOVEKRAFT,A,-0.2143,0.5099,0.12,0.1317,0.72,47,dated_tabs
IND::Houseware,Houseware,TTKPRESTIG,Core,0.0976,0.281,0.08,0.0675,0.71,50,dated_tabs
IND::Housing Finance,Housing Finance,AAVAS,Core,0.2238,0.4397,0.2475,0.1124,0.715,50,dated_tabs
IND::Housing Finance,Housing Finance,APTUS,Core,-0.0577,0.3721,0.1525,0.1067,0.615,50,dated_tabs
IND::Housing Finance,Housing Finance,CANFINHOME,A,-1.0605,0.5061,0.0875,0.1013,0.43,50,dated_tabs
IND::Housing Finance,Housing Finance,HOMEFIRST,A,-0.9034,0.5359,0.095,0.1383,0.495,50,dated_tabs
IND::Housing Finance,Housing Finance,HUDCO,B,0.4745,0.2518,0.1575,0.1186,0.365,38,dated_tabs
IND::Housing Finance,Housing Finance,INDIASHLTR,B,0.488,0.2472,0.1675,0.1116,0.31,30,dated_tabs
IND::Housing Finance,Housing Finance,LICHSGFIN,A,-0.4121,0.3915,0.115,0.0981,0.545,50,dated_tabs
IND::Housing Finance,Housing Finance,LTF,B,0.8849,0.2456,0.3,0.0691,0.13,23,dated_tabs
IND::Housing Finance,Housing Finance,PNBHOUSING,Core,-0.0191,0.4092,0.1575,0.1438,0.435,50,dated_tabs
IND::Housing Finance,Housing Finance,REPCOHOME,Core,0.3816,0.3095,0.14,0.1534,0.475,50,dated_tabs
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,ADANIENT,A,-0.9277,0.8332,0.0,0.0986,0.7,31,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,BSOFT,Core,0.1841,0.5361,0.195,0.0994,0.595,50,dated_tabs
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,CAMS,A,-0.7431,0.7533,0.005,0.1156,0.46,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,CYIENT,B,0.5339,0.3031,0.175,0.0848,0.735,50,dated_tabs
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,FSL,B,0.4585,0.52,0.15,0.0899,0.135,50,dated_tabs
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,HAPPSTMNDS,Core,0.2557,0.5508,0.13,0.0852,0.785,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,INFY,A,-0.3239,0.6341,0.16,0.1014,0.55,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,KPITTECH,A,-0.3431,0.6706,0.14,0.1217,0.485,50,dated_tabs
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,RAMCOSYS,Core,0.2846,0.6845,0.165,0.1381,0.445,48,dated_tabs
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,REDINGTON,B,0.6719,0.5185,0.1625,0.1242,0.415,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,SONATSOFTW,B,0.5564,0.4519,0.22,0.0911,0.765,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,TATAELXSI,Core,-0.1007,0.4682,0.095,0.1183,0.665,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,TCS,A,-1.1724,0.7301,0.075,0.1042,0.525,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,TECHM,Core,0.1022,0.5893,0.19,0.1142,0.385,50,dated_tabs
IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software - Cluster A,WIPRO,B,0.5636,0.2163,0.125,0.1036,0.57,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,ANGELONE,B,0.8462,0.4444,0.1575,0.1637,0.525,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,CIGNITITEC,B,0.9377,0.4238,0.1925,0.1499,0.26,42,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,COFORGE,Core,0.0047,0.5487,0.14,0.1344,0.23,50,dated_tabs
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,ECLERX,B,0.7206,0.4264,0.18,0.1218,0.205,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,HCLTECH,A,-1.0173,0.7463,0.075,0.1334,0.335,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,LTIM,A,-0.5855,0.7557,0.125,0.1346,0.475,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,LTTS,Core,-0.2147,0.5674,0.095,0.1433,0.5,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,MASTEK,B,1.2095,0.2347,0.19,0.12,0.62,48,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,MPHASIS,A,-0.7651,0.647,0.0675,0.135,0.42,50,dated_tabs
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,NETWEB,Core,-0.0582,0.6982,0.1925,0.1437,0.18,32,dated_tabs
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,NEWGEN,A,-0.3415,0.5096,0.0725,0.1093,0.265,46,dated_tabs
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,OFSS,Core,-0.3209,0.5815,0.1,0.1157,0.44,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,PERSISTENT,Core,-0.3914,0.7233,0.1625,0.1265,0.17,50,dated_tabs
IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software - Cluster B,ZENSARTECH,Core,-0.0241,0.4626,0.1275,0.1199,0.235,50,dated_tabs
IND::IT Software Products,IT Software Products,CENTUM,A,-0.6137,0.5542,0.15,0.1486,0.305,48,dated_tabs
IND::IT Software Products,IT Software Products,CYIENTDLM,Core,0.4442,-0.035,0.18,0.0912,0.81,32,dated_tabs
IND::IT Software Products,IT Software Products,INTELLECT,A,-0.357,0.4796,0.1825,0.1388,0.29,50,dated_tabs
IND::IT Software Products,IT Software Products,OPTIEMUS,B,0.6394,0.2881,0.3,0.1335,0.47,38,dated_tabs
IND::IT Software Products,IT Software Products,RATEGAIN,Core,-0.2908,0.3922,0.195,0.1072,0.32,50,dated_tabs
IND::IT Software Products,IT Software Products,TATATECH,B,0.4474,-0.0554,0.19,0.0744,0.82,31,dated_tabs
IND::IT Software Products,IT Software Products,ZAGGLE,Core,-0.2694,0.1497,0.08,0.1361,0.465,32,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,3MINDIA,Core,0.3684,0.0086,0.1225,0.1274,0.46,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,DOMS,Core,-0.1248,0.3124,0.2775,0.1079,0.155,30,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,FLAIR,B,0.5036,0.2272,0.32,0.1207,0.57,29,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,GMMPFAUDLR,B,1.0898,0.0536,0.335,0.127,0.76,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,GODREJIND,A,-0.3181,0.4355,0.145,0.1449,0.265,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,ISGEC,A,-1.082,0.5543,0.1,0.1192,0.47,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,KIRLOSBROS,Core,-0.0294,0.2903,0.17,0.1357,0.265,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,SHRIPISTON,B,0.4128,0.1749,0.265,0.1257,0.185,36,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,TEAMLEASE,Core,0.054,0.4537,0.335,0.1186,0.78,50,dated_tabs
IND::Industrial Machinery::A,Industrial Machinery - Cluster A,WENDT,A,-0.8742,0.5712,0.1125,0.1321,0.525,42,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,AZAD,Core,0.0271,0.2303,0.145,0.1018,0.315,30,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,CUMMINSIND,A,-0.9175,0.4575,0.11,0.102,0.19,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,ELECON,Core,-0.3345,0.3989,0.15,0.1202,0.3,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,INGERRAND,A,-1.3547,0.528,0.06,0.095,0.475,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,JYOTICNC,B,0.8509,0.1656,0.2,0.1416,0.27,27,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,KIRLPNU,B,0.7055,0.1885,0.195,0.1296,0.47,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,KSB,A,-0.394,0.3071,0.11,0.1012,0.31,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,PRAJIND,B,1.2421,0.1436,0.2925,0.1201,0.54,50,dated_tabs
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,SIS,Core,0.1751,0.3784,0.26,0.0994,0.68,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,AADHARHFC,Core,0.0885,0.173,0.25,0.0871,0.235,20,dated_tabs
IND::Internet Software & Services,Internet Software & Services,AFFLE,Core,-0.3677,0.2694,0.2175,0.0794,0.41,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,INDIAMART,A,-0.5956,0.363,0.2,0.0906,0.62,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,INDUSTOWER,Core,-0.1175,0.2784,0.2,0.1451,0.3,47,dated_tabs
IND::Internet Software & Services,Internet Software & Services,JUSTDIAL,B,0.5965,0.0239,0.2,0.1371,0.59,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,MAPMYINDIA,Core,0.1274,0.1249,0.175,0.1324,0.535,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,MPSLTD,A,-0.4311,0.2732,0.14,0.1448,0.45,25,dated_tabs
IND::Internet Software & Services,Internet Software & Services,NAUKRI,A,-0.8688,0.3236,0.15,0.0889,0.405,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,NAZARA,A,-1.2391,0.3665,0.09,0.1043,0.46,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,PAYTM,B,0.8598,0.083,0.305,0.1178,0.235,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,POLICYBZR,B,1.0672,-0.2949,0.205,0.0878,0.225,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,ROUTE,Core,0.0599,0.2953,0.285,0.078,0.73,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,SUNTV,Core,0.0475,0.1234,0.18,0.1148,0.52,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,TATACOMM,Core,0.0922,0.1566,0.2,0.1189,0.47,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,ZEEL,B,0.6806,0.1644,0.275,0.1276,0.8,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,APLAPOLLO,Core,-0.0153,0.1964,0.18,0.1047,0.32,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,HITECH,B,1.19,-0.1151,0.245,0.1334,0.66,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,LINDEINDIA,A,-0.7161,0.3994,0.09,0.1112,0.455,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,MIDHANI,A,-0.7424,0.5278,0.11,0.1263,0.48,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,SURYAROSNI,Core,-0.5226,0.2772,0.04,0.132,0.57,38,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,TIIL,A,-0.6232,0.581,0.115,0.1531,0.455,38,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,USHAMART,B,0.3121,0.192,0.16,0.1586,0.32,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,VENUSPIPES,B,1.1505,-0.0697,0.245,0.143,0.57,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,WELCORP,Core,-0.033,0.3523,0.25,0.1064,0.13,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,GPIL,Core,-0.4044,0.2821,0.0975,0.1179,0.255,40,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,IMFA,Core,0.3813,0.2564,0.18,0.1453,0.29,38,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JINDALSTEL,A,-1.4353,0.738,0.0825,0.1187,0.285,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JSL,A,-0.6249,0.4589,0.155,0.0972,0.135,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JSWSTEEL,A,-0.6865,0.5231,0.165,0.0893,0.36,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,KIRLFER,Core,-0.2216,0.5085,0.1625,0.1409,0.495,48,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,KSL,B,1.0357,0.0023,0.1975,0.1392,0.48,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,MAHSEAMLES,B,0.5397,0.1775,0.2,0.1226,0.44,49,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,NSLNISP,B,0.8776,0.3088,0.285,0.1227,0.72,43,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,RATNAMANI,Core,0.1807,0.2972,0.21,0.096,0.56,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SAIL,A,-0.5858,0.5163,0.13,0.1231,0.465,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SARDAEN,B,0.9815,0.0577,0.2525,0.1134,0.26,38,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SHYAMMETL,Core,0.2732,0.0172,0.15,0.0919,0.27,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,TATASTEEL,Core,-0.3111,0.3684,0.1075,0.1406,0.36,50,dated_tabs
IND::Life Insurance,Life Insurance,HDFCLIFE,A,-0.7568,0.8784,0.035,0.1124,0.405,50,dated_tabs
IND::Life Insurance,Life Insurance,ICICIPRULI,Core,0.0256,0.7503,0.135,0.1216,0.495,50,dated_tabs
IND::Life Insurance,Life Insurance,LICI,B,1.3807,0.0696,0.22,0.1206,0.53,50,dated_tabs
IND::Life Insurance,Life Insurance,MFSL,B,0.0425,0.6905,0.12,0.1301,0.24,50,dated_tabs
IND::Life Insurance,Life Insurance,SBILIFE,A,-0.6919,0.6811,0.03,0.0988,0.355,50,dated_tabs
IND::Marine Port & Services,Marine Port & Services,ADANIPORTS,A,-0.553,0.7549,0.0525,0.1066,0.345,50,dated_tabs
IND::Marine Port & Services,Marine Port & Services,GPPL,B,0.3737,0.4497,0.075,0.104,0.295,50,dated_tabs
IND::Marine Port & Services,Marine Port & Services,JSWINFRA,Core,0.1793,0.6465,0.155,0.0874,0.365,32,dated_tabs
IND::Mining,Mining,MOIL,A,-0.5488,0.6706,0.04,0.1437,0.425,50,dated_tabs
IND::Mining,Mining,NMDC,Core,-0.3492,0.697,0.06,0.1183,0.445,50,dated_tabs
IND::Mining,Mining,SANDUMA,Core,-0.322,0.7929,0.065,0.1618,0.35,36,dated_tabs
IND::Mining,Mining,TEGA,B,1.2201,0.2922,0.0875,0.1936,0.305,50,dated_tabs
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,AEQUS,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,AMAGI,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,ATLANTAELE,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,BHARATCOAL,Core,,,,,,0,no_rank_history
UNCLASSIFIED::NoRank,No-Rank Unclassified,BLUESTONE,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,BUILDPRO,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,CANHLIFE,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,CAPILLARY,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,CORONA,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,CPPLUS,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,CRAMC,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,EMMVEE,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,EPACKPEB,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,EUROPRATIK,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,GROWW,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,ICICIAMC,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,JAINREC,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,JSWCEMENT,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,KSHINTL,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,LENSKART,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,LGEINDIA,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,LOTUSDEV,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,MBEL,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::2,No-Rank Unclassified,MEESHO,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::3,No-Rank Unclassified,MIDWESTLTD,Core,,,,,,0,no_rank_history
UNCLASSIFIED::B::A::B::NoRank::1,No-Rank Unclassified,NEPHROPLUS,Core,,,,,,0,no_rank_history
