theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months
IND::Transportation - Logistics,Transportation - Logistics - Cluster s,VRLLOG,B,0.6756,-0.1853,0.1805,0.2465,0.603,50
IND::Houseware,Houseware - Cluster e,PNGJL,A,-0.5254,0.5355,0.0576,0.209,0.6261,17
IND::Houseware,Houseware - Cluster e,STOVEKRAFT,Core,0.2344,0.4812,0.1181,0.3069,0.7387,47
IND::Houseware,Houseware - Cluster e,TTKPRESTIG,Core,0.5116,0.2413,0.0822,0.1383,0.7687,50
IND::Houseware,Houseware - Cluster e,BORORENEW,Core,0.6237,0.4989,0.222,0.2816,0.5315,40
IND::Houseware,Houseware - Cluster e,LAOPALA,B,1.4483,0.2345,0.2235,0.2166,0.8368,50
IND::Exchange,Exchange - Cluster e,MCX,A,-0.3896,0.58,0.0354,0.1574,0.0778,50
IND::Exchange,Exchange - Cluster e,BSE,Core,-0.3035,0.4855,0.0125,0.2172,0.0685,46
IND::Exchange,Exchange - Cluster e,IEX,B,5.8542,0.0854,0.3997,0.2712,0.7053,50
IND::Forest Products,Forest Products - Cluster s,CENTURYPLY,A,-1.273,0.7128,0.0715,0.1643,0.4656,50
IND::Forest Products,Forest Products - Cluster s,TBOTEK,A,-0.3302,0.5969,0.117,0.2802,0.5653,20
IND::Forest Products,Forest Products - Cluster s,DREDGECORP,Core,-0.3236,0.4949,0.0998,0.2941,0.6155,14
IND::Forest Products,Forest Products - Cluster s,KMEW,Core,0.0195,0.6466,0.1771,0.2417,0.2039,21
IND::Forest Products,Forest Products - Cluster s,GREENPANEL,Core,0.0618,0.3802,0.1818,0.1588,0.7686,50
IND::Forest Products,Forest Products - Cluster s,STYLAMIND,Core,0.0909,0.1696,0.1396,0.2088,0.4563,50
IND::Forest Products,Forest Products - Cluster s,GREENPLY,B,0.7581,-0.006,0.1846,0.2288,0.4933,50
IND::Forest Products,Forest Products - Cluster s,IXIGO,B,1.3254,0.2993,0.3053,0.1775,0.1199,20
IND::Hotels,Hotels - Cluster s,CHALET,A,-0.5763,0.5857,0.0603,0.1757,0.2648,50
IND::Hotels,Hotels - Cluster s,LEMONTREE,A,-0.3597,0.7692,0.0656,0.1919,0.3257,50
IND::Hotels,Hotels - Cluster s,EIHOTEL,Core,-0.0331,0.7497,0.07,0.202,0.4069,50
IND::Hotels,Hotels - Cluster s,SAMHI,Core,0.424,0.383,0.072,0.2003,0.5279,32
IND::Hotels,Hotels - Cluster s,INDHOTEL,B,2.4586,0.5442,0.1378,0.1816,0.2587,50
IND::Hotels,Hotels - Cluster s,MHRIL,B,4.791,0.343,0.2068,0.1468,0.5881,50
IND::Fertilizers,Fertilizers - Cluster s,COROMANDEL,A,-1.6111,0.6669,0.0248,0.2071,0.241,50
IND::Fertilizers,Fertilizers - Cluster s,PARADEEP,Core,0.0,0.4968,0.0505,0.2647,0.4412,50
IND::Fertilizers,Fertilizers - Cluster s,CHAMBLFERT,B,1.3246,0.3378,0.1313,0.2736,0.5413,50
IND::Restaurants,Restaurants - Cluster s,DEVYANI,A,-0.6641,0.7871,0.0374,0.2073,0.7025,50
IND::Restaurants,Restaurants - Cluster s,RBA,Core,-0.34,0.5655,0.0566,0.1348,0.8134,50
IND::Restaurants,Restaurants - Cluster s,SAPPHIRE,Core,-0.3352,0.6898,0.0679,0.1649,0.6199,50
IND::Restaurants,Restaurants - Cluster s,WESTLIFE,Core,0.6459,0.523,0.1058,0.2713,0.7629,50
IND::Restaurants,Restaurants - Cluster s,JUBLFOOD,B,2.0203,0.3089,0.2122,0.2612,0.6487,50
IND::Containers & Packaging,Containers & Packaging - Cluster g,EPL,A,-1.3337,0.8694,0.0,0.222,0.6047,50
IND::Containers & Packaging,Containers & Packaging - Cluster g,MOLDTKPAC,Core,0.0,0.2509,0.2005,0.2433,0.8688,50
IND::Containers & Packaging,Containers & Packaging - Cluster g,GRWRHITECH,B,0.7113,0.0832,0.3457,0.2693,0.1976,50
IND::Cars & Utility Vehicles,Cars & Utility Vehicles - Cluster s,M&M,A,-5.383,0.6989,0.0342,0.1215,0.2177,50
IND::Cars & Utility Vehicles,Cars & Utility Vehicles - Cluster s,FORCEMOT,Core,-0.6822,0.7355,0.0117,0.1856,0.1758,50
IND::Cars & Utility Vehicles,Cars & Utility Vehicles - Cluster s,MARUTI,B,0.7412,0.6198,0.0447,0.1837,0.3185,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,MGL,A,-1.6766,0.7396,0.0445,0.2157,0.5745,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,IGL,A,-0.5148,0.5241,0.0896,0.2082,0.5798,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,GSPL,Core,-0.4888,0.4591,0.073,0.1811,0.6579,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,GUJGASLTD,Core,-0.25,0.4924,0.1681,0.179,0.724,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,GAIL,Core,0.0,0.4815,0.1546,0.212,0.4235,50
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,WABAG,B,3.5472,-0.1032,0.2926,0.2337,0.201,42
IND::Utilities:Non-Electrical,Utilities:Non-Electrical - Cluster l,IONEXCHANG,B,4.0978,-0.2393,0.2245,0.2593,0.5392,50
IND::Shipping,Shipping - Cluster g,MAZDOCK,A,-1.004,0.7151,0.086,0.1756,0.2379,48
IND::Shipping,Shipping - Cluster g,GRSE,Core,-0.0349,0.6661,0.1315,0.1717,0.2917,46
IND::Shipping,Shipping - Cluster g,GESHIP,Core,0.0386,0.5626,0.098,0.24,0.3189,50
IND::Shipping,Shipping - Cluster g,ENGINERSIN,B,0.7208,0.5441,0.1303,0.2473,0.3898,50
IND::General Insurance,General Insurance - Cluster e,GICRE,A,-0.8145,0.575,0.0778,0.1788,0.4034,49
IND::General Insurance,General Insurance - Cluster e,ICICIGI,A,-0.7806,0.5108,0.0926,0.1282,0.3923,50
IND::General Insurance,General Insurance - Cluster e,ENTERO,Core,-0.0894,0.4485,0.155,0.274,0.6128,20
IND::General Insurance,General Insurance - Cluster e,PGIL,Core,0.3339,0.2434,0.2774,0.1151,0.1493,23
IND::General Insurance,General Insurance - Cluster e,STARHEALTH,B,0.4797,0.2019,0.2452,0.2071,0.7692,50
IND::General Insurance,General Insurance - Cluster e,AWFIS,B,0.5191,0.2106,0.2197,0.2733,0.6773,20
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products - Cluster s,ONESOURCE,A,-4.6289,0.831,0.0,0.2357,0.4474,10
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products - Cluster s,ITC,Core,-3.5869,0.3722,0.0,0.2022,0.5527,50
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products - Cluster s,VSTIND,Core,-0.7065,0.5897,0.2185,0.1323,0.758,50
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products - Cluster s,VMM,Core,-0.0646,0.4024,0.235,0.1048,0.2102,11
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products - Cluster s,GODFRYPHLP,B,0.0792,0.4489,0.2175,0.2179,0.2414,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,JINDALSTEL,A,-1.5418,0.7281,0.0895,0.1431,0.3123,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,GPIL,A,-0.821,0.2866,0.1012,0.1747,0.2777,40
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,TATASTEEL,A,-0.5482,0.3441,0.1154,0.2168,0.3963,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,JSWSTEEL,Core,-0.4833,0.5333,0.1769,0.1883,0.4007,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,SAIL,Core,-0.4762,0.499,0.1335,0.2364,0.5012,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,SHYAMMETL,Core,-0.3401,0.0448,0.167,0.1346,0.2768,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,JSL,Core,-0.1719,0.3994,0.1666,0.2316,0.1332,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,KIRLFER,Core,-0.131,0.5087,0.1846,0.2372,0.5555,48
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,IMFA,Core,0.2965,0.2692,0.1911,0.2607,0.3224,38
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,KSL,Core,0.546,-0.0116,0.2272,0.2083,0.5126,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,RATNAMANI,Core,0.6104,0.2728,0.2168,0.2858,0.6262,50
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,SARDAEN,B,0.7519,0.0722,0.2768,0.1999,0.2883,38
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,NSLNISP,B,0.803,0.2916,0.2831,0.2424,0.8299,43
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products - Cluster s,MAHSEAMLES,B,0.9211,0.1128,0.2225,0.3044,0.4517,49
IND::Life Insurance,Life Insurance - Cluster e,HDFCLIFE,A,-0.745,0.8834,0.0384,0.2265,0.4448,50
IND::Life Insurance,Life Insurance - Cluster e,ICICIPRULI,Core,-0.3052,0.7719,0.1516,0.1748,0.5571,50
IND::Life Insurance,Life Insurance - Cluster e,SBILIFE,Core,-0.2682,0.6782,0.0287,0.1938,0.3907,50
IND::Life Insurance,Life Insurance - Cluster e,MFSL,Core,0.2037,0.7166,0.1222,0.2313,0.2454,50
IND::Life Insurance,Life Insurance - Cluster e,LICI,B,2.9037,0.0423,0.2427,0.2034,0.5594,50
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products - Cluster s,HINDALCO,A,-0.7856,0.7318,0.0562,0.1924,0.3685,50
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products - Cluster s,HINDZINC,Core,-0.1772,0.7178,0.0822,0.2585,0.5829,27
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products - Cluster s,NATIONALUM,Core,-0.1042,0.6373,0.0778,0.2459,0.3502,50
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products - Cluster s,HINDCOPPER,Core,0.7303,0.5328,0.1089,0.304,0.3923,50
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products - Cluster s,VEDL,B,1.18,0.5453,0.1514,0.2992,0.3345,41
IND::IT Software Products,IT Software Products - Cluster s,CENTUM,A,-0.9297,0.663,0.1448,0.2495,0.322,48
IND::IT Software Products,IT Software Products - Cluster s,INTELLECT,A,-0.5684,0.4141,0.1513,0.2412,0.3264,50
IND::IT Software Products,IT Software Products - Cluster s,RATEGAIN,Core,-0.0494,0.3742,0.2067,0.3363,0.3368,50
IND::IT Software Products,IT Software Products - Cluster s,ZAGGLE,Core,-0.022,0.2266,0.2227,0.2408,0.4837,32
IND::IT Software Products,IT Software Products - Cluster s,ABDL,Core,0.2172,0.2799,0.3689,0.1429,0.0629,20
IND::IT Software Products,IT Software Products - Cluster s,CYIENTDLM,Core,0.2751,-0.0472,0.2535,0.1574,0.8101,32
IND::IT Software Products,IT Software Products - Cluster s,TATATECH,B,0.4775,-0.0158,0.3073,0.1721,0.8212,31
IND::IT Software Products,IT Software Products - Cluster s,OPTIEMUS,B,0.629,0.1893,0.3352,0.3025,0.4634,38
IND::Travel Support Services,Travel Support Services - Cluster s,THOMASCOOK,A,-0.2023,0.5939,0.1032,0.2831,0.5363,50
IND::Travel Support Services,Travel Support Services - Cluster s,IRCTC,Core,1.4875,0.256,0.0763,0.1884,0.7333,50
IND::Travel Support Services,Travel Support Services - Cluster s,YATRA,B,3.4695,0.5623,0.3947,0.3903,0.7828,24
IND::Paper & Paper Products,Paper & Paper Products - Cluster s,WSTCSTPAPR,A,-0.4721,0.7629,0.0134,0.1442,0.8128,50
IND::Paper & Paper Products,Paper & Paper Products - Cluster s,JKPAPER,Core,-0.2023,0.766,0.0583,0.1743,0.7259,50
IND::Paper & Paper Products,Paper & Paper Products - Cluster s,TCPLPACK,B,53.4194,-0.0205,0.3154,0.246,0.3875,50
IND::Gems & Jewellery,Gems & Jewellery - Cluster y,THANGAMAYL,A,-1.0996,0.7456,0.0793,0.1789,0.2801,50
IND::Gems & Jewellery,Gems & Jewellery - Cluster y,TITAN,Core,0.237,0.2994,0.1531,0.2173,0.2963,50
IND::Gems & Jewellery,Gems & Jewellery - Cluster y,KALYANKJIL,Core,0.2731,0.433,0.1461,0.287,0.1873,50
IND::Gems & Jewellery,Gems & Jewellery - Cluster y,SENCO,B,0.613,0.6935,0.2194,0.3053,0.6696,32
IND::Mining,Mining - Cluster g,MOIL,A,-0.572,0.6779,0.0422,0.2197,0.4713,50
IND::Mining,Mining - Cluster g,SANDUMA,Core,-0.3242,0.7867,0.0704,0.2196,0.3801,36
IND::Mining,Mining - Cluster g,NMDC,Core,0.5718,0.6639,0.065,0.2728,0.4397,50
IND::Mining,Mining - Cluster g,TEGA,B,1.57,0.2973,0.0991,0.1901,0.3526,50
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,HDBFS,A,-0.8437,,0.058,0.0098,0.5483,2
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,CRIZAC,A,-0.5997,,0.131,0.0,0.7574,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,INDIQUBE,A,-0.5749,,0.1378,0.0,0.7642,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ANTHEM,Core,-0.5191,,0.153,0.0,0.7794,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,EBGNG,Core,-0.5036,,0.1572,0.0,0.7836,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,MARATHON,Core,-0.4995,0.3635,0.0624,0.1444,0.3828,21
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ITCHOTELS,Core,-0.4986,0.4425,0.0522,0.1601,0.4684,10
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,IIFLCAPS,Core,-0.4398,0.0328,0.0965,0.1175,0.3093,21
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ENRIN,Core,-0.4287,,0.0857,0.1384,0.7117,3
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SAMBHV,Core,-0.399,,0.1036,0.1237,0.7098,2
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SWANCORP,Core,-0.3522,,0.1734,0.0378,0.6128,8
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SKIPPER,Core,-0.3305,-0.09,0.0804,0.1866,0.3594,23
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,BRIGHOTEL,Core,-0.144,,0.2553,0.0,0.8817,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,AEGISVOPAK,Core,-0.1383,,0.2341,0.0342,0.352,3
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,FILATEX,Core,-0.0867,0.3806,0.1514,0.1799,0.5321,22
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ABLBL,Core,-0.0302,,0.2401,0.0696,0.8664,3
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,EMCURE,Core,-0.0233,0.6274,0.152,0.2049,0.3269,20
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SMSPHARMA,Core,0.0167,-0.042,0.1682,0.1969,0.4481,21
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,TMPV,Core,0.0765,,0.2641,0.0772,0.7042,7
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,FOSECOIND,Core,0.1037,0.0902,0.2005,0.184,0.2802,21
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SMARTWORKS,Core,0.1381,,0.3322,0.0,0.2942,1
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,RAYMONDREL,Core,0.1809,,0.2875,0.0848,0.8938,2
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,INTERARCH,Core,0.2371,0.2687,0.2988,0.0909,0.108,18
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,OSWALPUMPS,Core,0.2476,,0.3042,0.0871,0.8904,3
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,SKYGOLD,Core,0.2503,0.0754,0.2003,0.2444,0.2532,23
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,CEMPRO,Core,0.2555,,0.2829,0.1224,0.17,8
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ELLEN,Core,0.3286,,0.3799,0.0064,0.9861,2
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,NTPCGREEN,Core,0.4069,0.4418,0.3416,0.0961,0.794,13
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,IGIL,Core,0.4379,0.6012,0.3776,0.0548,0.8252,11
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,BLACKBUCK,Core,0.47,0.7208,0.3512,0.1076,0.0528,13
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,KRBL,Core,0.5086,0.3584,0.2727,0.2415,0.2155,23
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,DAMCAPITAL,Core,0.5854,0.45,0.3702,0.1264,0.8619,11
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,ATHERENERG,B,0.7282,,0.4805,0.019,0.0161,6
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,EPACK,B,0.8501,0.7058,0.3018,0.3378,0.4785,20
UNCLASSIFIED::B::B::A,Unclassified - Cluster A,LAXMIDENTL,B,0.9272,0.2116,0.5064,0.0617,0.9752,10
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,HEXT,A,-1.1106,0.8365,0.039,0.1438,0.6579,9
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,TRAVELFOOD,A,-0.9477,,0.0765,0.0,0.4091,1
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,AJAXENGG,A,-0.5933,0.6246,0.1047,0.1524,0.5506,9
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,NIVABUPA,Core,-0.5892,0.6445,0.0649,0.1911,0.4775,14
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,SHARDAMOTR,Core,-0.1713,0.3687,0.1638,0.1275,0.4673,23
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,ALIVUS,Core,-0.1316,0.6153,0.1194,0.2542,0.4835,20
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,INDGN,Core,-0.0979,0.278,0.0689,0.1901,0.5653,20
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,JUNIPER,Core,0.0493,0.3714,0.2783,0.0943,0.8072,20
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,ACMESOLAR,Core,0.088,0.229,0.1484,0.1585,0.3057,14
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,SANATHAN,Core,0.1055,0.6909,0.3784,0.1363,0.3035,11
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,EUREKAFORB,Core,0.1881,0.2013,0.2489,0.0958,0.3093,23
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,AKUMS,Core,0.2218,0.4769,0.3478,0.1186,0.9378,19
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,SUNDRMFAST,Core,0.4269,0.3451,0.3483,0.1261,0.728,23
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,TARC,Core,0.4342,0.1437,0.1484,0.2174,0.6702,23
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,COHANCE,Core,0.5754,0.4417,0.3002,0.2332,0.9893,13
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,JSWHL,B,0.628,0.2717,0.233,0.2426,0.1394,23
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,BHARTIHEXA,B,1.0502,-0.1602,0.3408,0.1212,0.1221,20
UNCLASSIFIED::B::B::B,Unclassified - Cluster B,SHAKTIPUMP,B,1.1673,0.1374,0.2215,0.343,0.2,23
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,PGHL,A,-0.3729,0.5419,0.1269,0.2094,0.5152,50
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,SUPRIYA,Core,-0.2551,0.6293,0.1092,0.3098,0.3745,48
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,AMRUTANJAN,Core,0.3729,0.4414,0.2083,0.2169,0.5576,50
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,NEULANDLAB,B,0.6907,0.2725,0.2558,0.1352,0.1803,50
IND::Auto Parts & Equipment::A,Auto Parts & Equipment - Cluster A,GREAVESCOT,A,-4.5208,0.8093,0.0539,0.283,0.5399,38
IND::Auto Parts & Equipment::A,Auto Parts & Equipment - Cluster A,SUNCLAY,Core,-0.1349,0.5132,0.0,0.3152,0.4698,30
IND::Auto Parts & Equipment::A,Auto Parts & Equipment - Cluster A,SANDHAR,B,0.2004,0.5,0.1313,0.1997,0.4003,48
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,CAMS,A,-3.0335,0.7703,0.0044,0.1834,0.4802,50
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,FSL,Core,0.2015,0.5331,0.1665,0.1655,0.1353,50
IND::IT Consulting & Software::A,IT Consulting & Software - Cluster A,RAMCOSYS,B,1.1183,0.6865,0.1839,0.2697,0.4681,48
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,CIPLA,A,-0.5754,0.5171,0.0945,0.1173,0.396,50
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,APLLTD,A,-0.3585,0.5081,0.0724,0.186,0.4972,50
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,CAPLIPOINT,Core,0.035,0.446,0.0868,0.1772,0.3405,41
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,NATCOPHARM,Core,0.9684,0.5691,0.1701,0.2841,0.5668,50
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,WINDLAS,B,1.0817,0.3748,0.1222,0.2339,0.4268,30
IND::Pharmaceuticals::B::A::A,Pharmaceuticals - Cluster A,SPARC,B,2.7969,0.5419,0.3864,0.186,0.8631,50
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,ADANIENT,A,-5.9301,0.8351,0.0,0.1548,0.7475,31
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,HAPPSTMNDS,Core,-0.1686,0.5413,0.1382,0.0773,0.8748,50
IND::IT Consulting & Software::B::A,IT Consulting & Software - Cluster A,REDINGTON,B,0.7623,0.5291,0.1775,0.2727,0.4292,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,TORNTPHARM,A,-1.0756,0.4678,0.0689,0.1166,0.2434,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,SUNPHARMA,A,-0.8401,0.3865,0.0589,0.1452,0.3005,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,GRANULES,A,-0.5506,0.6438,0.1259,0.2337,0.3862,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,AJANTPHARM,Core,-0.4742,0.4278,0.0937,0.1774,0.298,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,ALKEM,Core,-0.2169,0.5207,0.1384,0.1926,0.4241,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,ZYDUSLIFE,Core,-0.1657,0.4243,0.1175,0.1907,0.4013,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,DRREDDY,Core,0.003,0.2317,0.1097,0.1083,0.4182,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,LUPIN,Core,0.1158,0.3976,0.1352,0.1957,0.1551,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,GLENMARK,Core,0.1555,0.3268,0.1549,0.0957,0.16,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,STAR,Core,0.5094,0.3054,0.1745,0.119,0.1163,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,ORCHPHARMA,B,0.5366,0.3931,0.1247,0.3354,0.3589,47
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,AUROPHARMA,B,0.9173,0.35,0.1755,0.2609,0.2457,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,PFIZER,B,1.2688,0.5513,0.2767,0.226,0.5857,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,MPHASIS,A,-0.7486,0.6134,0.113,0.1599,0.4543,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,HCLTECH,A,-0.6532,0.5831,0.0833,0.186,0.3923,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,LTIM,A,-0.6158,0.7957,0.1312,0.2104,0.508,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,LTTS,Core,-0.5288,0.5855,0.0672,0.2142,0.5149,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TCS,Core,-0.427,0.5428,0.1324,0.1677,0.5661,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TECHM,Core,-0.4003,0.5913,0.1718,0.1546,0.4282,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,INFY,Core,-0.3297,0.4645,0.1201,0.1688,0.608,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,MASTEK,Core,-0.1694,0.3893,0.1207,0.169,0.66,48
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,WIPRO,Core,-0.0748,0.4848,0.1591,0.1773,0.6228,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TATAELXSI,Core,0.0897,0.4545,0.2052,0.1561,0.7549,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,PERSISTENT,Core,0.1769,0.6353,0.2594,0.1738,0.1914,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,COFORGE,Core,0.2906,0.5573,0.1758,0.2298,0.2345,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,ANGELONE,Core,0.6441,0.5331,0.16,0.2797,0.5252,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,ZENSARTECH,Core,0.6628,0.2774,0.2299,0.1641,0.2362,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,CIGNITITEC,Core,1.3575,0.2538,0.325,0.1751,0.2684,42
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,KPITTECH,Core,1.5269,0.2272,0.1759,0.2998,0.5168,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,CYIENT,B,2.1771,0.4418,0.2622,0.3735,0.7794,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,BSOFT,B,2.3543,0.4474,0.2827,0.3821,0.6584,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,SONATSOFTW,B,2.5962,0.3594,0.2795,0.392,0.7818,50
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,OFSS,A,-0.5111,0.5448,0.1087,0.2749,0.507,50
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,NEWGEN,Core,-0.2863,0.5111,0.0791,0.315,0.2564,46
