Symbol,Theme,source,confidence,reason,sector_mode,industry_mode,debug_theme,industry_obs,industry_mode_share,sector_obs,sector_mode_share,locked,rank_move_corr,rank_resid,rank_obs_months,needs_review,review_reasons,review_priority
BLUESTARCO,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Industrials,Consumer Electronics,AIRCON,27,1.0,27,1.0,False,0.4269525212946131,0.1675,50,False,,7.0
DIXON,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Technology,Consumer Electronics,EMS,27,1.0,27,1.0,False,0.15054264716257987,0.2125,50,False,,7.0
EMIL,Consumer Durables & Electronics,industry_mode,0.78,industry_history,Consumer Cyclical,Consumer Electronics,,27,0.63,27,1.0,False,0.21810277684605583,0.24,50,True,high_rank_residual,30.0
ORIENTELEC,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Consumer Cyclical,Consumer Electronics,,27,1.0,27,1.0,False,0.22199751125038103,0.2225,50,True,high_rank_residual,15.0
PGEL,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Technology,Consumer Electronics,EMS,19,1.0,19,1.0,False,0.42706443985676606,0.16,42,False,,7.0
SYMPHONY,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Consumer Cyclical,Consumer Electronics,,27,1.0,27,1.0,False,0.2433527960398199,0.2025,50,False,,7.0
VOLTAS,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Industrials,Consumer Electronics,AIRCON,27,1.0,27,1.0,False,0.41253884855600403,0.105,50,False,,7.0
WHIRLPOOL,Consumer Durables & Electronics,industry_mode,0.93,industry_history,Consumer Cyclical,Consumer Electronics,,27,1.0,27,1.0,False,0.4427798549042646,0.2,50,False,,7.0
EPL,Containers & Packaging,industry_mode,0.93,industry_history,Consumer Cyclical,Containers & Packaging,,27,1.0,27,1.0,False,0.8545969380757942,0.0,50,False,,7.0
GRWRHITECH,Containers & Packaging,industry_mode,0.93,industry_history,Basic Materials,Containers & Packaging,,27,1.0,27,1.0,False,0.11692256793171334,0.315,50,True,high_rank_residual,15.0
MOLDTKPAC,Containers & Packaging,industry_mode,0.93,industry_history,Consumer Cyclical,Containers & Packaging,,27,1.0,27,1.0,False,0.19475641448097883,0.19,50,False,,7.0
ASTRAMICRO,Defence,industry_mode,0.93,industry_history,Technology,Defence,,25,1.0,25,1.0,False,0.6184657695149117,0.025,48,False,,7.0
BDL,Defence,industry_mode,0.93,industry_history,Industrials,Defence,Defense (large),27,1.0,27,1.0,False,0.6945568541837157,0.09,50,False,,7.0
BEL,Defence,industry_mode,0.93,industry_history,Industrials,Defence,Defense (large),27,1.0,27,1.0,False,0.6441338489315341,0.125,50,False,,7.0
DATAPATTNS,Defence,industry_mode,0.93,industry_history,Industrials,Defence,,27,1.0,27,1.0,False,0.4945609494403364,0.1775,50,False,,7.0
HAL,Defence,industry_mode,0.93,industry_history,Industrials,Defence,Defense (large),27,1.0,27,1.0,False,0.6937934415746653,0.055,50,False,,7.0
MTARTECH,Defence,industry_mode,0.93,industry_history,Industrials,Defence,Data Centers,27,1.0,27,1.0,False,0.16848821650920376,0.335,50,True,high_rank_residual,15.0
ZENTEC,Defence,industry_mode,0.93,industry_history,Industrials,Defence,,15,1.0,15,1.0,False,0.3719251530477317,0.195,38,False,,7.0
ABFRL,Department Stores,industry_mode,0.93,industry_history,Consumer Cyclical,Department Stores,,27,1.0,27,1.0,False,0.3676022579404957,0.0675,50,False,,7.0
DMART,Department Stores,industry_mode,0.93,industry_history,Consumer Defensive,Department Stores,,27,1.0,27,1.0,False,0.23058840561420213,0.155,50,False,,7.0
SHOPERSTOP,Department Stores,industry_mode,0.93,industry_history,Consumer Cyclical,Department Stores,,27,1.0,27,1.0,False,0.09663477463770144,0.2025,50,False,,7.0
TRENT,Department Stores,industry_mode,0.93,industry_history,Consumer Cyclical,Department Stores,Retail,27,1.0,27,1.0,False,0.4219593737168514,0.2375,50,True,high_rank_residual,15.0
V2RETAIL,Department Stores,industry_mode,0.68,industry_history,Consumer Cyclical,Department Stores,Retail,2,1.0,2,1.0,False,0.298865389961823,0.43,25,True,low_fundamental_confidence;high_rank_residual,40.0
VMART,Department Stores,industry_mode,0.93,industry_history,Consumer Cyclical,Department Stores,Retail,27,1.0,27,1.0,False,0.6131668481454549,0.115,50,False,,7.0
AFFLE,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,0.26164479265799256,0.16,50,False,,7.0
INDIAMART,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,0.2027816989616826,0.19,50,False,,7.0
JUSTDIAL,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,-0.2665581191168394,0.21,50,True,rank_moves_diverge_from_theme,17.0
MAPMYINDIA,Digital Platforms,industry_mode,0.93,industry_history,Technology,Internet Software & Services,,27,1.0,27,1.0,False,0.15972635839088098,0.205,50,False,,7.0
NAUKRI,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,0.35187451760713995,0.115,50,False,,7.0
NAZARA,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,0.3676460272064031,0.075,50,False,,7.0
PAYTM,Digital Platforms,industry_mode,0.93,industry_history,Technology,Internet Software & Services,New Gen,27,1.0,27,1.0,False,0.27761139446972266,0.275,50,True,high_rank_residual,15.0
POLICYBZR,Digital Platforms,industry_mode,0.93,industry_history,Financial Services,Internet Software & Services,New Gen,27,1.0,27,1.0,False,0.048822985409542115,0.2,50,False,,7.0
ROUTE,Digital Platforms,industry_mode,0.93,industry_history,Communication Services,Internet Software & Services,,27,1.0,27,1.0,False,0.18511075976336197,0.27,50,True,high_rank_residual,15.0
AHLUCONT,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.6046668506445297,0.07,50,False,,7.0
HGINFRA,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.3648649026034388,0.16,50,False,,7.0
KNRCON,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.1717162271226035,0.25,50,True,high_rank_residual,15.0
LT,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,-0.19488036297959152,0.205,50,True,rank_moves_diverge_from_theme,17.0
NBCC,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.18787323319289478,0.15,50,False,,7.0
NCC,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.4108542325393287,0.195,50,False,,7.0
POWERMECH,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,0.38283311053699676,0.1175,50,False,,7.0
PSPPROJECT,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,,27,1.0,27,1.0,False,-0.08829298888563779,0.35,49,True,rank_moves_diverge_from_theme;high_rank_residual,25.0
TEXRAIL,EPC & Construction,industry_mode,0.93,industry_history,Industrials,Construction & Engineering,Railway,27,1.0,27,1.0,False,0.26096166324624703,0.125,50,False,,7.0
APARINDS,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,CABLES,27,1.0,27,1.0,False,0.18052703740436868,0.145,50,False,,7.0
BBL,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,,23,1.0,23,1.0,False,0.4580968940211611,0.19,46,False,,7.0
FINCABLES,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,CABLES,27,1.0,27,1.0,False,0.44377051307052373,0.195,50,False,,7.0
HAVELLS,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,,27,1.0,27,1.0,False,0.3549352967585026,0.19,50,False,,7.0
HONAUT,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,,27,1.0,27,1.0,False,0.1448581259355096,0.245,50,True,high_rank_residual,15.0
KAYNES,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,EMS,27,1.0,27,1.0,False,0.3175295872600426,0.2375,50,True,high_rank_residual,15.0
KEI,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,CABLES,27,1.0,27,1.0,False,0.35248428824480693,0.0775,50,False,,7.0
PITTIENG,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,Engineering,27,1.0,27,1.0,False,0.41119399439856297,0.2225,50,True,high_rank_residual,15.0
POLYCAB,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,CABLES,27,1.0,27,1.0,False,0.6326548831618628,0.11,50,False,,7.0
RRKABEL,Electrical Equipment,industry_mode,0.78,industry_history,Industrials,Other Electrical Equipment/Products,CABLES,9,1.0,9,1.0,False,0.44664369166797807,0.19,32,False,,22.0
SYRMA,Electrical Equipment,industry_mode,0.93,industry_history,Technology,Other Electrical Equipment/Products,EMS,27,1.0,27,1.0,False,0.47252390674522654,0.265,50,True,high_rank_residual,15.0
UNIVCABLES,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,,17,1.0,17,1.0,False,0.23943989931270884,0.155,38,False,,7.0
VGUARD,Electrical Equipment,industry_mode,0.93,industry_history,Industrials,Other Electrical Equipment/Products,,27,1.0,27,1.0,False,0.2124214359138379,0.12,50,False,,7.0
ADANIENT,Energy - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Energy,Commodity Trading & Distribution,Infra,8,1.0,8,1.0,False,0.007856189290102638,0.09,31,True,low_fundamental_confidence,35.0
COALINDIA,Energy - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Energy,Coal,,27,1.0,27,1.0,False,0.7735939843421424,0.065,50,True,low_fundamental_confidence,35.0
GMDCLTD,Energy - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Energy,Coal,Rare Earth,23,1.0,23,1.0,False,0.3791684799797297,0.1825,46,True,low_fundamental_confidence,35.0
OIL,Energy - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Energy,Exploration & Production,,27,1.0,27,1.0,False,0.659111087910607,0.055,50,True,low_fundamental_confidence,35.0
ONGC,Energy - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Energy,Exploration & Production,,27,1.0,27,1.0,False,0.8500294332218885,0.0425,50,True,low_fundamental_confidence,35.0
BSE,Exchange,industry_mode,0.93,industry_history,Financial Services,Exchange,Exchanges,23,1.0,23,1.0,False,0.6689570663003809,0.01,46,False,,7.0
IEX,Exchange,industry_mode,0.93,industry_history,Financial Services,Exchange,Exchanges,27,1.0,27,1.0,False,0.11770956120467657,0.385,50,True,high_rank_residual,15.0
MCX,Exchange,industry_mode,0.93,industry_history,Financial Services,Exchange,Exchanges,27,1.0,27,1.0,False,0.5702330198608723,0.03,50,False,,7.0
CHAMBLFERT,Fertilizers,industry_mode,0.93,industry_history,Basic Materials,Fertilizers,Fertilizer,27,1.0,27,1.0,False,0.3446464140663673,0.13,50,False,,7.0
COROMANDEL,Fertilizers,industry_mode,0.93,industry_history,Basic Materials,Fertilizers,Fertilizer,27,1.0,27,1.0,False,0.6732892918867179,0.025,50,False,,7.0
PARADEEP,Fertilizers,industry_mode,0.93,industry_history,Basic Materials,Fertilizers,Fertilizer,27,1.0,27,1.0,False,0.5118689466088338,0.045,50,False,,7.0
360ONE,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,Wealth Mgr,27,1.0,27,1.0,False,0.04538446127397034,0.1075,50,False,,7.0
ANANDRATHI,Financial Services,industry_mode,0.78,industry_history,Financial Services,Other Financial Services,Wealth Mgr,27,0.63,27,1.0,False,0.3415336627352999,0.235,50,True,high_rank_residual,30.0
CARERATING,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,27,1.0,27,1.0,False,0.4858595927694356,0.1,50,False,,7.0
CMSINFO,Financial Services,industry_mode,0.93,industry_history,Industrials,Other Financial Services,,27,1.0,27,1.0,False,0.3050594617639469,0.1575,50,False,,7.0
CRISIL,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,27,1.0,27,1.0,False,0.286926247882164,0.14,50,False,,7.0
EDELWEISS,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,15,1.0,15,1.0,False,0.475745355092006,0.085,38,False,,7.0
ICRA,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,27,1.0,27,1.0,False,0.43491026810970135,0.0975,50,False,,7.0
IIFL,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,GOLD,27,1.0,27,1.0,False,0.35268039369374676,0.1875,50,False,,7.0
KFINTECH,Financial Services,industry_mode,0.93,industry_history,Technology,Other Financial Services,Exchanges,27,1.0,27,1.0,False,0.18823991293228137,0.15,50,False,,7.0
MOTILALOFS,Financial Services,industry_mode,0.68,industry_history,Financial Services,Other Financial Services,Wealth Mgr,27,0.444,27,1.0,False,0.29770476320519274,0.1575,50,True,low_fundamental_confidence,32.0
PRUDENT,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,27,1.0,27,1.0,False,0.36038691485297786,0.12,50,False,,7.0
RELIGARE,Financial Services,industry_mode,0.93,industry_history,Financial Services,Other Financial Services,,27,1.0,27,1.0,False,0.14774174739429177,0.1375,50,False,,7.0
ANGELONE,Financial Services - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Financial Services,Capital Markets,,27,1.0,27,1.0,False,1.0,0.0,50,True,low_fundamental_confidence,35.0
BATAINDIA,Footwear,industry_mode,0.93,industry_history,Consumer Cyclical,Footwear,,27,1.0,27,1.0,False,0.6293642154518376,0.0775,50,False,,7.0
CAMPUS,Footwear,industry_mode,0.93,industry_history,Consumer Cyclical,Footwear,,27,1.0,27,1.0,False,0.7076316922007443,0.1175,50,False,,7.0
METROBRAND,Footwear,industry_mode,0.93,industry_history,Consumer Cyclical,Footwear,,27,1.0,27,1.0,False,0.5693823456529022,0.1925,50,False,,7.0
REDTAPE,Footwear,industry_mode,0.78,industry_history,Consumer Cyclical,Footwear,,9,1.0,9,1.0,False,0.08768725044999535,0.1775,32,False,,22.0
CENTURYPLY,Forest Products,industry_mode,0.93,industry_history,Basic Materials,Forest Products,,27,1.0,27,1.0,False,0.5916376938193746,0.0875,50,False,,7.0
GREENPANEL,Forest Products,industry_mode,0.93,industry_history,Basic Materials,Forest Products,,27,1.0,27,0.963,False,0.3798408810859826,0.1675,50,False,,7.0
GREENPLY,Forest Products,industry_mode,0.93,industry_history,Basic Materials,Forest Products,,27,1.0,27,1.0,False,0.15721817013019646,0.16,50,False,,7.0
STYLAMIND,Forest Products,industry_mode,0.93,industry_history,Consumer Cyclical,Forest Products,,27,1.0,27,1.0,False,0.3117457146054292,0.1275,50,False,,7.0
AGI,Furniture-Furnishing-Paints,industry_mode,0.78,industry_history,Consumer Cyclical,Furniture-Furnishing-Paints,,26,0.615,26,1.0,False,-0.0078197178728404,0.16,49,True,rank_moves_diverge_from_theme,32.0
AKZOINDIA,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Basic Materials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.23985486350463678,0.15,50,False,,7.0
ASIANPAINT,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Basic Materials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.4192833054960905,0.055,50,False,,7.0
BERGEPAINT,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Basic Materials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.24994713702317284,0.1,50,False,,7.0
CERA,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Industrials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.32718053222597754,0.16,50,False,,7.0
GREENLAM,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Consumer Cyclical,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.24356367504419532,0.115,50,False,,7.0
INDIGOPNTS,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Basic Materials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.29463414069049043,0.115,50,False,,7.0
KAJARIACER,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Industrials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.23912405674882675,0.105,50,False,,7.0
KANSAINER,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Basic Materials,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.2687244892911506,0.075,50,False,,7.0
SFL,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Consumer Cyclical,Furniture-Furnishing-Paints,,27,1.0,27,1.0,False,0.18916272328650827,0.18,50,False,,7.0
SOMANYCERA,Furniture-Furnishing-Paints,industry_mode,0.93,industry_history,Industrials,Furniture-Furnishing-Paints,,25,1.0,25,1.0,False,0.040906121240458726,0.07,48,False,,7.0
KALYANKJIL,Gems & Jewellery,industry_mode,0.93,industry_history,Consumer Cyclical,Gems & Jewellery,Jewellery,27,1.0,27,1.0,False,0.4504836957022163,0.13,50,False,,7.0
SENCO,Gems & Jewellery,industry_mode,0.78,industry_history,Consumer Cyclical,Gems & Jewellery,,9,1.0,9,1.0,False,0.6671344701641045,0.2075,32,False,,22.0
THANGAMAYL,Gems & Jewellery,industry_mode,0.93,industry_history,Consumer Cyclical,Gems & Jewellery,Jewellery,27,1.0,27,1.0,False,0.7389239844948996,0.08,50,False,,7.0
TITAN,Gems & Jewellery,industry_mode,0.93,industry_history,Consumer Cyclical,Gems & Jewellery,Jewellery,27,1.0,27,1.0,False,0.314018908358827,0.14,50,False,,7.0
GICRE,General Insurance,industry_mode,0.93,industry_history,Financial Services,General Insurance,,26,1.0,26,1.0,False,0.19704284269965572,0.15,49,False,,7.0
GODIGIT,General Insurance,manual_lock,0.99,locked_override,,,Insurance,0,0.0,0,0.0,True,0.6491951917579373,0.0625,20,False,,1.0
ICICIGI,General Insurance,industry_mode,0.93,industry_history,Financial Services,General Insurance,Insurance,27,1.0,27,1.0,False,0.6145514007474533,0.0225,50,False,,7.0
STARHEALTH,General Insurance,industry_mode,0.93,industry_history,Financial Services,General Insurance,,27,1.0,27,1.0,False,0.39351542104270487,0.215,50,False,,7.0
MEDPLUS,Healthcare - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Healthcare,Healthcare Supplies,,27,1.0,27,1.0,False,0.7873197144477468,0.18,50,True,low_fundamental_confidence,35.0
POLYMED,Healthcare - Diversified,industry_mode|small_theme_merged_to_sector,0.65,industry_history,Healthcare,Healthcare Supplies,Medical Devices,27,1.0,27,1.0,False,0.6019606336147229,0.18,50,True,low_fundamental_confidence,35.0
KOVAI,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,,25,1.0,25,1.0,False,0.19913785030555065,0.145,48,False,,7.0
KRSNAA,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,Diagnostics,27,1.0,27,1.0,False,0.3945808388479931,0.205,50,False,,7.0
LALPATHLAB,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,Diagnostics,27,1.0,27,1.0,False,0.4431511655458518,0.03,50,False,,7.0
MEDIASSIST,Healthcare Services,industry_mode,0.68,industry_history,Healthcare,Healthcare Services,,2,1.0,2,1.0,False,0.039518421786695145,0.25,22,True,low_fundamental_confidence;high_rank_residual,40.0
METROPOLIS,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,Diagnostics,27,1.0,27,1.0,False,0.5648835616791867,0.09,50,False,,7.0
THYROCARE,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,Diagnostics,27,1.0,27,1.0,False,0.42928583393772174,0.2175,50,False,,7.0
VIJAYA,Healthcare Services,industry_mode,0.93,industry_history,Healthcare,Healthcare Services,Diagnostics,27,1.0,27,1.0,False,0.47489063712959223,0.13,50,False,,7.0
ABCAPITAL,Holding Companies,industry_mode,0.93,industry_history,Financial Services,Holding Companies,NBFC,27,1.0,27,1.0,False,0.01778843192912463,0.215,50,False,,7.0
BAJAJFINSV,Holding Companies,industry_mode,0.93,industry_history,Financial Services,Holding Companies,Insurance,27,1.0,27,1.0,False,0.3184235888454093,0.1175,50,False,,7.0
BAJAJHLDNG,Holding Companies,industry_mode,0.93,industry_history,Financial Services,Holding Companies,,27,1.0,27,1.0,False,0.4031607700165233,0.075,50,False,,7.0
CHOLAHLDNG,Holding Companies,industry_mode,0.93,industry_history,Financial Services,Holding Companies,,27,1.0,27,1.0,False,0.4466449455282382,0.07,50,False,,7.0
JMFINANCIL,Holding Companies,industry_mode,0.93,industry_history,Financial Services,Holding Companies,Misc Financials,27,1.0,27,1.0,False,0.24550441033719128,0.145,50,False,,7.0
RANEHOLDIN,Holding Companies,industry_mode,0.93,industry_history,Consumer Cyclical,Holding Companies,,23,0.87,23,1.0,False,0.2340123051452581,0.215,46,False,,7.0
APOLLOHOSP,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.24414770436845068,0.075,50,False,,7.0
ARTEMISMED,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,,19,1.0,19,1.0,False,-0.10485594787523889,0.11,42,True,rank_moves_diverge_from_theme,17.0
ASTERDM,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.6173373795083269,0.1225,50,False,,7.0
FORTIS,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.2051227267877402,0.13,50,False,,7.0
HCG,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.38381998563516795,0.14,50,False,,7.0
JLHL,Hospitals,industry_mode,0.78,industry_history,Healthcare,Healthcare Facilities,,9,1.0,9,1.0,False,0.17519527479963115,0.09,32,False,,22.0
KIMS,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.6077465772406451,0.09,50,False,,7.0
MAXHEALTH,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.6263120786217313,0.07,50,False,,7.0
MEDANTA,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,,27,1.0,27,1.0,False,0.2893190849891984,0.1475,50,False,,7.0
NH,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,Hospitals,27,1.0,27,1.0,False,0.4374122225786981,0.1,50,False,,7.0
RAINBOW,Hospitals,industry_mode,0.93,industry_history,Healthcare,Healthcare Facilities,,27,1.0,27,1.0,False,0.5481376212026579,0.105,50,False,,7.0
YATHARTH,Hospitals,industry_mode,0.78,industry_history,Healthcare,Healthcare Facilities,Hospitals,9,1.0,9,1.0,False,0.3027647819379527,0.17,32,False,,22.0
CHALET,Hotels,industry_mode,0.93,industry_history,Consumer Cyclical,Hotels,HOTELS,27,1.0,27,1.0,False,0.5255990217545292,0.065,50,False,,7.0
EIHOTEL,Hotels,industry_mode,0.93,industry_history,Consumer Cyclical,Hotels,HOTELS,27,1.0,27,1.0,False,0.7155535411863614,0.06,50,False,,7.0
INDHOTEL,Hotels,industry_mode,0.93,industry_history,Consumer Cyclical,Hotels,HOTELS,27,1.0,27,1.0,False,0.4726933684952618,0.12,50,False,,7.0
LEMONTREE,Hotels,industry_mode,0.93,industry_history,Consumer Cyclical,Hotels,HOTELS,27,1.0,27,1.0,False,0.7881394389275449,0.0525,50,False,,7.0
MHRIL,Hotels,industry_mode,0.93,industry_history,Consumer Cyclical,Hotels,,27,1.0,27,1.0,False,0.3955155564116573,0.2025,50,False,,7.0
SAMHI,Hotels,industry_mode,0.78,industry_history,Consumer Cyclical,Hotels,HOTELS,9,1.0,9,1.0,False,0.391450554147039,0.07,32,False,,22.0
VENTIVE,Hotels,debug_theme,0.74,debug_fallback,,,HOTELS,0,0.0,0,0.0,False,0.3800674807037918,0.05,11,True,low_fundamental_confidence;debug_fallback_needs_validation,41.0
BAJAJELEC,Household Appliances,industry_mode,0.93,industry_history,Consumer Cyclical,Household Appliances,,16,1.0,16,1.0,False,0.2129132641569462,0.25,39,True,high_rank_residual,15.0
CROMPTON,Household Appliances,industry_mode,0.93,industry_history,Consumer Cyclical,Household Appliances,,27,1.0,27,1.0,False,0.5779707673744251,0.0225,50,False,,7.0
IFBIND,Household Appliances,industry_mode,0.93,industry_history,Consumer Cyclical,Household Appliances,,27,1.0,27,1.0,False,0.45250991297623694,0.03,50,False,,7.0
BORORENEW,Houseware,industry_mode,0.93,industry_history,Consumer Cyclical,Houseware,,17,1.0,17,1.0,False,0.5851280924835032,0.215,40,False,,7.0
LAOPALA,Houseware,industry_mode,0.93,industry_history,Consumer Cyclical,Houseware,,27,1.0,27,1.0,False,0.2621583034031672,0.2075,50,False,,7.0
STOVEKRAFT,Houseware,industry_mode,0.93,industry_history,Consumer Cyclical,Houseware,,24,1.0,24,1.0,False,0.541179029835066,0.095,47,False,,7.0
TTKPRESTIG,Houseware,industry_mode,0.93,industry_history,Consumer Cyclical,Houseware,,27,1.0,27,1.0,False,0.29534162290581684,0.085,50,False,,7.0
AADHARHFC,Housing Finance,debug_theme,0.74,debug_fallback,,,Housing Fin,0,0.0,0,0.0,False,0.5278615816346162,0.1675,20,True,low_fundamental_confidence;debug_fallback_needs_validation,41.0
AAVAS,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,Housing Fin,27,1.0,27,1.0,False,0.41497641017537684,0.23,50,True,high_rank_residual,15.0
APTUS,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,Housing Fin,27,1.0,27,1.0,False,0.3728525450500787,0.17,50,False,,7.0
CANFINHOME,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,,27,1.0,27,1.0,False,0.46408216024580734,0.075,50,False,,7.0
HOMEFIRST,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,Housing Fin,27,1.0,27,1.0,False,0.5783876343394532,0.0625,50,False,,7.0
HUDCO,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,,15,1.0,15,1.0,False,0.21132173573564575,0.1575,38,False,,7.0
INDIASHLTR,Housing Finance,industry_mode,0.78,industry_history,Financial Services,Housing Finance,Housing Fin,9,1.0,9,1.0,False,0.3557379775208718,0.1525,30,False,,22.0
LICHSGFIN,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,,27,1.0,27,1.0,False,0.2799881477795419,0.1225,50,False,,7.0
PNBHOUSING,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,Housing Fin,27,1.0,27,1.0,False,0.3494740801224038,0.1525,50,False,,7.0
REPCOHOME,Housing Finance,industry_mode,0.93,industry_history,Financial Services,Housing Finance,,27,1.0,27,1.0,False,0.24723120350811378,0.1525,50,False,,7.0
INTELLECT,IT Products,industry_mode,0.93,industry_history,,IT Software Products,,27,1.0,0,0.0,False,0.716071779632587,0.115,50,False,,7.0
RATEGAIN,IT Products,industry_mode,0.93,industry_history,Technology,IT Software Products,IT (products),27,1.0,27,1.0,False,0.4606392763878372,0.11,50,False,,7.0
