Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority,ff_mcap_med
TECHNOE,Data Centers & Digital Infra,theme_park_manual,0.94,Industrials,Electric Utilities,Data Centers,False,0.7720465873807554,0.0525,50,False,,6.0,4877.77
ASTRAMICRO,Defence,industry_mode,0.92,Technology,Defence,,False,0.7473450957931859,0.055,48,False,,8.0,8724.13
DATAPATTNS,Defence,industry_mode,0.92,Industrials,Defence,,False,0.4814113339105816,0.1225,50,False,,8.0,8616.55
ZENTEC,Defence,industry_mode,0.92,Industrials,Defence,,False,0.4284985902051401,0.14,38,False,,8.0,6582.86
BDL,Defense (large),theme_park_manual,0.94,Industrials,Defence,Defense (large),False,0.8397435965845805,0.045,50,False,,6.0,14134.71
BEL,Defense (large),theme_park_manual,0.94,Industrials,Defence,Defense (large),False,0.7913272477588045,0.0575,50,False,,6.0,160362.95
HAL,Defense (large),theme_park_manual,0.94,Industrials,Defence,Defense (large),False,0.7803355307954647,0.06,50,False,,6.0,87593.67
MAZDOCK,Defense (large),theme_park_manual,0.94,Industrials,Shipping,Defense (large),False,0.7037958793037115,0.0825,48,False,,6.0,19499.85
ABFRL,Department Stores,industry_mode,0.92,Consumer Cyclical,Department Stores,,False,0.5615018573629704,0.02,50,False,,8.0,4323.4
DMART,Department Stores,industry_mode,0.92,Consumer Defensive,Department Stores,,False,0.6644904209780329,0.095,50,False,,8.0,60888.86
SHOPERSTOP,Department Stores,industry_mode,0.92,Consumer Cyclical,Department Stores,,False,0.410991607010549,0.07,50,False,,8.0,1374.19
KRSNAA,Diagnostics,theme_park_manual,0.94,Healthcare,Healthcare Services,Diagnostics,False,0.2084820598867268,0.2,50,False,,6.0,1680.74
LALPATHLAB,Diagnostics,theme_park_manual,0.94,Healthcare,Healthcare Services,Diagnostics,False,0.6078861582984986,0.015,50,False,,6.0,11052.06
METROPOLIS,Diagnostics,theme_park_manual,0.94,Healthcare,Healthcare Services,Diagnostics,False,0.5772960484558144,0.065,50,False,,6.0,4967.2
THYROCARE,Diagnostics,theme_park_manual,0.94,Healthcare,Healthcare Services,Diagnostics,False,0.3218693220409127,0.195,50,False,,6.0,2611.13
VIJAYA,Diagnostics,theme_park_manual,0.94,Healthcare,Healthcare Services,Diagnostics,False,0.2945849905328879,0.16,50,False,,6.0,4684.1
BBOX,Digital Infra & Connectivity,legacy_fallback|first_principles_high,0.88,,,,False,0.5441741555391038,0.26,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag,81.0,2620.56
BHARTIHEXA,Digital Infra & Connectivity,legacy_fallback|first_principles_high,0.88,,,,False,-0.0033831770997253,0.375,20,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_divergence_flag;rank_residual_flag,89.0,23168.29
E2E,Digital Infra & Connectivity,legacy_fallback|first_principles_high,0.88,,,,False,0.2642668295165171,0.17,23,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,2549.81
IDEA,Digital Infra & Connectivity,manual_lock|first_principles_high,0.99,,,Telecom,True,1.0,0.0,23,False,,1.0,90074.57
STLTECH,Digital Infra & Connectivity,legacy_fallback|first_principles_high,0.88,,,,False,0.3404246827969789,0.335,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag,81.0,2884.69
AFFLE,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,0.3920946562306575,0.23,50,True,rank_residual_flag,14.0,9804.11
INDIAMART,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,0.2004301696498873,0.18,50,False,,8.0,6728.02
JUSTDIAL,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,-0.0080576961526069,0.105,50,True,rank_divergence_flag,16.0,1468.84
MAPMYINDIA,Digital Platforms,industry_mode,0.92,Technology,Internet Software & Services,,False,0.3667454061046342,0.12,50,False,,8.0,3515.39
NAUKRI,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,0.3782013844881595,0.09,50,False,,8.0,50618.5
NAZARA,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,0.3355198848569675,0.17,50,False,,8.0,6796.43
ROUTE,Digital Platforms,industry_mode,0.92,Communication Services,Internet Software & Services,,False,0.228689016468069,0.24,50,True,rank_residual_flag,14.0,943.59
DREDGECORP,Dredging,theme_park_manual,0.94,,,Dredging,False,0.1029341842829091,0.105,14,False,,6.0,836.32
KMEW,Dredging,theme_park_manual,0.94,,,Dredging,False,0.7428656876795243,0.06,21,False,,6.0,2022.05
AHLUCONT,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.7475010527326313,0.0775,50,False,,8.0,2584.6
HGINFRA,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.2888587930963973,0.1625,50,False,,8.0,1179.42
KNRCON,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.3817488759786163,0.3175,50,True,rank_residual_flag,14.0,2135.51
KPIL,EPC & Construction,manual_granularity,0.96,Industrials,Electric Utilities,,False,-0.1119262546599393,0.12,48,True,rank_divergence_flag,30.0,12977.43
LT,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,-0.038719544948445,0.175,50,True,rank_divergence_flag,16.0,540993.62
NBCC,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.318409207753794,0.1675,50,False,,8.0,10214.91
NCC,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.4801012478523812,0.2075,50,False,,8.0,7140.09
POWERMECH,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.4114579217258305,0.125,50,False,,8.0,2735.26
PSPPROJECT,EPC & Construction,industry_mode,0.92,Industrials,Construction & Engineering,,False,0.0370792413928476,0.315,49,True,rank_residual_flag,14.0,930.08
OLAELEC,Electric 2W,theme_park_manual,0.94,,,,False,1.0,0.0,18,False,,6.0,9321.75
ATHERENERG,Electric 2W OEMs,manual_granularity,0.96,,,,False,,,6,False,,6.0,14029.12
BBL,Electrical Equipment,industry_mode,0.92,Industrials,Other Electrical Equipment/Products,,False,0.4738137130466789,0.1225,46,False,,8.0,2105.18
HAVELLS,Electrical Equipment,industry_mode,0.92,Industrials,Other Electrical Equipment/Products,,False,0.4176212904156467,0.06,50,False,,8.0,32752.31
HONAUT,Electrical Equipment,industry_mode,0.92,Industrials,Other Electrical Equipment/Products,,False,0.3265629110871889,0.09,50,False,,8.0,7392.42
UNIVCABLES,Electrical Equipment,industry_mode,0.92,Industrials,Other Electrical Equipment/Products,,False,0.0309860254141543,0.15,38,False,,8.0,952.97
VGUARD,Electrical Equipment,industry_mode,0.92,Industrials,Other Electrical Equipment/Products,,False,0.6321709551000346,0.045,50,False,,8.0,7170.88
GRAPHITE,Electrodes,theme_park_manual,0.94,Industrials,Other Industrial Goods,Electrodes,False,0.8178059689058593,0.055,50,False,,6.0,4177.05
HEG,Electrodes,theme_park_manual,0.94,Industrials,Other Industrial Goods,Electrodes,False,0.8731510298742495,0.055,49,False,,6.0,4588.13
AMBER,Electronics Manufacturing Services,theme_park_manual,0.94,Consumer Cyclical,Consumer Electronics,EMS,False,0.735711053537539,0.07,50,False,,6.0,12426.83
AVALON,Electronics Manufacturing Services,theme_park_manual,0.94,Technology,Heavy Electrical Equipment,EMS,False,0.3678717647983315,0.2,43,False,,6.0,3182.55
DIXON,Electronics Manufacturing Services,theme_park_manual,0.94,Technology,Consumer Electronics,EMS,False,0.5648028401253379,0.095,50,False,,6.0,45108.68
KAYNES,Electronics Manufacturing Services,theme_park_manual,0.94,Industrials,Other Electrical Equipment/Products,EMS,False,0.7144950004865697,0.0725,50,False,,6.0,10841.25
PGEL,Electronics Manufacturing Services,theme_park_manual,0.94,Technology,Consumer Electronics,EMS,False,0.3802984488585963,0.115,42,False,,6.0,8827.41
SYRMA,Electronics Manufacturing Services,theme_park_manual,0.94,Technology,Other Electrical Equipment/Products,EMS,False,0.4492147087345739,0.195,50,False,,6.0,8389.85
DABUR,FMCG,theme_park_manual,0.94,Consumer Defensive,Personal Products,FMCG,False,0.685292939376677,0.11,50,False,,6.0,30454.45
GODREJCP,FMCG,theme_park_manual,0.94,Consumer Defensive,Personal Products,FMCG,False,0.7725440187358407,0.055,50,False,,6.0,55439.71
ITC,FMCG,theme_park_manual,0.94,Consumer Defensive,Cigarettes-Tobacco Products,FMCG,False,0.4933895008474645,0.1,50,False,,6.0,403565.79
MARICO,FMCG,theme_park_manual,0.94,Consumer Defensive,Personal Products,FMCG,False,0.4105639185715168,0.15,50,False,,6.0,38903.58
NESTLEIND,FMCG,theme_park_manual,0.94,Consumer Defensive,Packaged Foods,FMCG,False,0.568965840157641,0.1,50,False,,6.0,95691.36
CHAMBLFERT,Fertilizers,theme_park_manual,0.94,Basic Materials,Fertilizers,Fertilizer,False,0.3668121247027918,0.125,50,False,,6.0,6924.41
COROMANDEL,Fertilizers,theme_park_manual,0.94,Basic Materials,Fertilizers,Fertilizer,False,0.2291650920232233,0.12,50,False,,6.0,29080.92
DEEPAKFERT,Fertilizers,theme_park_manual,0.94,Basic Materials,Commodity Chemicals,Fertilizer,False,0.5522190465341855,0.085,50,False,,6.0,7292.67
PARADEEP,Fertilizers,theme_park_manual,0.94,Basic Materials,Fertilizers,Fertilizer,False,0.312238229606242,0.045,50,False,,6.0,6102.05
UPL,Fertilizers,theme_park_manual,0.94,Basic Materials,Agrochemicals,Fertilizer,False,0.3457885250167364,0.16,50,False,,6.0,39537.79
CARERATING,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.5471407416376188,0.085,50,False,,8.0,4810.24
CMSINFO,Financial Services,industry_mode,0.92,Industrials,Other Financial Services,,False,0.0704437839537871,0.15,50,False,,8.0,5190.72
CRISIL,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.2662747970496861,0.14,50,False,,8.0,11388.44
EDELWEISS,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.188817002730828,0.095,38,False,,8.0,6805.89
ICRA,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.4768313026064346,0.04,50,False,,8.0,2921.77
PRUDENT,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.4227201400080806,0.09,50,False,,8.0,4437.79
RELIGARE,Financial Services,industry_mode,0.92,Financial Services,Other Financial Services,,False,0.2695615983618935,0.095,50,False,,8.0,5851.71
ANGELONE,Financial Services - Diversified,industry_mode|tiny_to_sector,0.65,Financial Services,Capital Markets,,False,0.8034997102061268,0.1125,50,True,low_fundamental_confidence,35.0,16424.18
LICI,Financial Services - Diversified,industry_mode|tiny_to_sector,0.65,Financial Services,Life Insurance,,False,0.5892726849602766,0.1125,50,True,low_fundamental_confidence,35.0,18256.81
AWFIS,Flexible Workspaces & Office Platforms,theme_park_manual|first_principles_bizmodel,0.95,,,Unique Biz Models,False,0.3783454833276146,0.0675,20,False,,6.0,2304.09
INDIQUBE,Flexible Workspaces & Office Platforms,legacy_fallback|first_principles_lo|first_principles_bizmodel,0.85,,,,False,,,1,False,,75.0,1489.99
SMARTWORKS,Flexible Workspaces & Office Platforms,legacy_fallback|first_principles_lo|first_principles_bizmodel,0.85,,,,False,,,1,False,,75.0,2219.72
WEWORK,Flexible Workspaces & Office Platforms,legacy_fallback|first_principles_lo|first_principles_bizmodel,0.72,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,3837.63
BATAINDIA,Footwear,industry_mode,0.92,Consumer Cyclical,Footwear,,False,0.6293642154518376,0.0775,50,False,,8.0,5504.81
CAMPUS,Footwear,industry_mode,0.92,Consumer Cyclical,Footwear,,False,0.7076316922007443,0.1175,50,False,,8.0,2154.11
METROBRAND,Footwear,industry_mode,0.92,Consumer Cyclical,Footwear,,False,0.5693823456529022,0.1925,50,False,,8.0,8032.99
REDTAPE,Footwear,industry_mode,0.78,Consumer Cyclical,Footwear,,False,0.0876872504499953,0.1775,32,False,,22.0,1930.54
CENTURYPLY,Forest Products,industry_mode,0.92,Basic Materials,Forest Products,,False,0.5916376938193746,0.0875,50,False,,8.0,4878.18
GREENPANEL,Forest Products,industry_mode,0.92,Basic Materials,Forest Products,,False,0.3798408810859826,0.1675,50,False,,8.0,1317.73
GREENPLY,Forest Products,industry_mode,0.92,Basic Materials,Forest Products,,False,0.1572181701301964,0.16,50,False,,8.0,1354.08
STYLAMIND,Forest Products,industry_mode,0.92,Consumer Cyclical,Forest Products,,False,0.3117457146054292,0.1275,50,False,,8.0,1798.01
AKZOINDIA,Furniture-Furnishing-Paints - Large Cap,industry_mode,0.92,Basic Materials,Furniture-Furnishing-Paints,,False,0.2398548635046367,0.15,50,False,,8.0,4952.74
ASIANPAINT,Furniture-Furnishing-Paints - Large Cap,industry_mode,0.92,Basic Materials,Furniture-Furnishing-Paints,,False,0.4192833054960905,0.055,50,False,,8.0,110303.2
BERGEPAINT,Furniture-Furnishing-Paints - Large Cap,industry_mode,0.92,Basic Materials,Furniture-Furnishing-Paints,,False,0.2499471370231728,0.1,50,False,,8.0,13503.94
KAJARIACER,Furniture-Furnishing-Paints - Large Cap,industry_mode,0.92,Industrials,Furniture-Furnishing-Paints,,False,0.2391240567488267,0.105,50,False,,8.0,7522.18
CERA,Furniture-Furnishing-Paints - Mid Cap,industry_mode,0.92,Industrials,Furniture-Furnishing-Paints,,False,0.3271805322259775,0.16,50,False,,8.0,2942.1
GREENLAM,Furniture-Furnishing-Paints - Mid Cap,industry_mode,0.92,Consumer Cyclical,Furniture-Furnishing-Paints,,False,0.2435636750441953,0.115,50,False,,8.0,2998.78
KANSAINER,Furniture-Furnishing-Paints - Mid Cap,industry_mode,0.92,Basic Materials,Furniture-Furnishing-Paints,,False,0.2687244892911506,0.075,50,False,,8.0,4658.01
AGI,Furniture-Furnishing-Paints - Small Cap,industry_mode,0.78,Consumer Cyclical,Furniture-Furnishing-Paints,,False,-0.0078197178728404,0.16,49,True,rank_divergence_flag,30.0,1607.35
INDIGOPNTS,Furniture-Furnishing-Paints - Small Cap,industry_mode,0.92,Basic Materials,Furniture-Furnishing-Paints,,False,0.2946341406904904,0.115,50,False,,8.0,2297.65
SFL,Furniture-Furnishing-Paints - Small Cap,industry_mode,0.92,Consumer Cyclical,Furniture-Furnishing-Paints,,False,0.1891627232865082,0.18,50,False,,8.0,1935.79
SOMANYCERA,Furniture-Furnishing-Paints - Small Cap,industry_mode,0.92,Industrials,Furniture-Furnishing-Paints,,False,0.0409061212404587,0.07,48,False,,8.0,752.72
GICRE,General Insurance,industry_mode,0.92,Financial Services,General Insurance,,False,0.2027648987170457,0.21,49,False,,8.0,11677.9
GODIGIT,General Insurance,manual_lock,0.99,,,Insurance,True,0.6698721677950276,0.0,20,False,,1.0,8099.19
STARHEALTH,General Insurance,industry_mode,0.92,Financial Services,General Insurance,,False,0.7708623272855792,0.1625,50,False,,8.0,11600.69
FEDFINA,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.4146585674325455,0.05,31,False,,6.0,2236.9
IIFL,Gold & Bullion,theme_park_manual,0.94,Financial Services,Other Financial Services,GOLD,False,0.1726919850052814,0.08,50,False,,6.0,16898.16
MANAPPURAM,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.4248354037019181,0.09,50,False,,6.0,15605.97
MUTHOOTFIN,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.3096562171817063,0.1425,50,False,,6.0,40949.39
POONAWALLA,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.627555556206078,0.0575,50,False,,6.0,11701.99
CONCORDBIO,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Biotechnology,,False,0.6376968509056226,0.105,32,True,low_fundamental_confidence,35.0,6861.56
KOVAI,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Services,,False,0.4404176460805651,0.155,48,True,low_fundamental_confidence,35.0,2581.21
MEDIASSIST,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Services,,False,0.6410460328368303,0.1425,22,True,low_fundamental_confidence,35.0,2829.71
MEDPLUS,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Supplies,,False,0.556956830206893,0.15,50,True,low_fundamental_confidence,35.0,5715.59
BAJAJHLDNG,Holding Companies,industry_mode,0.92,Financial Services,Holding Companies,,False,0.6109668696774019,0.005,50,False,,8.0,58337.7
CHOLAHLDNG,Holding Companies,industry_mode,0.92,Financial Services,Holding Companies,,False,0.6433649890120335,0.02,50,False,,8.0,16643.27
RANEHOLDIN,Holding Companies,industry_mode,0.92,Consumer Cyclical,Holding Companies,,False,0.1281071276550483,0.14,46,False,,8.0,992.96
APOLLOHOSP,Hospitals - Large Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.2441477043684506,0.075,50,False,,6.0,72020.52
FORTIS,Hospitals - Large Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.2051227267877402,0.13,50,False,,6.0,44244.52
MAXHEALTH,Hospitals - Large Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6263120786217313,0.07,50,False,,6.0,71014.22
MEDANTA,Hospitals - Large Cap,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,0.2893190849891984,0.1475,50,False,,8.0,18967.66
ASTERDM,Hospitals - Mid Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6173373795083269,0.1225,50,False,,6.0,17054.84
KIMS,Hospitals - Mid Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6077465772406451,0.09,50,False,,6.0,15981.14
NH,Hospitals - Mid Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.4374122225786981,0.1,50,False,,6.0,13262.93
RAINBOW,Hospitals - Mid Cap,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,0.5481376212026579,0.105,50,False,,8.0,5807.28
ARTEMISMED,Hospitals - Small Cap,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,-0.1048559478752388,0.11,42,True,rank_divergence_flag,16.0,1632.93
HCG,Hospitals - Small Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.3838199856351679,0.14,50,False,,6.0,3025.92
JLHL,Hospitals - Small Cap,industry_mode,0.78,Healthcare,Healthcare Facilities,,False,0.1751952747996311,0.09,32,False,,22.0,5252.16
YATHARTH,Hospitals - Small Cap,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.3027647819379527,0.17,32,False,,6.0,2498.55
CHALET,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.5255990217545292,0.065,50,False,,6.0,6230.72
EIHOTEL,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.7155535411863614,0.06,50,False,,6.0,13213.23
INDHOTEL,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.4726933684952618,0.12,50,False,,6.0,59380.47
LEMONTREE,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.7881394389275449,0.0525,50,False,,6.0,7951.7
MHRIL,Hotels,industry_mode,0.92,Consumer Cyclical,Hotels,,False,0.3955155564116573,0.2025,50,False,,8.0,1989.79
SAMHI,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.391450554147039,0.07,32,False,,6.0,3747.02
VENTIVE,Hotels,theme_park_manual,0.94,,,HOTELS,False,0.3800674807037918,0.05,11,False,,6.0,1920.7
BAJAJELEC,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.2129132641569462,0.25,39,True,rank_residual_flag,14.0,1785.62
CROMPTON,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.5779707673744251,0.0225,50,False,,8.0,14265.93
IFBIND,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.4525099129762369,0.03,50,False,,8.0,1140.07
BORORENEW,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.5851280924835032,0.215,40,False,,8.0,2856.71
LAOPALA,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.2621583034031672,0.2075,50,False,,8.0,734.03
STOVEKRAFT,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.541179029835066,0.095,47,False,,8.0,722.26
TTKPRESTIG,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.2953416229058168,0.085,50,False,,8.0,2385.35
AADHARHFC,Housing Finance,theme_park_manual,0.94,,,Housing Fin,False,0.5278615816346162,0.1675,20,False,,6.0,5283.15
AAVAS,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.4149764101753768,0.23,50,True,rank_residual_flag,12.0,5907.35
APTUS,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3728525450500787,0.17,50,False,,6.0,10488.74
CANFINHOME,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.4640821602458073,0.075,50,False,,8.0,8694.82
HOMEFIRST,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.5783876343394532,0.0625,50,False,,6.0,10754.88
HUDCO,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2113217357356457,0.1575,38,False,,8.0,9599.6
INDIASHLTR,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3557379775208718,0.1525,30,False,,6.0,4570.66
LICHSGFIN,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2799881477795419,0.1225,50,False,,8.0,15855.95
PNBHOUSING,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3494740801224038,0.1525,50,False,,6.0,15408.64
REPCOHOME,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2472312035081137,0.1525,50,False,,8.0,1601.16
INTELLECT,IT Products,theme_park_manual,0.94,,IT Software Products,,False,0.5052374971763285,0.1025,50,False,,6.0,8961.12
RATEGAIN,IT Products,theme_park_manual,0.94,Technology,IT Software Products,IT (products),False,0.6137539418058628,0.08,50,False,,6.0,3764.5
TATATECH,IT Products,industry_mode,0.78,Technology,IT Software Products,,False,0.3404765061043472,0.08,31,False,,22.0,11744.12
COFORGE,IT Services - Engineering & ER&D,theme_park_manual|granular_split,0.94,Technology,IT Consulting & Software,IT (mid),False,0.3962143077730619,0.205,50,False,,6.0,55564.82
CYIENT,IT Services - Engineering & ER&D,industry_mode|granular_split,0.92,Industrials,IT Consulting & Software,,False,0.3643382716616121,0.29,50,True,rank_residual_flag,14.0,9707.24
KPITTECH,IT Services - Engineering & ER&D,theme_park_manual|granular_split,0.94,Technology,IT Consulting & Software,IT (mid),False,0.4220591508214862,0.15,50,False,,6.0,17313.46
LTTS,IT Services - Engineering & ER&D,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.6023677071466568,0.09,50,False,,8.0,10437.48
MPHASIS,IT Services - Engineering & ER&D,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.7112821635234435,0.0875,50,False,,8.0,36510.55
PERSISTENT,IT Services - Engineering & ER&D,theme_park_manual|granular_split,0.94,Technology,IT Consulting & Software,IT (mid),False,0.5518614027649545,0.23,50,True,rank_residual_flag,12.0,66386.18
TATAELXSI,IT Services - Engineering & ER&D,theme_park_manual|granular_split,0.94,Technology,IT Consulting & Software,IT (mid),False,0.4005007765108676,0.195,50,False,,6.0,18600.0
CIGNITITEC,IT Services - Enterprise / BFSI,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.3181549641491891,0.28,42,True,rank_residual_flag,14.0,2045.57
ECLERX,IT Services - Enterprise / BFSI,theme_park_manual|granular_split,0.94,Technology,BPO/KPO,IT (mid),False,0.2874817877450786,0.165,50,False,,6.0,10090.57
NEWGEN,IT Services - Enterprise / BFSI,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.0227991810041839,0.215,46,False,,8.0,3850.22
OFSS,IT Services - Enterprise / BFSI,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.1855620354033775,0.175,50,False,,8.0,18607.85
RAMCOSYS,IT Services - Enterprise / BFSI,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.1160953551913983,0.2775,48,True,rank_residual_flag,14.0,811.44
SAGILITY,IT Services - Enterprise / BFSI,theme_park_manual|granular_split,0.94,,,IT (mid),False,-0.0983609923617983,0.2825,14,True,rank_divergence_flag;rank_residual_flag,20.0,11467.21
BSOFT,IT Services - Midcap,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.4609750850739974,0.265,50,True,rank_residual_flag,14.0,6937.74
HAPPSTMNDS,IT Services - Midcap,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.0421378243198446,0.365,50,True,rank_residual_flag,14.0,3512.44
MASTEK,IT Services - Midcap,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.3470567218727023,0.1175,48,False,,8.0,4087.81
SONATSOFTW,IT Services - Midcap,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.4330437468879752,0.275,50,True,rank_residual_flag,14.0,6388.32
ZENSARTECH,IT Services - Midcap,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.4328526945622259,0.1925,50,False,,8.0,7541.29
HCLTECH,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.5399205576788377,0.075,50,False,,8.0,180371.72
INFY,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.5831548578804198,0.07,50,False,,8.0,569377.69
LTIM,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.7196055350119669,0.13,50,False,,8.0,55776.34
TCS,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.6741387676893469,0.12,50,False,,8.0,318898.4
TECHM,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.6165294436040639,0.13,50,False,,8.0,111078.2
WIPRO,IT Services - Tier 1,industry_mode|granular_split,0.92,Technology,IT Consulting & Software,,False,0.5007205544093676,0.14,50,False,,8.0,67984.33
ANUP,Industrial Engineering,theme_park_manual,0.94,,,Engineering,False,0.541252543862728,0.11,23,False,,6.0,2092.82
JYOTICNC,Industrial Engineering,theme_park_manual,0.94,Industrials,Industrial Machinery,Engineering,False,0.7589500190182159,0.05,27,False,,6.0,6870.37
PITTIENG,Industrial Engineering,theme_park_manual,0.94,Industrials,Other Electrical Equipment/Products,Engineering,False,0.6181516540061911,0.08,50,False,,6.0,1351.46
SANSERA,Industrial Engineering,theme_park_manual,0.94,Industrials,Auto Parts & Equipment,Engineering,False,0.4148113739832201,0.14,50,False,,6.0,7527.25
CUMMINSIND,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.2399676682629318,0.18,50,False,,8.0,55939.46
ELECON,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.2838318207709084,0.13,50,False,,8.0,3725.24
INGERRAND,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.2725833914898109,0.09,50,False,,8.0,2639.15
