Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority,ff_mcap_med
UNIMECH,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,0.5544622228391645,0.17,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,905.01
AFCONS,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.3750635583631234,0.595,14,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,6092.64
AJAXENGG,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.8148611945279107,0.095,9,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1186.39
BUILDPRO,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1098.23
CEIGALL,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.4342305613321952,0.145,18,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,844.13
EPACKPEB,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,724.56
INTERARCH,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.2046540875783054,0.1625,18,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1337.66
PATELENG,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.356345213053263,0.17,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1939.51
SKIPPER,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo_fallback,0.52,,,,False,0.0262258834537635,0.0,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1370.59
TRANSRAILL,LO-Urban Infra & EPC,legacy_fallback|first_principles_lo,0.58,,,,False,0.7323082753684234,0.14,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1930.93
PHOENIXLTD,Luxury Consumer,theme_park_manual,0.94,Real Estate,Realty,Luxury Consumer,False,0.8244187065303318,0.05,50,False,,6.0,31521.47
ETHOSLTD,Luxury Retail & Premium Consumption,theme_park_manual|first_principles_high,0.94,Consumer Cyclical,Specialty Retail,Luxury Consumer,False,0.5345525260729544,0.05,50,False,,6.0,3371.05
KALYANKJIL,Luxury Retail & Premium Consumption,theme_park_manual|first_principles_high,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.4725768261216486,0.1325,50,False,,6.0,13902.08
LENSKART,Luxury Retail & Premium Consumption,legacy_fallback|first_principles_high,0.88,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,65418.16
RAYMONDLSL,Luxury Retail & Premium Consumption,legacy_fallback|first_principles_high,0.88,,,,False,0.2832490076253718,0.19,17,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,2663.84
SKYGOLD,Luxury Retail & Premium Consumption,legacy_fallback|first_principles_high,0.88,,,,False,0.2679317461979205,0.25,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag,81.0,2266.85
STYL,Luxury Retail & Premium Consumption,legacy_fallback|first_principles_high,0.88,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,736.23
THANGAMAYL,Luxury Retail & Premium Consumption,theme_park_manual|first_principles_high,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.7327929009117335,0.035,50,False,,6.0,3981.28
TITAN,Luxury Retail & Premium Consumption,theme_park_manual|first_principles_high,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.2668865368633742,0.1025,50,False,,6.0,166368.8
SAREGAMA,Media & Music,theme_park_manual,0.94,Communication Services,Movies & Entertainment,Music,False,0.849645685215179,0.03,35,False,,6.0,2575.65
TIPSMUSIC,Media & Music,theme_park_manual,0.94,,,Music,False,0.7340177285563666,0.07,23,False,,6.0,2488.35
POLYMED,Medical Devices,theme_park_manual,0.94,Healthcare,Healthcare Supplies,Medical Devices,False,0.701887679236266,0.155,50,False,,6.0,5786.14
SHAILY,Medical Devices,theme_park_manual,0.94,Basic Materials,Plastic Products,Medical Devices,False,0.7523031602457511,0.155,50,False,,6.0,4978.74
HINDALCO,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.7500566074374073,0.05,50,False,,6.0,141281.99
HINDCOPPER,Metal Mines,theme_park_manual,0.94,Basic Materials,Copper,Metal Mines,False,0.5773992662929749,0.105,50,False,,6.0,22483.87
HINDZINC,Metal Mines,theme_park_manual,0.94,Basic Materials,Zinc,Metal Mines,False,0.5300527399577888,0.08,27,False,,6.0,101281.54
NATIONALUM,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.6261778578547049,0.07,50,False,,6.0,34482.29
VEDL,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.5695559978424951,0.15,41,False,,6.0,116290.69
APLAPOLLO,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel Products,Metals,False,0.3487094447400486,0.0725,50,False,,6.0,40749.69
SARDAEN,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Metals,False,0.6207489830149707,0.0,38,False,,6.0,4629.64
SHYAMMETL,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Metals,False,0.6376628565950667,0.0625,50,False,,6.0,6071.42
CREDITACC,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),Micro Fin,False,0.6776217115643969,0.06,50,False,,6.0,7162.97
FUSION,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),,False,0.6121500755116827,0.075,48,False,,6.0,1333.78
MASFIN,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),,False,0.4424262434430724,0.05,50,False,,6.0,1969.72
AIAENG,Mine Supply,theme_park_manual,0.94,Industrials,Other Industrial Goods,Mine Supply,False,0.5493164356234962,0.105,50,False,,6.0,15425.82
TEGA,Mine Supply,theme_park_manual,0.94,Industrials,Mining,Mine Supply,False,0.8164088049826638,0.105,50,False,,6.0,4185.59
MOIL,Mining,industry_mode,0.92,Basic Materials,Mining,,False,0.6918198388555076,0.03,50,False,,8.0,2629.75
NMDC,Mining,industry_mode,0.92,Basic Materials,Mining,,False,0.8195530123779399,0.045,50,False,,8.0,27962.24
SANDUMA,Mining,industry_mode,0.86,Basic Materials,Mining,,False,0.7863035429603136,0.055,36,False,,14.0,2780.91
JMFINANCIL,Misc Financials,theme_park_manual,0.94,Financial Services,Holding Companies,Misc Financials,False,1.0,0.0,50,False,,6.0,5312.17
BAJFINANCE,NBFC - Consumer & Vehicle Finance,theme_park_manual|granular_split,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.5081699752451216,0.17,50,False,,6.0,262132.69
CHOLAFIN,NBFC - Consumer & Vehicle Finance,theme_park_manual|granular_split,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.6509029650016405,0.155,50,False,,6.0,69194.35
LTF,NBFC - Consumer & Vehicle Finance,theme_park_manual|granular_split,0.94,,,NBFC,False,0.1672551287901194,0.29,23,True,rank_residual_flag,12.0,24334.61
M&MFIN,NBFC - Consumer & Vehicle Finance,industry_mode|granular_split,0.92,Financial Services,Finance (including NBFCs),,False,0.4824954865281756,0.16,50,False,,8.0,24777.22
SBICARD,NBFC - Consumer & Vehicle Finance,industry_mode|granular_split,0.92,Financial Services,Finance (including NBFCs),,False,0.2456600241469603,0.305,50,True,rank_residual_flag,14.0,22514.16
SHRIRAMFIN,NBFC - Consumer & Vehicle Finance,theme_park_manual|granular_split,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.4898681393635714,0.245,50,True,rank_residual_flag,12.0,143190.59
SUNDARMFIN,NBFC - Consumer & Vehicle Finance,industry_mode|granular_split,0.92,Financial Services,Finance (including NBFCs),,False,0.3946008328307276,0.155,50,False,,8.0,36872.31
ABCAPITAL,NBFC - Diversified Credit,theme_park_manual|granular_split,0.94,Financial Services,Holding Companies,NBFC,False,0.4060268670125697,0.18,50,False,,6.0,27945.65
CGCL,NBFC - Diversified Credit,industry_mode|granular_split,0.92,Financial Services,Finance (including NBFCs),,False,0.1058847775702462,0.22,50,False,,8.0,6762.74
FIVESTAR,NBFC - Diversified Credit,theme_park_manual|granular_split,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.3451211670875576,0.16,50,False,,6.0,10953.23
JIOFIN,NBFC - Diversified Credit,industry_mode|granular_split,0.86,Financial Services,Finance (including NBFCs),,False,0.117167450468101,0.12,33,False,,14.0,85517.12
PFS,NBFC - Diversified Credit,industry_mode|granular_split,0.68,Financial Services,Finance (including NBFCs),,False,0.1001118066315412,0.25,23,True,low_fundamental_confidence;rank_residual_flag,38.0,737.78
PIRAMALFIN,NBFC - Diversified Credit,theme_park_manual|granular_split,0.94,,,NBFC,False,,,0,False,,6.0,21273.38
SBFC,NBFC - Diversified Credit,theme_park_manual|granular_split,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.3003156430929304,0.16,33,False,,6.0,4418.4
SPANDANA,NBFC - Microfinance,industry_mode|granular_split,0.92,Financial Services,Finance (including NBFCs),,False,0.2579758057235582,0.34,44,True,rank_residual_flag,14.0,1034.42
IRFC,NBFC - PSU / Project Finance,industry_mode|granular_split,0.78,Financial Services,Finance (including NBFCs),,False,0.1658071495218501,0.25,46,True,rank_residual_flag,28.0,21410.14
PFC,NBFC - PSU / Project Finance,industry_mode|granular_split,0.78,Financial Services,Finance (including NBFCs),,False,0.3342325793133915,0.26,50,True,rank_residual_flag,28.0,55102.96
RECLTD,NBFC - PSU / Project Finance,industry_mode|granular_split,0.78,Financial Services,Finance (including NBFCs),,False,0.240854903143794,0.335,50,True,rank_residual_flag,28.0,45428.42
CARTRADE,New Gen,theme_park_manual,0.94,Consumer Cyclical,Internet & Catalogue Retail,New Gen,False,0.6040531010220161,0.1375,50,False,,6.0,12683.98
DELHIVERY,New Gen,theme_park_manual,0.94,Industrials,Transportation - Logistics,New Gen,False,0.3529807153064241,0.06,50,False,,6.0,31652.89
ETERNAL,New Gen,theme_park_manual,0.94,,,New Gen,False,0.769146124715622,0.0375,16,False,,6.0,264177.51
NYKAA,New Gen,theme_park_manual,0.94,Consumer Cyclical,Internet & Catalogue Retail,New Gen,False,0.0694684091952124,0.095,50,False,,6.0,32566.64
PAYTM,New Gen,theme_park_manual,0.94,Technology,Internet Software & Services,New Gen,False,0.4929957448443214,0.2025,50,False,,6.0,72731.71
POLICYBZR,New Gen,theme_park_manual,0.94,Financial Services,Internet Software & Services,New Gen,False,0.4667452293308911,0.2125,50,False,,6.0,76600.75
SWIGGY,New Gen,theme_park_manual,0.94,,,New Gen,False,0.5542116661811866,0.355,14,True,rank_residual_flag,12.0,85566.0
ZAGGLE,New Gen,theme_park_manual,0.94,Technology,IT Software Products,New Gen,False,0.4802005904747842,0.135,32,False,,6.0,2126.22
CASTROLIND,Oil Marketing & Distribution,industry_mode,0.92,Energy,Oil Marketing & Distribution,,False,0.8209707396915997,0.01,50,False,,8.0,8926.16
GULFOILLUB,Oil Marketing & Distribution,industry_mode,0.92,Basic Materials,Oil Marketing & Distribution,,False,0.450984064028258,0.04,50,False,,8.0,1770.59
IOC,Oil Marketing & Distribution,industry_mode,0.92,Energy,Oil Marketing & Distribution,,False,0.4858345155438711,0.095,50,False,,8.0,111792.97
AEGISLOG,Oil/Gas,theme_park_manual,0.94,Energy,Oil Marketing & Distribution,Oil/gas,False,0.3932342975212292,0.095,29,False,,6.0,10730.31
OIL,Oil/Gas,theme_park_manual,0.94,Energy,Exploration & Production,,False,0.8195918702124991,0.045,50,False,,6.0,35960.58
ONGC,Oil/Gas,theme_park_manual,0.94,Energy,Exploration & Production,,False,0.7520819715285879,0.0825,50,False,,6.0,139170.21
PETRONET,Oil/Gas,theme_park_manual,0.94,Energy,Oil Marketing & Distribution,Oil/gas,False,0.6679892253435578,0.1275,50,False,,6.0,21745.94
ARVINDFASN,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.4130057422767179,0.1,50,False,,8.0,4083.9
GOCOLORS,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.3731047681534345,0.215,50,False,,8.0,992.69
KKCL,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.2244331139378577,0.085,50,False,,8.0,728.75
PAGEIND,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.0968179970846379,0.235,50,True,rank_residual_flag,14.0,21026.98
SAFARI,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.6119397379196768,0.22,50,False,,8.0,5500.59
SPAL,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.4537882837045112,0.105,48,False,,8.0,644.68
VIPIND,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.3398860123907786,0.235,50,True,rank_residual_flag,14.0,3064.54
ESABINDIA,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.5197466101753684,0.07,50,False,,8.0,2250.36
RHIM,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.197249890317726,0.125,50,False,,8.0,4034.35
SBCL,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.375108537856393,0.07,44,False,,8.0,1641.01
SKFINDIA,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.5114767005457376,0.03,50,False,,8.0,3965.98
VESUVIUS,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.1860395679824488,0.285,50,True,rank_residual_flag,14.0,4466.85
BANKBARODA,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.711868026526016,0.04,50,False,,6.0,55776.24
CANBK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.832317718468912,0.055,50,False,,6.0,49576.43
INDIANB,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.5483126710162722,0.095,50,False,,6.0,32112.83
MAHABANK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.4953095131128669,0.06,46,False,,6.0,13251.52
PNB,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7488007499526071,0.05,50,False,,6.0,43066.13
SBIN,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7207973200004899,0.085,50,False,,6.0,443159.4
UNIONBANK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7028607048688852,0.06,50,False,,6.0,34815.79
BECTORFOOD,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.3186745552587722,0.25,50,True,rank_residual_flag,14.0,3486.33
BIKAJI,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.2811633146042169,0.135,50,False,,8.0,4299.68
BRITANNIA,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.4917445128888648,0.08,50,False,,8.0,69772.96
TATACONSUM,Packaged Foods,industry_mode,0.78,Consumer Defensive,Packaged Foods,,False,0.4666991604803467,0.045,50,False,,22.0,74301.69
ZYDUSWELL,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.3754186274003838,0.055,50,False,,8.0,4340.27
JKPAPER,Paper & Paper Products,industry_mode,0.92,Basic Materials,Paper & Paper Products,,False,0.7607626604751103,0.055,50,False,,8.0,2788.93
TCPLPACK,Paper & Paper Products,industry_mode,0.78,Consumer Cyclical,Paper & Paper Products,,False,0.0041649222502151,0.285,50,True,rank_residual_flag,28.0,1054.03
WSTCSTPAPR,Paper & Paper Products,industry_mode,0.92,Basic Materials,Paper & Paper Products,,False,0.7526908490056236,0.01,50,False,,8.0,1149.95
HYUNDAI,Passenger Vehicles,theme_park_manual,0.94,,,,False,0.5512159425105831,0.08,15,False,,6.0,31228.8
M&M,Passenger Vehicles,theme_park_manual,0.94,Consumer Cyclical,Cars & Utility Vehicles,4w,False,0.8239048949361613,0.0575,50,False,,6.0,347990.32
MARUTI,Passenger Vehicles,theme_park_manual,0.94,Consumer Cyclical,Cars & Utility Vehicles,4w,False,0.8714403346802294,0.0625,50,False,,6.0,191526.28
BAJAJCON,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3321508948207673,0.17,49,False,,8.0,2524.34
COLPAL,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3982111675059092,0.16,50,False,,8.0,28187.91
EMAMILTD,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3983619981542168,0.1275,50,False,,8.0,9536.83
GILLETTE,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.1527796375507046,0.1575,50,False,,8.0,7159.82
HINDUNILVR,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.4280317937820311,0.1475,50,False,,8.0,212515.41
HONASA,Personal Care,industry_mode,0.78,Consumer Defensive,Personal Products,,False,0.30843075930443,0.2,31,False,,22.0,5782.13
JYOTHYLAB,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.5077521840668234,0.2075,50,False,,8.0,3391.89
PGHH,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.4127844481456995,0.08,50,False,,8.0,11204.55
SHK,Personal Care,industry_mode,0.92,Basic Materials,Personal Products,,False,0.0883867439940354,0.23,39,True,rank_residual_flag,14.0,907.1
AARTIDRUGS,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1154613888640403,0.3175,50,True,rank_residual_flag,14.0,1565.03
AARTIPHARM,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2081814664528342,0.15,43,False,,8.0,3886.43
BLUEJET,Pharma - CDMO & API,industry_mode|granular_split,0.78,Healthcare,Pharmaceuticals,,False,0.3098373439380533,0.205,32,False,,22.0,1461.85
DIVISLAB,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.3360413649463799,0.135,50,False,,8.0,77331.51
GLAND,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2040815504016197,0.25,50,True,rank_residual_flag,14.0,14660.9
NEULANDLAB,Pharma - CDMO & API,industry_mode|granular_split,0.92,,Pharmaceuticals,,False,-0.0484836474827974,0.22,50,True,rank_divergence_flag,16.0,11455.6
ORCHPHARMA,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.3813078176947871,0.19,47,False,,8.0,1072.59
SHILPAMED,Pharma - CDMO & API,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.1696310415247535,0.225,38,True,rank_residual_flag,12.0,3386.59
SUPRIYA,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.0492822709985497,0.2225,48,True,rank_residual_flag,14.0,1722.51
SYNGENE,Pharma - CDMO & API,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.5047732907455995,0.27,50,True,rank_residual_flag,14.0,9023.5
ALKEM,Pharma - Domestic Formulations - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.4877216160753904,0.21,50,False,,8.0,33149.55
CIPLA,Pharma - Domestic Formulations - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2713489601454598,0.1075,50,False,,8.0,75741.56
MANKIND,Pharma - Domestic Formulations - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1408277019873746,0.1,43,False,,8.0,23956.26
SUNPHARMA,Pharma - Domestic Formulations - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.4938147883572009,0.0875,50,False,,8.0,174235.04
TORNTPHARM,Pharma - Domestic Formulations - Large Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.5879676047732507,0.125,50,False,,6.0,42542.07
ABBOTINDIA,Pharma - Domestic Formulations - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2599184355022547,0.115,50,False,,8.0,14652.6
AJANTPHARM,Pharma - Domestic Formulations - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.5979454001132342,0.115,50,False,,8.0,11730.75
GLAXO,Pharma - Domestic Formulations - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.0291642090753982,0.1725,50,False,,8.0,10184.05
JBCHEPHARM,Pharma - Domestic Formulations - Mid Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.0465384837704218,0.155,50,False,,6.0,15742.16
ERIS,Pharma - Domestic Formulations - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.5264013099531432,0.11,50,False,,8.0,8599.62
FDC,Pharma - Domestic Formulations - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2848573661240016,0.1475,50,False,,8.0,1866.47
PFIZER,Pharma - Domestic Formulations - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2726615546794513,0.23,50,True,rank_residual_flag,14.0,7532.58
PGHL,Pharma - Domestic Formulations - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1584690671255834,0.23,50,True,rank_residual_flag,14.0,4247.03
SANOFI,Pharma - Domestic Formulations - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1681906640309302,0.135,47,False,,8.0,3668.87
AUROPHARMA,Pharma - Export Generics - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.4655258744796603,0.2675,50,True,rank_residual_flag,14.0,33796.56
BIOCON,Pharma - Export Generics - Large Cap,theme_park_manual|granular_split,0.94,Healthcare,Biotechnology,Pharma,False,0.1898421549411123,0.2125,50,False,,6.0,32735.78
DRREDDY,Pharma - Export Generics - Large Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1981036135703138,0.08,50,False,,8.0,74610.19
LUPIN,Pharma - Export Generics - Large Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.3795317371918663,0.175,50,False,,6.0,52254.88
GLENMARK,Pharma - Export Generics - Mid Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.2746292651568233,0.2275,50,True,rank_residual_flag,12.0,30332.64
GRANULES,Pharma - Export Generics - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2523175545092457,0.1425,50,False,,8.0,8473.61
NATCOPHARM,Pharma - Export Generics - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2448495883878589,0.17,50,False,,8.0,7560.96
WOCKPHARMA,Pharma - Export Generics - Mid Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.2007800928794382,0.23,38,True,rank_residual_flag,12.0,11434.38
ZYDUSLIFE,Pharma - Export Generics - Mid Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1391206621884332,0.175,50,False,,8.0,22282.98
APLLTD,Pharma - Export Generics - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.0990593633761831,0.15,50,False,,8.0,4653.59
CAPLIPOINT,Pharma - Export Generics - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1879944802126456,0.11,41,False,,8.0,3972.17
MARKSANS,Pharma - Export Generics - Small Cap,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.4059723342246155,0.2,50,False,,8.0,4169.26
STAR,Pharma - Export Generics - Small Cap,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.1747117849071264,0.22,50,False,,6.0,5836.44
AMRUTANJAN,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,-0.123908185341158,0.2175,50,True,rank_divergence_flag,16.0,905.36
ASTRAZEN,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.0858265721185224,0.1475,50,False,,8.0,5347.35
GUFICBIO,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.0798424620376449,0.14,38,False,,8.0,846.08
HIKAL,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,-0.1177511532594371,0.395,50,True,rank_divergence_flag;rank_residual_flag,22.0,738.58
IPCALAB,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.3703513543945858,0.085,50,False,,8.0,20594.23
JUBLINGREA,Pharma - Specialty / Emerging,theme_park_manual|granular_split,0.94,Basic Materials,Specialty Chemicals,Pharma,False,0.2766244845389563,0.15,50,False,,6.0,5558.85
JUBLPHARMA,Pharma - Specialty / Emerging,theme_park_manual|granular_split,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.3399194239050071,0.14,36,False,,6.0,8201.02
PPLPHARMA,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.2863989428639494,0.165,50,False,,8.0,13396.8
SPARC,Pharma - Specialty / Emerging,industry_mode|granular_split,0.92,Healthcare,Pharmaceuticals,,False,0.1580598109970057,0.3975,50,True,rank_residual_flag,14.0,1408.35
WINDLAS,Pharma - Specialty / Emerging,industry_mode|granular_split,0.78,Healthcare,Pharmaceuticals,,False,-0.0249357147809598,0.135,30,True,rank_divergence_flag,30.0,679.64
ASTRAL,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.5035401634755855,0.075,50,False,,8.0,18166.63
FINPIPE,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.602735742194397,0.0625,50,False,,8.0,5196.22
NILKAMAL,Plastic Products,industry_mode,0.92,Consumer Cyclical,Plastic Products,,False,0.3677424067209301,0.145,49,False,,8.0,734.5
PRINCEPIPE,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.4635697647357465,0.0675,50,False,,8.0,1036.05
STYRENIX,Plastics,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Plastics,False,0.5359924083194927,0.105,50,False,,6.0,1811.48
SUPREMEIND,Plastics,theme_park_manual,0.94,Industrials,Plastic Products,Plastics,False,0.3384249733391928,0.19,50,False,,6.0,22778.96
TIMETECHNO,Plastics,theme_park_manual,0.94,Consumer Cyclical,Plastic Products,Plastics,False,0.534681074543104,0.02,48,False,,6.0,4658.98
ABB,Power Equip,theme_park_manual,0.94,Industrials,Heavy Electrical Equipment,,False,0.5320392312065784,0.08,50,False,,6.0,29543.02
