theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months,rank_source
IND::Biotechnology,Biotechnology,CONCORDBIO,A,-4.2335,0.7232,0.0071,0.2505,0.4789,32,dated_tabs
IND::Biotechnology,Biotechnology,ADVENZYMES,Core,-0.686,0.3753,0.0978,0.1579,0.6547,50,dated_tabs
IND::Biotechnology,Biotechnology,BIOCON,B,0.4721,0.4254,0.1068,0.2681,0.4345,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,GULFOILLUB,A,-1.2432,0.6705,0.106,0.1674,0.3249,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,CASTROLIND,A,-0.8735,0.5215,0.0926,0.1828,0.5123,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,OIL,Core,-0.4586,0.4668,0.0839,0.2403,0.4039,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,AEGISLOG,Core,-0.0346,0.4194,0.1036,0.2062,0.3264,29,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,ONGC,Core,0.0459,0.4007,0.105,0.2024,0.3416,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,IOC,B,1.182,0.3679,0.1414,0.2184,0.4522,50,dated_tabs
IND::Oil Marketing & Distribution,Oil Marketing & Distribution,PETRONET,B,1.568,0.3185,0.1425,0.2411,0.5773,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,NAZARA,A,-1.4411,0.3835,0.095,0.2423,0.5056,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,NAUKRI,A,-0.9306,0.2909,0.1565,0.2075,0.411,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,AADHARHFC,A,-0.611,0.1823,0.2514,0.0985,0.2247,20,dated_tabs
IND::Internet Software & Services,Internet Software & Services,MPSLTD,Core,-0.5968,0.2881,0.1464,0.2658,0.4414,25,dated_tabs
IND::Internet Software & Services,Internet Software & Services,INDIAMART,Core,-0.2741,0.3267,0.2232,0.2197,0.6922,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,SUNTV,Core,-0.1782,0.1117,0.1858,0.2253,0.5642,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,TATACOMM,Core,-0.0476,0.144,0.2068,0.2242,0.5137,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,INDUSTOWER,Core,0.03,0.1913,0.2068,0.2473,0.2997,47,dated_tabs
IND::Internet Software & Services,Internet Software & Services,MAPMYINDIA,Core,0.0593,0.1133,0.1919,0.2504,0.5866,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,ROUTE,Core,0.0759,0.3346,0.3117,0.1539,0.8221,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,AFFLE,Core,0.194,0.2939,0.2359,0.2587,0.4049,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,JUSTDIAL,Core,0.3263,-0.0612,0.2195,0.205,0.6533,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,POLICYBZR,B,0.4445,-0.3327,0.2288,0.1376,0.2232,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,ZEEL,B,0.4838,0.1807,0.2834,0.2065,0.8284,50,dated_tabs
IND::Internet Software & Services,Internet Software & Services,PAYTM,B,1.918,0.1494,0.3164,0.3521,0.2568,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,ASIANPAINT,A,-1.181,0.4065,0.0602,0.2204,0.7473,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,INDIGOPNTS,A,-0.5756,0.3306,0.1185,0.1528,0.7795,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,KANSAINER,A,-0.5197,0.2517,0.0793,0.1318,0.6625,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,BERGEPAINT,Core,-0.0481,0.2602,0.1101,0.2401,0.6294,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,GREENLAM,Core,-0.0287,0.2274,0.1221,0.1564,0.527,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,KAJARIACER,Core,0.0702,0.2286,0.1075,0.2329,0.6509,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,AKZOINDIA,Core,0.185,0.2876,0.1636,0.2367,0.5354,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,CERA,Core,0.3468,0.2925,0.1664,0.2975,0.6981,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,SOMANYCERA,B,0.7444,0.0058,0.0753,0.1585,0.7849,48,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,SFL,B,0.9129,0.1004,0.1889,0.0971,0.8815,50,dated_tabs
IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,AGI,B,1.8426,-0.055,0.1614,0.2269,0.5637,49,dated_tabs
IND::Construction & Engineering,Construction & Engineering,AHLUCONT,A,-1.1237,0.5703,0.0837,0.2112,0.376,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,POWERMECH,A,-0.3456,0.3432,0.1328,0.2182,0.3744,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,TEXRAIL,A,0.0232,0.2888,0.1295,0.2881,0.5274,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,NBCC,Core,0.0368,0.1812,0.1699,0.1781,0.2984,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,HGINFRA,Core,0.0922,0.3242,0.1627,0.2682,0.5987,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,NCC,Core,0.637,0.4263,0.2193,0.3568,0.292,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,KNRCON,B,0.8438,0.1824,0.2715,0.2128,0.7445,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,LT,B,1.0813,-0.2145,0.2162,0.1774,0.2373,50,dated_tabs
IND::Construction & Engineering,Construction & Engineering,PSPPROJECT,B,2.2801,-0.0583,0.384,0.2724,0.6345,49,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,ESABINDIA,A,-1.6076,0.5909,0.0743,0.1984,0.5532,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,SBCL,A,-0.7067,0.3007,0.1501,0.1327,0.7466,44,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,HEG,A,-0.5319,0.3938,0.1339,0.184,0.3141,49,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,SKFINDIA,Core,-0.0831,0.2815,0.1346,0.2007,0.7062,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,TCI,Core,0.2531,0.3635,0.1947,0.1743,0.4664,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,RHIM,Core,0.5176,0.1763,0.2005,0.1552,0.7568,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,VESUVIUS,B,1.0054,0.4242,0.2492,0.1862,0.2964,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,GRAPHITE,B,1.0122,0.1153,0.1561,0.2384,0.3532,50,dated_tabs
IND::Other Industrial Goods,Other Industrial Goods,AIAENG,B,1.1419,0.2853,0.1594,0.2773,0.4655,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,CDSL,A,-1.6163,0.3448,0.088,0.2105,0.3132,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,VOLTAS,A,-0.9173,0.3112,0.1193,0.2738,0.5319,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,AMBER,A,-0.633,0.3683,0.1993,0.2216,0.2247,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,BLUESTARCO,Core,-0.5696,0.3085,0.1793,0.2346,0.192,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,SAGILITY,Core,-0.5569,0.6693,0.3162,0.2055,0.2319,14,dated_tabs
IND::Consumer Electronics,Consumer Electronics,WHIRLPOOL,Core,0.0057,0.3582,0.2649,0.2259,0.7591,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,PGEL,Core,0.0375,0.4731,0.2443,0.3359,0.2461,42,dated_tabs
IND::Consumer Electronics,Consumer Electronics,DIXON,Core,0.3062,0.0543,0.1837,0.2514,0.1314,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,MAHSCOOTER,Core,0.3616,0.0831,0.2473,0.1664,0.2875,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,ORIENTELEC,B,0.7024,0.0649,0.2671,0.1882,0.7354,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,SYMPHONY,B,0.7043,0.2314,0.2653,0.2894,0.8629,50,dated_tabs
IND::Consumer Electronics,Consumer Electronics,EMIL,B,0.839,0.256,0.2562,0.3465,0.6401,50,dated_tabs
IND::Agrochemicals,Agrochemicals,SUMICHEM,A,-1.4342,0.5199,0.0902,0.2724,0.6834,50,dated_tabs
IND::Agrochemicals,Agrochemicals,PIIND,A,-1.3107,0.3491,0.0723,0.1719,0.6047,50,dated_tabs
IND::Agrochemicals,Agrochemicals,RALLIS,A,-1.277,0.4971,0.1094,0.2344,0.6138,50,dated_tabs
IND::Agrochemicals,Agrochemicals,SPLPETRO,Core,-0.5437,0.3555,0.1506,0.194,0.4528,50,dated_tabs
IND::Agrochemicals,Agrochemicals,BAYERCROP,Core,-0.3829,0.3156,0.1574,0.1823,0.6233,50,dated_tabs
IND::Agrochemicals,Agrochemicals,SHARDACROP,Core,-0.0492,0.4661,0.1972,0.3585,0.3983,50,dated_tabs
IND::Agrochemicals,Agrochemicals,DHANUKA,Core,0.2558,0.273,0.196,0.2399,0.4471,50,dated_tabs
IND::Agrochemicals,Agrochemicals,RAIN,Core,0.3356,0.2187,0.2067,0.1624,0.7736,36,dated_tabs
IND::Agrochemicals,Agrochemicals,EPIGRAL,B,0.3948,0.2516,0.183,0.3175,0.3678,23,dated_tabs
IND::Agrochemicals,Agrochemicals,ANURAS,B,1.25,0.3013,0.2778,0.3681,0.6569,50,dated_tabs
IND::Agrochemicals,Agrochemicals,UPL,B,1.9429,-0.0443,0.2349,0.3686,0.6775,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,SURYAROSNI,A,-0.9412,0.2716,0.0467,0.2016,0.613,38,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,TIIL,A,-0.8559,0.5598,0.1291,0.2298,0.5007,38,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,MIDHANI,A,-0.6635,0.5462,0.1256,0.2535,0.5093,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,LINDEINDIA,Core,-0.5059,0.3921,0.0998,0.2545,0.5016,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,WELCORP,Core,-0.2686,0.3316,0.2758,0.1759,0.1418,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,USHAMART,Core,0.1705,0.2538,0.1712,0.2726,0.3411,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,APLAPOLLO,B,0.3083,0.1756,0.1942,0.2609,0.3144,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,HITECH,B,1.3167,-0.1612,0.2704,0.2762,0.6672,50,dated_tabs
IND::Iron & Steel Products,Iron & Steel Products,VENUSPIPES,B,1.3972,-0.1879,0.2765,0.2775,0.6529,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MAXHEALTH,A,-1.317,0.6784,0.0791,0.1699,0.2422,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,APOLLOHOSP,A,-1.275,0.2702,0.0511,0.1317,0.3356,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,KIMS,A,-0.7097,0.6172,0.1092,0.2151,0.2879,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,JLHL,Core,-0.6533,0.3249,0.0928,0.1859,0.5015,32,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,NH,Core,-0.3771,0.5324,0.1236,0.2314,0.2332,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,RAINBOW,Core,-0.3536,0.5617,0.1294,0.2317,0.3462,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,ASTERDM,Core,-0.0289,0.5867,0.1478,0.266,0.2011,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,FORTIS,Core,0.0523,0.0302,0.1527,0.1338,0.1704,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,HCG,Core,0.141,0.4366,0.1641,0.23,0.346,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,YATHARTH,Core,0.3152,0.3726,0.1842,0.2089,0.4239,32,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,ARTEMISMED,Core,0.5588,-0.0896,0.1428,0.2234,0.1998,42,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MEDANTA,B,0.7014,0.4004,0.1971,0.2666,0.3071,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,POLYMED,B,0.7166,0.1238,0.17,0.254,0.3769,50,dated_tabs
IND::Healthcare Facilities,Healthcare Facilities,MEDPLUS,B,1.8843,0.2414,0.2853,0.2867,0.5806,50,dated_tabs
IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,MRF,A,-0.9133,0.4756,0.0506,0.1995,0.4287,50,dated_tabs
IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,APOLLOTYRE,Core,-0.5754,0.6822,0.0597,0.2142,0.4256,50,dated_tabs
IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,CEATLTD,Core,0.2021,0.4485,0.0997,0.2194,0.3251,50,dated_tabs
IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,BALKRISIND,Core,1.4501,0.145,0.2366,0.2147,0.5356,50,dated_tabs
IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,JKTYRE,B,3.2065,0.6387,0.1121,0.3076,0.4991,38,dated_tabs
IND::Textiles,Textiles,VTL,A,-1.0075,0.5347,0.0856,0.133,0.5476,50,dated_tabs
IND::Textiles,Textiles,NITINSPIN,A,-0.9863,0.6376,0.0764,0.19,0.4822,49,dated_tabs
IND::Textiles,Textiles,MAYURUNIQ,Core,-0.4705,0.3693,0.1071,0.1344,0.5385,50,dated_tabs
IND::Textiles,Textiles,KPRMILL,Core,-0.1694,0.386,0.1133,0.1858,0.3839,50,dated_tabs
IND::Textiles,Textiles,GOKEX,Core,0.077,0.4335,0.1225,0.2348,0.4853,50,dated_tabs
IND::Textiles,Textiles,ICIL,Core,0.7535,0.3199,0.1729,0.2385,0.5698,38,dated_tabs
IND::Textiles,Textiles,GARFIBRES,B,0.9543,0.1738,0.1701,0.2226,0.6175,50,dated_tabs
IND::Textiles,Textiles,ARVIND,B,1.2412,0.2455,0.1988,0.2593,0.1958,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,SPAL,A,-2.1919,0.4236,0.1258,0.1491,0.4758,48,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,ARVINDFASN,A,-1.8671,0.4216,0.1128,0.1947,0.5001,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,KKCL,Core,-1.0082,0.1728,0.1018,0.2368,0.5976,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,SAFARI,Core,-0.359,0.5714,0.2292,0.2103,0.384,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,GOCOLORS,Core,-0.0762,0.3317,0.2311,0.1858,0.8221,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,VIPIND,B,0.4948,0.2448,0.2504,0.1951,0.8711,50,dated_tabs
IND::Other Apparels & Accessories,Other Apparels & Accessories,PAGEIND,B,1.7411,0.0222,0.2399,0.2767,0.7559,50,dated_tabs
IND::Roads & Highways,Roads & Highways,IRB,A,-0.5843,0.6985,0.0843,0.276,0.6342,50,dated_tabs
IND::Roads & Highways,Roads & Highways,PNCINFRA,Core,-0.0245,0.6722,0.0942,0.225,0.6412,50,dated_tabs
IND::Roads & Highways,Roads & Highways,ASHOKA,Core,4.8446,0.6591,0.1663,0.2792,0.3428,50,dated_tabs
IND::Roads & Highways,Roads & Highways,GRINFRA,B,5.8304,0.0391,0.0876,0.1866,0.7622,50,dated_tabs
IND::Commercial Vehicles,Commercial Vehicles,ESCORTS,A,-3.0524,0.529,0.0457,0.2031,0.3984,50,dated_tabs
IND::Commercial Vehicles,Commercial Vehicles,VSTTILLERS,Core,-0.2119,0.5409,0.1154,0.229,0.3856,50,dated_tabs
IND::Commercial Vehicles,Commercial Vehicles,ASHOKLEY,Core,0.0923,0.4571,0.1272,0.1843,0.3134,50,dated_tabs
IND::Commercial Vehicles,Commercial Vehicles,BEML,Core,0.4629,0.2924,0.1192,0.2091,0.3923,50,dated_tabs
IND::Commercial Vehicles,Commercial Vehicles,TITAGARH,B,7.4794,0.4148,0.2822,0.3455,0.4366,48,dated_tabs
IND::Plastic Products,Plastic Products,SUPREMEIND,A,-0.3997,0.6272,0.0502,0.3081,0.5043,50,dated_tabs
IND::Plastic Products,Plastic Products,FINPIPE,A,-0.3548,0.384,0.0732,0.2512,0.6308,50,dated_tabs
IND::Plastic Products,Plastic Products,ASTRAL,Core,-0.1002,0.4054,0.133,0.2684,0.6143,50,dated_tabs
IND::Plastic Products,Plastic Products,PRINCEPIPE,Core,-0.0404,0.1162,0.1687,0.1968,0.813,50,dated_tabs
IND::Plastic Products,Plastic Products,NILKAMAL,Core,-0.0175,0.3363,0.1939,0.232,0.7097,49,dated_tabs
IND::Plastic Products,Plastic Products,TIMETECHNO,B,0.7068,0.0879,0.3602,0.218,0.2501,48,dated_tabs
IND::Plastic Products,Plastic Products,SHAILY,B,1.6322,0.1479,0.5549,0.2909,0.0646,50,dated_tabs
IND::Defence,Defence,BDL,A,-1.2044,0.6305,0.0961,0.2288,0.2921,50,dated_tabs
IND::Defence,Defence,ASTRAMICRO,A,-0.6947,0.516,0.0639,0.143,0.2459,48,dated_tabs
IND::Defence,Defence,HAL,Core,-0.6239,0.525,0.0799,0.1645,0.204,50,dated_tabs
IND::Defence,Defence,BEL,Core,-0.2488,0.5066,0.1754,0.0792,0.1334,50,dated_tabs
IND::Defence,Defence,DATAPATTNS,Core,0.0716,0.5062,0.134,0.2584,0.3809,50,dated_tabs
IND::Defence,Defence,ZENTEC,Core,0.5405,0.4747,0.1636,0.2816,0.3547,38,dated_tabs
IND::Defence,Defence,CONCOR,B,2.6641,0.3218,0.3966,0.1896,0.7206,50,dated_tabs
