theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months,rank_source
IND::Defence,Defence,MTARTECH,B,3.0909,0.2836,0.3343,0.3369,0.6372,50,dated_tabs
IND::Other Food Products,Other Food Products,AVANTIFEED,A,-0.5059,0.446,0.0304,0.269,0.4885,50,dated_tabs
IND::Other Food Products,Other Food Products,EIDPARRY,Core,0.1686,0.4106,0.0551,0.3024,0.3074,50,dated_tabs
IND::Other Food Products,Other Food Products,MANORAMA,B,1.1755,0.2264,0.0956,0.1947,0.1171,39,dated_tabs
IND::Specialty Retail,Specialty Retail,ETHOSLTD,A,-0.8018,0.4307,0.1626,0.175,0.2416,50,dated_tabs
IND::Specialty Retail,Specialty Retail,AVL,A,-0.7958,0.4913,0.1884,0.182,0.2336,39,dated_tabs
IND::Specialty Retail,Specialty Retail,RAILTEL,Core,-0.3504,0.255,0.1129,0.2486,0.4371,46,dated_tabs
IND::Specialty Retail,Specialty Retail,LANDMARK,Core,0.0146,0.3771,0.2716,0.2412,0.6352,50,dated_tabs
IND::Specialty Retail,Specialty Retail,BHARTIARTL,Core,0.1387,0.0474,0.2817,0.085,0.1933,50,dated_tabs
IND::Specialty Retail,Specialty Retail,SAREGAMA,Core,0.26,0.2922,0.2638,0.2667,0.5427,35,dated_tabs
IND::Specialty Retail,Specialty Retail,PVRINOX,B,0.2937,0.2103,0.3367,0.1546,0.8215,49,dated_tabs
IND::Specialty Retail,Specialty Retail,MANYAVAR,B,0.7381,0.1842,0.3986,0.1896,0.876,50,dated_tabs
IND::2/3 Wheelers,2/3 Wheelers,TVSMOTOR,A,-0.5551,0.7261,0.0953,0.1265,0.1076,50,dated_tabs
IND::2/3 Wheelers,2/3 Wheelers,HEROMOTOCO,Core,-0.5354,0.8193,0.0648,0.2642,0.3122,50,dated_tabs
IND::2/3 Wheelers,2/3 Wheelers,BAJAJ-AUTO,Core,-0.1391,0.8286,0.0906,0.253,0.2195,50,dated_tabs
IND::2/3 Wheelers,2/3 Wheelers,EICHERMOT,B,3.1985,0.5008,0.2059,0.2175,0.3149,50,dated_tabs
IND::Personal Products,Personal Products,VENTIVE,A,-1.9603,0.8023,0.0899,0.1225,0.4577,11,dated_tabs
IND::Personal Products,Personal Products,HINDUNILVR,A,-1.2609,0.6336,0.0985,0.1475,0.5922,50,dated_tabs
IND::Personal Products,Personal Products,GODREJCP,A,-0.8942,0.5451,0.1008,0.1643,0.4776,50,dated_tabs
IND::Personal Products,Personal Products,DABUR,Core,-0.8606,0.4816,0.0771,0.14,0.6295,50,dated_tabs
IND::Personal Products,Personal Products,PGHH,Core,-0.1339,0.4232,0.1628,0.1762,0.6338,50,dated_tabs
IND::Personal Products,Personal Products,MARICO,Core,0.0578,0.4201,0.1724,0.2222,0.4124,50,dated_tabs
IND::Personal Products,Personal Products,EMAMILTD,Core,0.2342,0.4486,0.218,0.2402,0.5864,50,dated_tabs
IND::Personal Products,Personal Products,BAJAJCON,Core,0.2634,0.3957,0.1613,0.2826,0.5585,49,dated_tabs
IND::Personal Products,Personal Products,GILLETTE,Core,0.6471,0.2772,0.1968,0.2137,0.4322,50,dated_tabs
IND::Personal Products,Personal Products,COLPAL,Core,0.7804,0.4054,0.2633,0.3002,0.5063,50,dated_tabs
IND::Personal Products,Personal Products,JYOTHYLAB,B,0.7928,0.4481,0.2797,0.3277,0.5768,50,dated_tabs
IND::Personal Products,Personal Products,HONASA,B,0.8401,0.1403,0.1285,0.2318,0.5942,31,dated_tabs
IND::Personal Products,Personal Products,SHK,B,2.1293,-0.03,0.2669,0.2392,0.6722,39,dated_tabs
IND::Household Appliances,Household Appliances,IFBIND,A,-0.7453,0.4939,0.0988,0.2727,0.5773,50,dated_tabs
IND::Household Appliances,Household Appliances,NYKAA,A,-0.6782,0.5056,0.0884,0.2901,0.4839,50,dated_tabs
IND::Household Appliances,Household Appliances,CROMPTON,Core,-0.1265,0.2506,0.1547,0.2556,0.7657,50,dated_tabs
IND::Household Appliances,Household Appliances,CARYSIL,Core,-0.0833,0.5533,0.1705,0.2862,0.6577,48,dated_tabs
IND::Household Appliances,Household Appliances,CARTRADE,B,1.0434,0.1324,0.1665,0.3495,0.3198,50,dated_tabs
IND::Household Appliances,Household Appliances,BAJAJELEC,B,1.6985,-0.1351,0.3988,0.1802,0.9091,39,dated_tabs
IND::Footwear,Footwear,BATAINDIA,A,-0.975,0.6306,0.0782,0.0959,0.7881,50,dated_tabs
IND::Footwear,Footwear,CAMPUS,Core,-0.4935,0.7068,0.1196,0.2088,0.6952,50,dated_tabs
IND::Footwear,Footwear,METROBRAND,Core,0.4368,0.5405,0.1958,0.1815,0.4604,50,dated_tabs
IND::Footwear,Footwear,REDTAPE,B,1.6713,0.1598,0.1797,0.3278,0.6628,32,dated_tabs
IND::Packaged Foods,Packaged Foods,TATACONSUM,A,-0.7911,0.4259,0.0638,0.1827,0.4278,50,dated_tabs
IND::Packaged Foods,Packaged Foods,NESTLEIND,A,-0.2536,0.4506,0.1154,0.2088,0.4122,50,dated_tabs
IND::Packaged Foods,Packaged Foods,ZYDUSWELL,A,-0.2044,0.3728,0.0926,0.2082,0.521,50,dated_tabs
IND::Packaged Foods,Packaged Foods,BRITANNIA,Core,-0.1189,0.3664,0.1121,0.1938,0.4484,50,dated_tabs
IND::Packaged Foods,Packaged Foods,BIKAJI,Core,-0.0074,0.3217,0.1286,0.1693,0.3577,50,dated_tabs
IND::Packaged Foods,Packaged Foods,HATSUN,Core,0.1905,0.4494,0.2036,0.1646,0.6695,50,dated_tabs
IND::Packaged Foods,Packaged Foods,DODLA,B,0.7633,0.0711,0.1499,0.1401,0.3499,50,dated_tabs
IND::Packaged Foods,Packaged Foods,BECTORFOOD,B,1.5159,0.4384,0.255,0.289,0.327,50,dated_tabs
IND::Packaged Foods,Packaged Foods,HERITGFOOD,B,1.5739,0.3087,0.2336,0.2641,0.5072,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,BHARATFORG,A,-0.7894,0.6789,0.1234,0.2407,0.3305,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,TIMKEN,A,-0.6324,0.5034,0.1562,0.1799,0.6532,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,KENNAMET,A,-0.5452,0.4362,0.1384,0.1904,0.7467,48,dated_tabs
IND::Other Industrial Products,Other Industrial Products,HAPPYFORGE,Core,-0.5443,0.3309,0.0801,0.2169,0.4989,30,dated_tabs
IND::Other Industrial Products,Other Industrial Products,INOXINDIA,Core,-0.2494,0.3144,0.1513,0.1853,0.3714,30,dated_tabs
IND::Other Industrial Products,Other Industrial Products,GRINDWELL,Core,0.03,0.2518,0.1804,0.1792,0.7236,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,MMFL,Core,0.2971,0.3086,0.2204,0.1958,0.8321,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,CARBORUNIV,Core,0.3948,0.2326,0.1274,0.2792,0.7001,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,SOLARINDS,Core,0.4017,0.2444,0.247,0.1661,0.2667,50,dated_tabs
IND::Other Industrial Products,Other Industrial Products,JINDALSAW,B,1.3126,0.1885,0.2139,0.3158,0.4386,46,dated_tabs
IND::Other Industrial Products,Other Industrial Products,TIPSMUSIC,B,1.5097,0.5177,0.3373,0.3201,0.4661,23,dated_tabs
IND::Other Industrial Products,Other Industrial Products,PTCIL,B,1.6484,0.1203,0.3483,0.2128,0.1802,47,dated_tabs
IND::Transportation - Logistics,Transportation - Logistics,DELHIVERY,A,-0.7693,0.4913,0.0803,0.278,0.7132,50,dated_tabs
IND::Transportation - Logistics,Transportation - Logistics,BLUEDART,Core,-0.4142,0.1536,0.1779,0.131,0.7184,50,dated_tabs
IND::Transportation - Logistics,Transportation - Logistics,MAHLOG,Core,-0.3763,0.4394,0.138,0.258,0.856,50,dated_tabs
IND::Transportation - Logistics,Transportation - Logistics,GATEWAY,Core,0.1707,0.3319,0.2225,0.2161,0.6828,50,dated_tabs
IND::Transportation - Logistics,Transportation - Logistics,VRLLOG,B,0.6756,-0.1853,0.1805,0.2465,0.603,50,dated_tabs
IND::Houseware,Houseware,PNGJL,A,-0.5254,0.5355,0.0576,0.209,0.6261,17,dated_tabs
IND::Houseware,Houseware,STOVEKRAFT,Core,0.2344,0.4812,0.1181,0.3069,0.7387,47,dated_tabs
IND::Houseware,Houseware,TTKPRESTIG,Core,0.5116,0.2413,0.0822,0.1383,0.7687,50,dated_tabs
IND::Houseware,Houseware,BORORENEW,Core,0.6237,0.4989,0.222,0.2816,0.5315,40,dated_tabs
IND::Houseware,Houseware,LAOPALA,B,1.4483,0.2345,0.2235,0.2166,0.8368,50,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,BPCL,A,-0.815,0.3788,0.0656,0.2144,0.3325,50,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,GMDCLTD,A,-0.3485,0.4653,0.0977,0.2768,0.4655,46,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,RELIANCE,Core,-0.2049,0.2946,0.0871,0.2137,0.5154,50,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,HINDPETRO,Core,-0.1165,0.4311,0.124,0.1927,0.2228,50,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,CHENNPETRO,Core,-0.0337,0.4613,0.106,0.3243,0.3204,40,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,COALINDIA,B,0.8115,0.397,0.1563,0.2774,0.4508,50,dated_tabs
IND::Refineries/Petro-Products,Refineries/Petro-Products,MRPL,B,0.9213,0.325,0.1454,0.2938,0.3307,47,dated_tabs
IND::Exchange,Exchange,MCX,A,-0.3896,0.58,0.0354,0.1574,0.0778,50,dated_tabs
IND::Exchange,Exchange,BSE,Core,-0.3035,0.4855,0.0125,0.2172,0.0685,46,dated_tabs
IND::Exchange,Exchange,IEX,B,5.8542,0.0854,0.3997,0.2712,0.7053,50,dated_tabs
IND::Forest Products,Forest Products,CENTURYPLY,A,-1.273,0.7128,0.0715,0.1643,0.4656,50,dated_tabs
IND::Forest Products,Forest Products,TBOTEK,A,-0.3302,0.5969,0.117,0.2802,0.5653,20,dated_tabs
IND::Forest Products,Forest Products,DREDGECORP,Core,-0.3236,0.4949,0.0998,0.2941,0.6155,14,dated_tabs
IND::Forest Products,Forest Products,KMEW,Core,0.0195,0.6466,0.1771,0.2417,0.2039,21,dated_tabs
IND::Forest Products,Forest Products,GREENPANEL,Core,0.0618,0.3802,0.1818,0.1588,0.7686,50,dated_tabs
IND::Forest Products,Forest Products,STYLAMIND,Core,0.0909,0.1696,0.1396,0.2088,0.4563,50,dated_tabs
IND::Forest Products,Forest Products,GREENPLY,B,0.7581,-0.006,0.1846,0.2288,0.4933,50,dated_tabs
IND::Forest Products,Forest Products,IXIGO,B,1.3254,0.2993,0.3053,0.1775,0.1199,20,dated_tabs
IND::Hotels,Hotels,CHALET,A,-0.5763,0.5857,0.0603,0.1757,0.2648,50,dated_tabs
IND::Hotels,Hotels,LEMONTREE,A,-0.3597,0.7692,0.0656,0.1919,0.3257,50,dated_tabs
IND::Hotels,Hotels,EIHOTEL,Core,-0.0331,0.7497,0.07,0.202,0.4069,50,dated_tabs
IND::Hotels,Hotels,SAMHI,Core,0.424,0.383,0.072,0.2003,0.5279,32,dated_tabs
IND::Hotels,Hotels,INDHOTEL,B,2.4586,0.5442,0.1378,0.1816,0.2587,50,dated_tabs
IND::Hotels,Hotels,MHRIL,B,4.791,0.343,0.2068,0.1468,0.5881,50,dated_tabs
IND::Fertilizers,Fertilizers,COROMANDEL,A,-1.6111,0.6669,0.0248,0.2071,0.241,50,dated_tabs
IND::Fertilizers,Fertilizers,PARADEEP,Core,0.0,0.4968,0.0505,0.2647,0.4412,50,dated_tabs
IND::Fertilizers,Fertilizers,CHAMBLFERT,B,1.3246,0.3378,0.1313,0.2736,0.5413,50,dated_tabs
IND::Restaurants,Restaurants,DEVYANI,A,-0.6641,0.7871,0.0374,0.2073,0.7025,50,dated_tabs
IND::Restaurants,Restaurants,RBA,Core,-0.34,0.5655,0.0566,0.1348,0.8134,50,dated_tabs
IND::Restaurants,Restaurants,SAPPHIRE,Core,-0.3352,0.6898,0.0679,0.1649,0.6199,50,dated_tabs
IND::Restaurants,Restaurants,WESTLIFE,Core,0.6459,0.523,0.1058,0.2713,0.7629,50,dated_tabs
IND::Restaurants,Restaurants,JUBLFOOD,B,2.0203,0.3089,0.2122,0.2612,0.6487,50,dated_tabs
IND::Containers & Packaging,Containers & Packaging,EPL,A,-1.3337,0.8694,0.0,0.222,0.6047,50,dated_tabs
IND::Containers & Packaging,Containers & Packaging,MOLDTKPAC,Core,0.0,0.2509,0.2005,0.2433,0.8688,50,dated_tabs
IND::Containers & Packaging,Containers & Packaging,GRWRHITECH,B,0.7113,0.0832,0.3457,0.2693,0.1976,50,dated_tabs
IND::Cars & Utility Vehicles,Cars & Utility Vehicles,M&M,A,-5.383,0.6989,0.0342,0.1215,0.2177,50,dated_tabs
IND::Cars & Utility Vehicles,Cars & Utility Vehicles,FORCEMOT,Core,-0.6822,0.7355,0.0117,0.1856,0.1758,50,dated_tabs
IND::Cars & Utility Vehicles,Cars & Utility Vehicles,MARUTI,B,0.7412,0.6198,0.0447,0.1837,0.3185,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,MGL,A,-1.6766,0.7396,0.0445,0.2157,0.5745,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,IGL,A,-0.5148,0.5241,0.0896,0.2082,0.5798,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,GSPL,Core,-0.4888,0.4591,0.073,0.1811,0.6579,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,GUJGASLTD,Core,-0.25,0.4924,0.1681,0.179,0.724,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,GAIL,Core,0.0,0.4815,0.1546,0.212,0.4235,50,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,WABAG,B,3.5472,-0.1032,0.2926,0.2337,0.201,42,dated_tabs
IND::Utilities:Non-Electrical,Utilities:Non-Electrical,IONEXCHANG,B,4.0978,-0.2393,0.2245,0.2593,0.5392,50,dated_tabs
IND::Shipping,Shipping,MAZDOCK,A,-1.004,0.7151,0.086,0.1756,0.2379,48,dated_tabs
IND::Shipping,Shipping,GRSE,Core,-0.0349,0.6661,0.1315,0.1717,0.2917,46,dated_tabs
IND::Shipping,Shipping,GESHIP,Core,0.0386,0.5626,0.098,0.24,0.3189,50,dated_tabs
IND::Shipping,Shipping,ENGINERSIN,B,0.7208,0.5441,0.1303,0.2473,0.3898,50,dated_tabs
IND::General Insurance,General Insurance,GICRE,A,-0.8145,0.575,0.0778,0.1788,0.4034,49,dated_tabs
IND::General Insurance,General Insurance,ICICIGI,A,-0.7806,0.5108,0.0926,0.1282,0.3923,50,dated_tabs
IND::General Insurance,General Insurance,ENTERO,Core,-0.0894,0.4485,0.155,0.274,0.6128,20,dated_tabs
IND::General Insurance,General Insurance,PGIL,Core,0.3339,0.2434,0.2774,0.1151,0.1493,23,dated_tabs
IND::General Insurance,General Insurance,STARHEALTH,B,0.4797,0.2019,0.2452,0.2071,0.7692,50,dated_tabs
IND::General Insurance,General Insurance,AWFIS,B,0.5191,0.2106,0.2197,0.2733,0.6773,20,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,UNITDSPR,A,-1.0033,0.3758,0.093,0.1956,0.3232,29,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,UBL,A,-0.5935,0.3522,0.1272,0.2077,0.6027,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,TI,A,-0.468,0.4418,0.1588,0.2355,0.4077,38,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,TRIVENI,Core,-0.3688,0.2654,0.1122,0.2159,0.4442,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,LTFOODS,Core,-0.1779,0.4324,0.227,0.1977,0.1991,39,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,BALRAMCHIN,Core,-0.1089,0.3718,0.1523,0.2631,0.5182,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,GLOBUSSPR,Core,-0.0526,0.5869,0.2142,0.3083,0.6081,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,RADICO,Core,-0.0231,0.3938,0.2083,0.2235,0.1531,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,GODREJAGRO,Core,0.1312,0.2894,0.1257,0.289,0.5756,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,NIITMTS,Core,0.4899,0.2239,0.2154,0.2094,0.7394,32,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,CCL,B,0.5432,0.2951,0.1932,0.2782,0.4885,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,SULA,B,1.3375,0.3055,0.3541,0.222,0.9432,50,dated_tabs
IND::Breweries & Distilleries,Breweries & Distilleries,VBL,B,1.9706,0.2899,0.3815,0.28,0.3423,50,dated_tabs
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,ONESOURCE,A,-4.6289,0.831,0.0,0.2357,0.4474,10,dated_tabs
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,ITC,Core,-3.5869,0.3722,0.0,0.2022,0.5527,50,dated_tabs
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,VSTIND,Core,-0.7065,0.5897,0.2185,0.1323,0.758,50,dated_tabs
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,VMM,Core,-0.0646,0.4024,0.235,0.1048,0.2102,11,dated_tabs
IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,GODFRYPHLP,B,0.0792,0.4489,0.2175,0.2179,0.2414,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JINDALSTEL,A,-1.5418,0.7281,0.0895,0.1431,0.3123,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,GPIL,A,-0.821,0.2866,0.1012,0.1747,0.2777,40,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,TATASTEEL,A,-0.5482,0.3441,0.1154,0.2168,0.3963,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JSWSTEEL,Core,-0.4833,0.5333,0.1769,0.1883,0.4007,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SAIL,Core,-0.4762,0.499,0.1335,0.2364,0.5012,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SHYAMMETL,Core,-0.3401,0.0448,0.167,0.1346,0.2768,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,JSL,Core,-0.1719,0.3994,0.1666,0.2316,0.1332,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,KIRLFER,Core,-0.131,0.5087,0.1846,0.2372,0.5555,48,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,IMFA,Core,0.2965,0.2692,0.1911,0.2607,0.3224,38,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,KSL,Core,0.546,-0.0116,0.2272,0.2083,0.5126,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,RATNAMANI,Core,0.6104,0.2728,0.2168,0.2858,0.6262,50,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,SARDAEN,B,0.7519,0.0722,0.2768,0.1999,0.2883,38,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,NSLNISP,B,0.803,0.2916,0.2831,0.2424,0.8299,43,dated_tabs
IND::Iron & Steel/Interm.Products,Iron & Steel/Interm.Products,MAHSEAMLES,B,0.9211,0.1128,0.2225,0.3044,0.4517,49,dated_tabs
IND::Life Insurance,Life Insurance,HDFCLIFE,A,-0.745,0.8834,0.0384,0.2265,0.4448,50,dated_tabs
IND::Life Insurance,Life Insurance,ICICIPRULI,Core,-0.3052,0.7719,0.1516,0.1748,0.5571,50,dated_tabs
IND::Life Insurance,Life Insurance,SBILIFE,Core,-0.2682,0.6782,0.0287,0.1938,0.3907,50,dated_tabs
IND::Life Insurance,Life Insurance,MFSL,Core,0.2037,0.7166,0.1222,0.2313,0.2454,50,dated_tabs
IND::Life Insurance,Life Insurance,LICI,B,2.9037,0.0423,0.2427,0.2034,0.5594,50,dated_tabs
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,HINDALCO,A,-0.7856,0.7318,0.0562,0.1924,0.3685,50,dated_tabs
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,HINDZINC,Core,-0.1772,0.7178,0.0822,0.2585,0.5829,27,dated_tabs
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,NATIONALUM,Core,-0.1042,0.6373,0.0778,0.2459,0.3502,50,dated_tabs
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,HINDCOPPER,Core,0.7303,0.5328,0.1089,0.304,0.3923,50,dated_tabs
IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,VEDL,B,1.18,0.5453,0.1514,0.2992,0.3345,41,dated_tabs
IND::IT Software Products,IT Software Products,CENTUM,A,-0.9297,0.663,0.1448,0.2495,0.322,48,dated_tabs
IND::IT Software Products,IT Software Products,INTELLECT,A,-0.5684,0.4141,0.1513,0.2412,0.3264,50,dated_tabs
IND::IT Software Products,IT Software Products,RATEGAIN,Core,-0.0494,0.3742,0.2067,0.3363,0.3368,50,dated_tabs
IND::IT Software Products,IT Software Products,ZAGGLE,Core,-0.022,0.2266,0.2227,0.2408,0.4837,32,dated_tabs
IND::IT Software Products,IT Software Products,ABDL,Core,0.2172,0.2799,0.3689,0.1429,0.0629,20,dated_tabs
IND::IT Software Products,IT Software Products,CYIENTDLM,Core,0.2751,-0.0472,0.2535,0.1574,0.8101,32,dated_tabs
IND::IT Software Products,IT Software Products,TATATECH,B,0.4775,-0.0158,0.3073,0.1721,0.8212,31,dated_tabs
IND::IT Software Products,IT Software Products,OPTIEMUS,B,0.629,0.1893,0.3352,0.3025,0.4634,38,dated_tabs
IND::Travel Support Services,Travel Support Services,THOMASCOOK,A,-0.2023,0.5939,0.1032,0.2831,0.5363,50,dated_tabs
IND::Travel Support Services,Travel Support Services,IRCTC,Core,1.4875,0.256,0.0763,0.1884,0.7333,50,dated_tabs
IND::Travel Support Services,Travel Support Services,YATRA,B,3.4695,0.5623,0.3947,0.3903,0.7828,24,dated_tabs
IND::Paper & Paper Products,Paper & Paper Products,WSTCSTPAPR,A,-0.4721,0.7629,0.0134,0.1442,0.8128,50,dated_tabs
IND::Paper & Paper Products,Paper & Paper Products,JKPAPER,Core,-0.2023,0.766,0.0583,0.1743,0.7259,50,dated_tabs
IND::Paper & Paper Products,Paper & Paper Products,TCPLPACK,B,53.4194,-0.0205,0.3154,0.246,0.3875,50,dated_tabs
IND::Gems & Jewellery,Gems & Jewellery,THANGAMAYL,A,-1.0996,0.7456,0.0793,0.1789,0.2801,50,dated_tabs
IND::Gems & Jewellery,Gems & Jewellery,TITAN,Core,0.237,0.2994,0.1531,0.2173,0.2963,50,dated_tabs
IND::Gems & Jewellery,Gems & Jewellery,KALYANKJIL,Core,0.2731,0.433,0.1461,0.287,0.1873,50,dated_tabs
IND::Gems & Jewellery,Gems & Jewellery,SENCO,B,0.613,0.6935,0.2194,0.3053,0.6696,32,dated_tabs
IND::Healthcare Services,Healthcare Services,ETERNAL,A,-1.0751,0.6993,0.1139,0.1001,0.2534,16,dated_tabs
IND::Healthcare Services,Healthcare Services,LALPATHLAB,A,-0.5111,0.4207,0.0385,0.1965,0.4531,50,dated_tabs
IND::Healthcare Services,Healthcare Services,METROPOLIS,A,-0.2638,0.576,0.0984,0.2275,0.4916,50,dated_tabs
IND::Healthcare Services,Healthcare Services,VIJAYA,Core,-0.0894,0.4681,0.1368,0.2024,0.2758,50,dated_tabs
IND::Healthcare Services,Healthcare Services,KOVAI,Core,-0.0355,0.2317,0.1428,0.1526,0.2567,48,dated_tabs
IND::Healthcare Services,Healthcare Services,SWIGGY,Core,0.3439,0.6315,0.2581,0.2184,0.5602,14,dated_tabs
IND::Healthcare Services,Healthcare Services,KRSNAA,B,0.5131,0.3893,0.2091,0.2322,0.427,50,dated_tabs
IND::Healthcare Services,Healthcare Services,MEDIASSIST,B,0.8098,0.0284,0.2633,0.1576,0.6529,22,dated_tabs
IND::Healthcare Services,Healthcare Services,THYROCARE,B,1.3291,0.403,0.2334,0.3598,0.3717,50,dated_tabs
IND::Mining,Mining,MOIL,A,-0.572,0.6779,0.0422,0.2197,0.4713,50,dated_tabs
IND::Mining,Mining,SANDUMA,Core,-0.3242,0.7867,0.0704,0.2196,0.3801,36,dated_tabs
IND::Mining,Mining,NMDC,Core,0.5718,0.6639,0.065,0.2728,0.4397,50,dated_tabs
IND::Mining,Mining,TEGA,B,1.57,0.2973,0.0991,0.1901,0.3526,50,dated_tabs
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,PGHL,A,-0.3729,0.5419,0.1269,0.2094,0.5152,50,dated_tabs
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,SUPRIYA,Core,-0.2551,0.6293,0.1092,0.3098,0.3745,48,dated_tabs
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,AMRUTANJAN,Core,0.3729,0.4414,0.2083,0.2169,0.5576,50,dated_tabs
IND::Pharmaceuticals::A,Pharmaceuticals - Cluster A,NEULANDLAB,B,0.6907,0.2725,0.2558,0.1352,0.1803,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,IPCALAB,A,-1.4074,0.6398,0.084,0.2134,0.3946,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,ASTRAZEN,A,-0.8631,0.3749,0.1201,0.1653,0.3203,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,MANKIND,A,-0.8088,0.4296,0.109,0.2338,0.3932,43,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,JUBLPHARMA,Core,-0.4537,0.3486,0.1575,0.1518,0.1806,36,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,JBCHEPHARM,Core,-0.357,0.5582,0.1849,0.1581,0.3303,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,GLAXO,Core,-0.2634,0.1993,0.1271,0.2551,0.4784,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,ABBOTINDIA,Core,-0.2493,0.1678,0.1495,0.177,0.4595,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,GUFICBIO,Core,-0.2065,0.3899,0.1759,0.1755,0.5392,38,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,SANOFI,Core,0.212,0.4505,0.1894,0.2688,0.4539,47,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,PPLPHARMA,Core,0.2962,0.3457,0.1764,0.3007,0.5301,50,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,WOCKPHARMA,Core,0.563,0.0863,0.2026,0.2086,0.0801,38,dated_tabs
IND::Pharmaceuticals::B::B,Pharmaceuticals - Cluster B,ANUP,B,0.5999,0.5545,0.2002,0.3764,0.4407,23,dated_tabs
