symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
SMARTWORKS,UNCLASSIFIED::B::B::A::B::B,Cross-Sector · Group 3,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
SMSPHARMA,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
SOBHA,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SOLARINDS,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Basic Materials,Other Industrial Products,IND::Other Industrial Products
SOMANYCERA,IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,primary,1,1.0,,,,Industrials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
SONACOMS,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SONATSOFTW,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
SOTL,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
SOUTHBANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
SPAL,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
SPANDANA,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SPARC,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
SPICEJET,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
SPLPETRO,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Petrochemicals,IND::Agrochemicals
SRF,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SSWL,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
STAR,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
STARCEMENT,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
STARHEALTH,IND::General Insurance,General Insurance,General Insurance,primary,1,1.0,,,,Financial Services,General Insurance,IND::General Insurance
STLTECH,UNCLASSIFIED::B::A::A,Cross-Sector · Group 10,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::A
STOVEKRAFT,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
STUDDS,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
STYL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
STYLAMIND,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,Consumer Cyclical,Forest Products,IND::Forest Products
STYRENIX,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUBROS,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
SUDARSCHEM,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUDEEPPHRM,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
SULA,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
SUMICHEM,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
SUNCLAY,IND::Auto Parts & Equipment::A,Auto Parts & Equipment · Group 4,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
SUNDARMFIN,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SUNDRMFAST,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
SUNPHARMA,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
SUNTV,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Broadcasting & Cable TV,IND::Internet Software & Services
SUPRAJIT,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SUPREMEIND,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Industrials,Plastic Products,IND::Plastic Products
SUPRIYA,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::A
SURAKSHA,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
SURYAROSNI,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
SUZLON,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
SWANCORP,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
SWIGGY,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,,,IND::Healthcare Services
SYMPHONY,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Consumer Electronics,IND::Consumer Electronics
SYNGENE,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
SYRMA,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Technology,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
TARC,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
TARIL,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment - Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,,,IND::Asset Management Cos.
TATACAP,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
TATACHEM,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
TATACOMM,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Other Telecom Services,IND::Internet Software & Services
TATACONSUM,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
TATAELXSI,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TATAPOWER,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
TATASTEEL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
TATATECH,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,IT Software Products,IND::IT Software Products
TATVA,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
TBOTEK,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,,,IND::Forest Products
TCI,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Surface Transportation,IND::Other Industrial Goods
TCPLPACK,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,primary,1,1.0,,,,Consumer Cyclical,Paper & Paper Products,IND::Paper & Paper Products
TCS,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TDPOWERSYS,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
TEAMLEASE,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Misc. Commercial Services,IND::Industrial Machinery::A
TECHM,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TECHNOE,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Industrials,Electric Utilities,IND::Electric Utilities::B
TEGA,IND::Mining,Mining,Mining,primary,1,1.0,,,,Industrials,Mining,IND::Mining
TENNIND,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
TEXRAIL,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
THANGAMAYL,IND::Gems & Jewellery,Gems & Jewellery,Gems & Jewellery,primary,1,1.0,,,,Consumer Cyclical,Gems & Jewellery,IND::Gems & Jewellery
THELEELA,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
THERMAX,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
THOMASCOOK,IND::Travel Support Services,Travel Support Services,Travel Support Services,primary,1,1.0,,,,Consumer Cyclical,Travel Support Services,IND::Travel Support Services
THYROCARE,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
TI,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
TIIL,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Industrials,Iron & Steel Products,IND::Iron & Steel Products
TIINDIA,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
TIMETECHNO,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Consumer Cyclical,Plastic Products,IND::Plastic Products
TIMKEN,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
TIPSMUSIC,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,,,IND::Other Industrial Products
TIRUMALCHM,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
TITAGARH,THEME::Railways & Defence Manufacturing,Railways & Defence Manufacturing,Railways & Defence Manufacturing,primary,1,1.0,,,,Industrials,Commercial Vehicles,IND::Commercial Vehicles
TITAN,IND::Gems & Jewellery,Gems & Jewellery,Gems & Jewellery,primary,1,1.0,,,,Consumer Cyclical,Gems & Jewellery,IND::Gems & Jewellery
TMCV,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
TMPV,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
TORNTPHARM,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
TORNTPOWER,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
TRANSRAILL,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
TRAVELFOOD,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
TRENT,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Cyclical,Department Stores,IND::Department Stores
TRITURBINE,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
TRIVENI,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Sugar,IND::Breweries & Distilleries
TRUALT,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
TTKPRESTIG,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
TVSHLTD,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
TVSMOTOR,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,primary,1,1.0,,,,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
UBL,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
UJJIVANSFB,IND::Banks::B::A,Banks · Group 3,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::A
ULTRACEMCO,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
UNIECOM,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
UNIMECH,UNCLASSIFIED::B::A::A,Cross-Sector · Group 10,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::A
UNIONBANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
UNITDSPR,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
UNIVCABLES,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::A
UNOMINDA,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
UPL,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
URBANCO,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
USHAMART,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
UTIAMC,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,Financial Services,Asset Management Cos.,IND::Asset Management Cos.
V2RETAIL,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Cyclical,Department Stores,IND::Department Stores
VARROC,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
VBL,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Non-alcoholic Beverages,IND::Breweries & Distilleries
VEDL,IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,Aluminium and Aluminium Products,primary,1,1.0,,,,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
VENTIVE,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,,,IND::Personal Products
VENUSPIPES,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
VESUVIUS,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
VGUARD,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
VIJAYA,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
VIKRAMSOLR,UNCLASSIFIED::NoRank,Cross-Sector (no Rank) · Group 4,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::NoRank
VINATIORGA,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
VINCOFE,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
VIPIND,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
VISHNU,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
VMART,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Cyclical,Department Stores,IND::Department Stores
VMM,IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,primary,1,1.0,,,,,,IND::Cigarettes-Tobacco Products
VOLTAMP,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
VOLTAS,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Industrials,Consumer Electronics,IND::Consumer Electronics
VRLLOG,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
VSTIND,IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,primary,1,1.0,,,,Consumer Defensive,Cigarettes-Tobacco Products,IND::Cigarettes-Tobacco Products
VSTTILLERS,IND::Commercial Vehicles,Commercial Vehicles,Commercial Vehicles,primary,1,1.0,,,,Industrials,Commercial Vehicles,IND::Commercial Vehicles
VTL,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
WAAREEENER,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,primary,1,1.0,,,,,,IND::Other Electrical Equipment/Products::A
WABAG,IND::Utilities:Non-Electrical,Utilities:non-Electrical,Utilities:non-Electrical,primary,1,1.0,,,,Industrials,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
WAKEFIT,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
WELCORP,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
WENDT,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::A
WESTLIFE,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
WEWORK,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
WHEELS,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
WHIRLPOOL,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Consumer Electronics,IND::Consumer Electronics
WINDLAS,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
WIPRO,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
WOCKPHARMA,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
WSTCSTPAPR,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,primary,1,1.0,,,,Basic Materials,Paper & Paper Products,IND::Paper & Paper Products
XPROINDIA,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
YATHARTH,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
YATRA,IND::Travel Support Services,Travel Support Services,Travel Support Services,primary,1,1.0,,,,Consumer Cyclical,Travel Support Services,IND::Travel Support Services
YESBANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
ZAGGLE,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,IT Software Products,IND::IT Software Products
ZEEL,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Broadcasting & Cable TV,IND::Internet Software & Services
ZENSARTECH,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
ZENTEC,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Defence,IND::Defence
ZFCVINDIA,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
ZOTA,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
ZYDUSLIFE,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
ZYDUSWELL,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
