Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority
SOMANYCERA,Furniture-Furnishing-Paints,industry_mode,0.92,Industrials,Furniture-Furnishing-Paints,,False,0.0409061212404587,0.07,48,False,,8.0
GICRE,General Insurance,industry_mode,0.92,Financial Services,General Insurance,,False,0.2027648987170457,0.21,49,False,,8.0
GODIGIT,General Insurance,manual_lock,0.99,,,Insurance,True,0.6698721677950276,0.0,20,False,,1.0
STARHEALTH,General Insurance,industry_mode,0.92,Financial Services,General Insurance,,False,0.7708623272855792,0.1625,50,False,,8.0
FEDFINA,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.4146585674325455,0.05,31,False,,6.0
IIFL,Gold & Bullion,theme_park_manual,0.94,Financial Services,Other Financial Services,GOLD,False,0.1726919850052814,0.08,50,False,,6.0
MANAPPURAM,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.4248354037019181,0.09,50,False,,6.0
MUTHOOTFIN,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.3096562171817063,0.1425,50,False,,6.0
POONAWALLA,Gold & Bullion,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),GOLD,False,0.627555556206078,0.0575,50,False,,6.0
CONCORDBIO,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Biotechnology,,False,0.6376968509056226,0.105,32,True,low_fundamental_confidence,35.0
KOVAI,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Services,,False,0.4404176460805651,0.155,48,True,low_fundamental_confidence,35.0
MEDIASSIST,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Services,,False,0.6410460328368303,0.1425,22,True,low_fundamental_confidence,35.0
MEDPLUS,Healthcare - Diversified,industry_mode|tiny_to_sector,0.65,Healthcare,Healthcare Supplies,,False,0.556956830206893,0.15,50,True,low_fundamental_confidence,35.0
BAJAJHLDNG,Holding Companies,industry_mode,0.92,Financial Services,Holding Companies,,False,0.6109668696774019,0.005,50,False,,8.0
CHOLAHLDNG,Holding Companies,industry_mode,0.92,Financial Services,Holding Companies,,False,0.6433649890120335,0.02,50,False,,8.0
RANEHOLDIN,Holding Companies,industry_mode,0.92,Consumer Cyclical,Holding Companies,,False,0.1281071276550483,0.14,46,False,,8.0
APOLLOHOSP,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.2441477043684506,0.075,50,False,,6.0
ARTEMISMED,Hospitals,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,-0.1048559478752388,0.11,42,True,rank_divergence_flag,16.0
ASTERDM,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6173373795083269,0.1225,50,False,,6.0
FORTIS,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.2051227267877402,0.13,50,False,,6.0
HCG,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.3838199856351679,0.14,50,False,,6.0
JLHL,Hospitals,industry_mode,0.78,Healthcare,Healthcare Facilities,,False,0.1751952747996311,0.09,32,False,,22.0
KIMS,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6077465772406451,0.09,50,False,,6.0
MAXHEALTH,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.6263120786217313,0.07,50,False,,6.0
MEDANTA,Hospitals,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,0.2893190849891984,0.1475,50,False,,8.0
NH,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.4374122225786981,0.1,50,False,,6.0
RAINBOW,Hospitals,industry_mode,0.92,Healthcare,Healthcare Facilities,,False,0.5481376212026579,0.105,50,False,,8.0
YATHARTH,Hospitals,theme_park_manual,0.94,Healthcare,Healthcare Facilities,Hospitals,False,0.3027647819379527,0.17,32,False,,6.0
CHALET,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.5255990217545292,0.065,50,False,,6.0
EIHOTEL,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.7155535411863614,0.06,50,False,,6.0
INDHOTEL,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.4726933684952618,0.12,50,False,,6.0
LEMONTREE,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.7881394389275449,0.0525,50,False,,6.0
MHRIL,Hotels,industry_mode,0.92,Consumer Cyclical,Hotels,,False,0.3955155564116573,0.2025,50,False,,8.0
SAMHI,Hotels,theme_park_manual,0.94,Consumer Cyclical,Hotels,HOTELS,False,0.391450554147039,0.07,32,False,,6.0
VENTIVE,Hotels,theme_park_manual,0.94,,,HOTELS,False,0.3800674807037918,0.05,11,False,,6.0
BAJAJELEC,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.2129132641569462,0.25,39,True,rank_residual_flag,14.0
CROMPTON,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.5779707673744251,0.0225,50,False,,8.0
IFBIND,Household Appliances,industry_mode,0.92,Consumer Cyclical,Household Appliances,,False,0.4525099129762369,0.03,50,False,,8.0
BORORENEW,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.5851280924835032,0.215,40,False,,8.0
LAOPALA,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.2621583034031672,0.2075,50,False,,8.0
STOVEKRAFT,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.541179029835066,0.095,47,False,,8.0
TTKPRESTIG,Houseware,industry_mode,0.92,Consumer Cyclical,Houseware,,False,0.2953416229058168,0.085,50,False,,8.0
AADHARHFC,Housing Finance,theme_park_manual,0.94,,,Housing Fin,False,0.5278615816346162,0.1675,20,False,,6.0
AAVAS,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.4149764101753768,0.23,50,True,rank_residual_flag,12.0
APTUS,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3728525450500787,0.17,50,False,,6.0
CANFINHOME,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.4640821602458073,0.075,50,False,,8.0
HOMEFIRST,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.5783876343394532,0.0625,50,False,,6.0
HUDCO,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2113217357356457,0.1575,38,False,,8.0
INDIASHLTR,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3557379775208718,0.1525,30,False,,6.0
LICHSGFIN,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2799881477795419,0.1225,50,False,,8.0
PNBHOUSING,Housing Finance,theme_park_manual,0.94,Financial Services,Housing Finance,Housing Fin,False,0.3494740801224038,0.1525,50,False,,6.0
REPCOHOME,Housing Finance,industry_mode,0.92,Financial Services,Housing Finance,,False,0.2472312035081137,0.1525,50,False,,8.0
INTELLECT,IT Products,theme_park_manual,0.94,,IT Software Products,,False,0.5052374971763285,0.1025,50,False,,6.0
RATEGAIN,IT Products,theme_park_manual,0.94,Technology,IT Software Products,IT (products),False,0.6137539418058628,0.08,50,False,,6.0
TATATECH,IT Products,industry_mode,0.78,Technology,IT Software Products,,False,0.3404765061043472,0.08,31,False,,22.0
BSOFT,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.4609750850739974,0.265,50,True,rank_residual_flag,14.0
CIGNITITEC,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.3181549641491891,0.28,42,True,rank_residual_flag,14.0
COFORGE,IT Services,theme_park_manual,0.94,Technology,IT Consulting & Software,IT (mid),False,0.3962143077730619,0.205,50,False,,6.0
CYIENT,IT Services,industry_mode,0.92,Industrials,IT Consulting & Software,,False,0.3643382716616121,0.29,50,True,rank_residual_flag,14.0
ECLERX,IT Services,theme_park_manual,0.94,Technology,BPO/KPO,IT (mid),False,0.2874817877450786,0.165,50,False,,6.0
HAPPSTMNDS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.0421378243198446,0.365,50,True,rank_residual_flag,14.0
HCLTECH,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.5399205576788377,0.075,50,False,,8.0
INFY,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.5831548578804198,0.07,50,False,,8.0
KPITTECH,IT Services,theme_park_manual,0.94,Technology,IT Consulting & Software,IT (mid),False,0.4220591508214862,0.15,50,False,,6.0
LTIM,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.7196055350119669,0.13,50,False,,8.0
LTTS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.6023677071466568,0.09,50,False,,8.0
MASTEK,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.3470567218727023,0.1175,48,False,,8.0
MPHASIS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.7112821635234435,0.0875,50,False,,8.0
NEWGEN,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.0227991810041839,0.215,46,False,,8.0
OFSS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.1855620354033775,0.175,50,False,,8.0
PERSISTENT,IT Services,theme_park_manual,0.94,Technology,IT Consulting & Software,IT (mid),False,0.5518614027649545,0.23,50,True,rank_residual_flag,12.0
RAMCOSYS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.1160953551913983,0.2775,48,True,rank_residual_flag,14.0
SAGILITY,IT Services,theme_park_manual,0.94,,,IT (mid),False,-0.0983609923617983,0.2825,14,True,rank_divergence_flag;rank_residual_flag,20.0
SONATSOFTW,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.4330437468879752,0.275,50,True,rank_residual_flag,14.0
TATAELXSI,IT Services,theme_park_manual,0.94,Technology,IT Consulting & Software,IT (mid),False,0.4005007765108676,0.195,50,False,,6.0
TCS,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.6741387676893469,0.12,50,False,,8.0
TECHM,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.6165294436040639,0.13,50,False,,8.0
WIPRO,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.5007205544093676,0.14,50,False,,8.0
ZENSARTECH,IT Services,industry_mode,0.92,Technology,IT Consulting & Software,,False,0.4328526945622259,0.1925,50,False,,8.0
ANUP,Industrial Engineering,theme_park_manual,0.94,,,Engineering,False,0.541252543862728,0.11,23,False,,6.0
JYOTICNC,Industrial Engineering,theme_park_manual,0.94,Industrials,Industrial Machinery,Engineering,False,0.7589500190182159,0.05,27,False,,6.0
PITTIENG,Industrial Engineering,theme_park_manual,0.94,Industrials,Other Electrical Equipment/Products,Engineering,False,0.6181516540061911,0.08,50,False,,6.0
SANSERA,Industrial Engineering,theme_park_manual,0.94,Industrials,Auto Parts & Equipment,Engineering,False,0.4148113739832201,0.14,50,False,,6.0
3MINDIA,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,-0.0414512183394244,0.1575,50,True,rank_divergence_flag,16.0
AZAD,Industrial Machinery,industry_mode,0.78,Industrials,Industrial Machinery,,False,0.041804938399091,0.195,30,False,,22.0
CUMMINSIND,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.2399676682629318,0.18,50,False,,8.0
ELECON,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.2838318207709084,0.13,50,False,,8.0
GMMPFAUDLR,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,-0.3669827220009574,0.34,50,True,rank_divergence_flag;rank_residual_flag,22.0
INGERRAND,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.2725833914898109,0.09,50,False,,8.0
ISGEC,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.3980637381065589,0.1275,50,False,,8.0
KIRLOSBROS,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.2978378090235496,0.1275,50,False,,8.0
KIRLPNU,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.1708581796324227,0.205,50,False,,8.0
KSB,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.3301297188934168,0.14,50,False,,8.0
PRAJIND,Industrial Machinery,industry_mode,0.86,Industrials,Industrial Machinery,,False,0.3755041460517149,0.24,50,True,rank_residual_flag,20.0
WENDT,Industrial Machinery,industry_mode,0.92,Industrials,Industrial Machinery,,False,0.415796911961368,0.17,42,False,,8.0
BHARATFORG,Industrial Products,industry_mode,0.92,Consumer Cyclical,Other Industrial Products,,False,0.639524503587859,0.105,50,False,,8.0
CARBORUNIV,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2294062590042269,0.11,50,False,,8.0
GRINDWELL,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2595855944069287,0.19,50,False,,8.0
HAPPYFORGE,Industrial Products,industry_mode,0.78,Industrials,Other Industrial Products,,False,0.3268407558129725,0.055,30,False,,22.0
INOXINDIA,Industrial Products,industry_mode,0.78,Industrials,Other Industrial Products,,False,0.3856678385625003,0.125,30,False,,22.0
JINDALSAW,Industrial Products,industry_mode,0.92,Basic Materials,Other Industrial Products,,False,0.2407625450545188,0.21,46,False,,8.0
KENNAMET,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2808934107092221,0.145,48,False,,8.0
MMFL,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2852831136237551,0.22,50,False,,8.0
PTCIL,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.159516883398785,0.31,47,True,rank_residual_flag,14.0
SOLARINDS,Industrial Products,industry_mode,0.92,Basic Materials,Other Industrial Products,,False,0.2352763225929505,0.235,50,True,rank_residual_flag,14.0
TIMKEN,Industrial Products,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.5088861599867377,0.125,50,False,,8.0
CONCOR,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Warehousing and Logistics,,False,-0.1438212289241751,0.205,50,True,low_fundamental_confidence;rank_divergence_flag,43.0
DOMS,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Commodity Printing/Stationery,,False,0.3031063912791042,0.255,30,True,low_fundamental_confidence;rank_residual_flag,41.0
ENGINERSIN,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Consulting Services,,False,0.1224735764016559,0.13,50,True,low_fundamental_confidence,35.0
FLAIR,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Commodity Printing/Stationery,,False,0.6547849121393874,0.2,29,True,low_fundamental_confidence,35.0
GODREJIND,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Diversified,,False,0.5033303459356824,0.165,50,True,low_fundamental_confidence,35.0
GPPL,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Marine Port & Services,,False,0.3127478439766536,0.22,50,True,low_fundamental_confidence,35.0
GRSE,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Shipping,,False,0.0544140082964642,0.2275,46,True,low_fundamental_confidence;rank_residual_flag,41.0
JSWINFRA,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Marine Port & Services,,False,0.0688073618764386,0.165,32,True,low_fundamental_confidence,35.0
SIS,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Misc. Commercial Services,,False,0.2131312853621752,0.1775,50,True,low_fundamental_confidence,35.0
TCI,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Surface Transportation,,False,0.1885766158325413,0.115,50,True,low_fundamental_confidence,35.0
TEAMLEASE,Industrials - Diversified,industry_mode|tiny_to_sector,0.65,Industrials,Misc. Commercial Services,,False,0.1531581283713404,0.2475,50,True,low_fundamental_confidence;rank_residual_flag,41.0
BAJAJFINSV,Insurance,theme_park_manual,0.94,Financial Services,Holding Companies,Insurance,False,0.6857478923879093,0.055,50,False,,6.0
HDFCLIFE,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.8483866251313513,0.0525,50,False,,6.0
ICICIGI,Insurance,theme_park_manual,0.94,Financial Services,General Insurance,Insurance,False,0.6173666771411134,0.09,50,False,,6.0
ICICIPRULI,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.7330959851064538,0.155,50,False,,6.0
MFSL,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.5638762564030861,0.1125,50,False,,6.0
SBILIFE,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.8116707150731501,0.045,50,False,,6.0
BLUESTONE,Jewellery,theme_park_manual,0.94,,,Jewellery,False,,,0,False,,6.0
KALYANKJIL,Jewellery,theme_park_manual,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.4725768261216486,0.1325,50,False,,6.0
PNGJL,Jewellery,theme_park_manual,0.94,,,Jewellery,False,0.0794188583131353,0.145,17,False,,6.0
THANGAMAYL,Jewellery,theme_park_manual,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.7327929009117335,0.035,50,False,,6.0
TITAN,Jewellery,theme_park_manual,0.94,Consumer Cyclical,Gems & Jewellery,Jewellery,False,0.2668865368633742,0.1025,50,False,,6.0
ETHOSLTD,Luxury Consumer,theme_park_manual,0.94,Consumer Cyclical,Specialty Retail,Luxury Consumer,False,0.5345525260729544,0.05,50,False,,6.0
PHOENIXLTD,Luxury Consumer,theme_park_manual,0.94,Real Estate,Realty,Luxury Consumer,False,0.8244187065303318,0.05,50,False,,6.0
SAREGAMA,Media & Music,theme_park_manual,0.94,Communication Services,Movies & Entertainment,Music,False,0.849645685215179,0.03,35,False,,6.0
TIPSMUSIC,Media & Music,theme_park_manual,0.94,,,Music,False,0.7340177285563666,0.07,23,False,,6.0
POLYMED,Medical Devices,theme_park_manual,0.94,Healthcare,Healthcare Supplies,Medical Devices,False,0.701887679236266,0.155,50,False,,6.0
SHAILY,Medical Devices,theme_park_manual,0.94,Basic Materials,Plastic Products,Medical Devices,False,0.7523031602457511,0.155,50,False,,6.0
HINDALCO,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.7500566074374073,0.05,50,False,,6.0
HINDCOPPER,Metal Mines,theme_park_manual,0.94,Basic Materials,Copper,Metal Mines,False,0.5773992662929749,0.105,50,False,,6.0
HINDZINC,Metal Mines,theme_park_manual,0.94,Basic Materials,Zinc,Metal Mines,False,0.5300527399577888,0.08,27,False,,6.0
NATIONALUM,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.6261778578547049,0.07,50,False,,6.0
VEDL,Metal Mines,theme_park_manual,0.94,Basic Materials,Aluminium and Aluminium Products,Metal Mines,False,0.5695559978424951,0.15,41,False,,6.0
APLAPOLLO,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel Products,Metals,False,0.3487094447400486,0.0725,50,False,,6.0
SARDAEN,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Metals,False,0.6207489830149707,0.0,38,False,,6.0
SHYAMMETL,Metals,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Metals,False,0.6376628565950667,0.0625,50,False,,6.0
CREDITACC,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),Micro Fin,False,0.6776217115643969,0.06,50,False,,6.0
FUSION,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),,False,0.6121500755116827,0.075,48,False,,6.0
MASFIN,Micro Fin,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),,False,0.4424262434430724,0.05,50,False,,6.0
AIAENG,Mine Supply,theme_park_manual,0.94,Industrials,Other Industrial Goods,Mine Supply,False,0.5493164356234962,0.105,50,False,,6.0
TEGA,Mine Supply,theme_park_manual,0.94,Industrials,Mining,Mine Supply,False,0.8164088049826638,0.105,50,False,,6.0
MOIL,Mining,industry_mode,0.92,Basic Materials,Mining,,False,0.6918198388555076,0.03,50,False,,8.0
NMDC,Mining,industry_mode,0.92,Basic Materials,Mining,,False,0.8195530123779399,0.045,50,False,,8.0
SANDUMA,Mining,industry_mode,0.86,Basic Materials,Mining,,False,0.7863035429603136,0.055,36,False,,14.0
JMFINANCIL,Misc Financials,theme_park_manual,0.94,Financial Services,Holding Companies,Misc Financials,False,1.0,0.0,50,False,,6.0
ABCAPITAL,NBFC & Lending,theme_park_manual,0.94,Financial Services,Holding Companies,NBFC,False,0.4060268670125697,0.18,50,False,,6.0
BAJFINANCE,NBFC & Lending,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.5081699752451216,0.17,50,False,,6.0
CGCL,NBFC & Lending,industry_mode,0.92,Financial Services,Finance (including NBFCs),,False,0.1058847775702462,0.22,50,False,,8.0
CHOLAFIN,NBFC & Lending,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.6509029650016405,0.155,50,False,,6.0
FIVESTAR,NBFC & Lending,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.3451211670875576,0.16,50,False,,6.0
IRFC,NBFC & Lending,industry_mode,0.78,Financial Services,Finance (including NBFCs),,False,0.1658071495218501,0.25,46,True,rank_residual_flag,28.0
JIOFIN,NBFC & Lending,industry_mode,0.86,Financial Services,Finance (including NBFCs),,False,0.117167450468101,0.12,33,False,,14.0
LTF,NBFC & Lending,theme_park_manual,0.94,,,NBFC,False,0.1672551287901194,0.29,23,True,rank_residual_flag,12.0
M&MFIN,NBFC & Lending,industry_mode,0.92,Financial Services,Finance (including NBFCs),,False,0.4824954865281756,0.16,50,False,,8.0
PFC,NBFC & Lending,industry_mode,0.78,Financial Services,Finance (including NBFCs),,False,0.3342325793133915,0.26,50,True,rank_residual_flag,28.0
PFS,NBFC & Lending,industry_mode,0.68,Financial Services,Finance (including NBFCs),,False,0.1001118066315412,0.25,23,True,low_fundamental_confidence;rank_residual_flag,38.0
PIRAMALFIN,NBFC & Lending,theme_park_manual,0.94,,,NBFC,False,,,0,False,,6.0
RECLTD,NBFC & Lending,industry_mode,0.78,Financial Services,Finance (including NBFCs),,False,0.240854903143794,0.335,50,True,rank_residual_flag,28.0
SBFC,NBFC & Lending,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.3003156430929304,0.16,33,False,,6.0
SBICARD,NBFC & Lending,industry_mode,0.92,Financial Services,Finance (including NBFCs),,False,0.2456600241469603,0.305,50,True,rank_residual_flag,14.0
SHRIRAMFIN,NBFC & Lending,theme_park_manual,0.94,Financial Services,Finance (including NBFCs),NBFC,False,0.4898681393635714,0.245,50,True,rank_residual_flag,12.0
SPANDANA,NBFC & Lending,industry_mode,0.92,Financial Services,Finance (including NBFCs),,False,0.2579758057235582,0.34,44,True,rank_residual_flag,14.0
SUNDARMFIN,NBFC & Lending,industry_mode,0.92,Financial Services,Finance (including NBFCs),,False,0.3946008328307276,0.155,50,False,,8.0
CARTRADE,New Gen,theme_park_manual,0.94,Consumer Cyclical,Internet & Catalogue Retail,New Gen,False,0.6040531010220161,0.1375,50,False,,6.0
DELHIVERY,New Gen,theme_park_manual,0.94,Industrials,Transportation - Logistics,New Gen,False,0.3529807153064241,0.06,50,False,,6.0
ETERNAL,New Gen,theme_park_manual,0.94,,,New Gen,False,0.769146124715622,0.0375,16,False,,6.0
NYKAA,New Gen,theme_park_manual,0.94,Consumer Cyclical,Internet & Catalogue Retail,New Gen,False,0.0694684091952124,0.095,50,False,,6.0
PAYTM,New Gen,theme_park_manual,0.94,Technology,Internet Software & Services,New Gen,False,0.4929957448443214,0.2025,50,False,,6.0
POLICYBZR,New Gen,theme_park_manual,0.94,Financial Services,Internet Software & Services,New Gen,False,0.4667452293308911,0.2125,50,False,,6.0
SWIGGY,New Gen,theme_park_manual,0.94,,,New Gen,False,0.5542116661811866,0.355,14,True,rank_residual_flag,12.0
ZAGGLE,New Gen,theme_park_manual,0.94,Technology,IT Software Products,New Gen,False,0.4802005904747842,0.135,32,False,,6.0
CASTROLIND,Oil Marketing & Distribution,industry_mode,0.92,Energy,Oil Marketing & Distribution,,False,0.8209707396915997,0.01,50,False,,8.0
GULFOILLUB,Oil Marketing & Distribution,industry_mode,0.92,Basic Materials,Oil Marketing & Distribution,,False,0.450984064028258,0.04,50,False,,8.0
IOC,Oil Marketing & Distribution,industry_mode,0.92,Energy,Oil Marketing & Distribution,,False,0.4858345155438711,0.095,50,False,,8.0
AEGISLOG,Oil/Gas,theme_park_manual,0.94,Energy,Oil Marketing & Distribution,Oil/gas,False,0.3932342975212292,0.095,29,False,,6.0
OIL,Oil/Gas,theme_park_manual,0.94,Energy,Exploration & Production,,False,0.8195918702124991,0.045,50,False,,6.0
ONGC,Oil/Gas,theme_park_manual,0.94,Energy,Exploration & Production,,False,0.7520819715285879,0.0825,50,False,,6.0
PETRONET,Oil/Gas,theme_park_manual,0.94,Energy,Oil Marketing & Distribution,Oil/gas,False,0.6679892253435578,0.1275,50,False,,6.0
ARVINDFASN,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.4130057422767179,0.1,50,False,,8.0
GOCOLORS,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.3731047681534345,0.215,50,False,,8.0
KKCL,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.2244331139378577,0.085,50,False,,8.0
PAGEIND,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.0968179970846379,0.235,50,True,rank_residual_flag,14.0
SAFARI,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.6119397379196768,0.22,50,False,,8.0
SPAL,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.4537882837045112,0.105,48,False,,8.0
VIPIND,Other Apparels & Accessories,industry_mode,0.92,Consumer Cyclical,Other Apparels & Accessories,,False,0.3398860123907786,0.235,50,True,rank_residual_flag,14.0
ESABINDIA,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.5197466101753684,0.07,50,False,,8.0
RHIM,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.197249890317726,0.125,50,False,,8.0
SBCL,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.375108537856393,0.07,44,False,,8.0
SKFINDIA,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.5114767005457376,0.03,50,False,,8.0
VESUVIUS,Other Industrial Goods,industry_mode,0.92,Industrials,Other Industrial Goods,,False,0.1860395679824488,0.285,50,True,rank_residual_flag,14.0
BANKBARODA,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.711868026526016,0.04,50,False,,6.0
CANBK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.832317718468912,0.055,50,False,,6.0
INDIANB,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.5483126710162722,0.095,50,False,,6.0
