symbol,ptile,cmp,ff_mcap,52w Index,Return over 6months,Return over 1year,Market Capitalization,Promoter holding,Percentile_52w_Index,Percentile_Return_6months,Percentile_Return_1year,Total_Percentile_Score
JKIL,44,724.85,2925.0031,47.11,-7.56,9.09,5481.64,46.64,36,51,48,134.249893
PENIND,44,162.56,1320.78226,46.3,-5.4,6.74,2188.9,39.66,37,46,50,133.431981
SANSERA,44,1241.45,5355.30299,39.75,-9.87,21.78,7686.67,30.33,46,55,34,134.363978
SAPPHIRE,44,315.75,7486.45118,39.88,-4.68,11.68,10134.63,26.13,45,45,44,134.544913
SBFC,44,85.62,4202.3132,39.87,6.51,-2.04,9286.88,54.75,46,28,60,133.577859
SUZLON,44,58.16,68325.1849,44.85,-12.24,19.67,78761.02,13.25,39,59,36,134.2487
TBOTEK,44,1556.75,9409.53585,42.42,-5.19,NA,16926.67,44.41,42,46,46,133.612312
ARVINDFASN,45,494,4270.9032,42.89,3,-4.25,6590.9,35.2,41,33,62,136.482451
BAJAJ-AUTO,45,9155.6,114910.863,29.61,-2.88,18.32,255584.66,55.04,59,42,37,138.047887
BALKRISIND,45,2753.8,22228.2684,47.29,-12.6,12.29,53292.42,58.29,36,60,43,138.957009
FIVESTAR,45,743.35,17123.611,41.69,2.9,-4.15,21827.42,21.55,43,33,62,138.510505
GRSE,45,1596.65,4662.3588,42.72,-23.96,79.21,18283.76,74.5,42,85,9,135.683752
GOPAL,45,343.1,791.452431,19.24,2.53,NA,4275.81,81.49,71,34,34,138.696648
GREENPANEL,45,353.7,2034.9501,53.91,-1.72,-9.56,4341.69,53.13,28,40,68,136.393632
HDFCLIFE,45,625.5,66887.5175,45.74,-7.96,8.07,134636.71,50.32,38,51,48,137.233851
KCP,45,205.6,1477.62933,40.91,-6.59,10.24,2636.27,43.95,44,49,46,139.267134
MAXIND,45,257.05,544.742616,48.91,-15.72,21.54,1110.36,50.94,33,68,34,135.706077
MSPL,45,35.21,1083.15407,30.41,1.41,12.49,1715.48,36.86,58,36,43,135.96504
VOLTAS,45,1323.95,30531.395,33.31,-9.52,25.09,43804.01,30.3,53,54,30,137.677793
BEPL,46,121.66,1284.81004,41.99,-10.53,15.26,3020.95,57.47,43,56,40,139.268052
BHARATRAS,46,10213.35,1057.07266,31.6,-2.77,13.21,4226.6,74.99,55,42,42,139.406966
CHOLAFIN,46,1265.5,53307.9818,39.68,-5.23,9.01,106466.91,49.93,46,46,48,139.410216
EMAMILTD,46,625.8,12355.2524,47.12,-19.09,24.8,27364.9,54.85,36,74,31,140.736886
EMBASSY,46,369.08,32273.5976,41.49,-1.13,0.13,34962.19,7.69,44,39,57,140.152613
EKC,46,152.64,558.025581,33.99,-3.06,10.61,1711.21,67.39,52,42,46,140.115886
FDC,46,483,2385.85265,30.71,-2.6,14.13,7863.72,69.66,57,41,41,139.746238
FMGOETZE,46,389.15,541.575414,43.25,-5.43,3.43,2164.57,74.98,41,46,53,140.415124
HDFCAMC,46,3908.1,39730.4171,34.01,-1.91,9.57,83607.78,52.48,52,41,47,139.982681
MANINFRA,46,203.16,2541.8603,38.99,13.71,-13.66,7614.92,66.62,47,21,73,140.844357
PRESTIGE,46,1431.7,24025.5326,41.94,-12.48,18.15,61509.3,60.94,43,60,38,140.456226
VADILALIND,46,3885.05,983.027805,37.75,-10.99,19.86,2787.15,64.73,48,57,36,140.942804
