symbol,ptile,cmp,ff_mcap,52w Index,Return over 6months,Return over 1year,Market Capitalization,Promoter holding,Percentile_52w_Index,Percentile_Return_6months,Percentile_Return_1year,Total_Percentile_Score
CUBEINVIT,21,127.5,9044.759352,72.83,5.72,27.5,17014.22,46.84,23,31,23,77.37348435862697
DCMSHRIRAM,21,1232.8,6414.38298,70.48,10.19,22.63,19158.85,66.52,25,25,27,76.49145019006548
DHANUKA,21,1747.1,2363.6291280000005,78.52,20.2,3.63,7963.71,70.32,19,14,45,78.77505063603975
IPL,21,223.27,936.9915540000001,89.66,22.01,-4.04,2574.86,63.61,10,13,54,77.42826079962168
JSLL,21,426.4,1932.975646,75.58,-4.51,98.33,5300.18,63.53,22,50,5,76.90047903622433
MEDPLUS,21,904.5,6463.069221999999,67.14,6.6,32.54,10833.17,40.34,29,30,20,78.62368946823219
PAYTM,21,924,58957.47,78.95,-6.44,129.99,58957.47,0,19,56,3,77.51787450456872
PFIZER,21,5677.5,9375.434904,71.82,6.97,25.37,25985.13,63.92,24,29,24,77.73821457376972
PTCIL,21,15569,9382.021424999999,70.55,16.75,13.29,23309.37,59.75,25,17,35,76.5549440975809
TITAN,21,3690.2,154351.01907,81.23,13.41,8.4,327709.17,52.9,17,20,40,76.49967050269414
WAAREEENER,21,3139.4,32193.89586,68.8,9.68,NA,90178.98,64.3,26,26,26,77.62542104000661
ATUL,22,7474.5,12084.844238,79.42,8.17,15.36,22044.59,45.18,18,28,33,79.1577234623125
BRITANNIA,22,5851,69712.547935,68.37,22.03,6.86,140975.83,50.55,27,13,41,81.35304345888784
CARYSIL,22,869.85,1451.555677,83.4,13.8,3.42,2475.79,41.37,15,19,46,79.77571692236671
GUJTHEM,22,348.1,1105.621138,78.8,9.85,11.37,3794.17,70.86,19,25,36,80.4976909883373
HLEGLAS,22,469.35,1065.470315,82.15,28.54,-3.36,3198.65,66.69,16,10,53,78.91296411136848
KSCL,22,1178.4,2396.9706,46.98,34.7,26.11,6068.28,60.5,50,7,24,81.18016391259287
