symbol,ptile,cmp,ff_mcap,52w Index,Return over 3months,Return over 6months,Return over 1year,Market Capitalization,Promoter holding,Percentile_52w_Index,Percentile_Return_6months,Percentile_Return_1year,Total_Percentile_Score
VSTTILLERS,7,6156.5,2362.34702,93.78,16.76,15.82,74.96,5321.8,55.61,4,15,8,27.632608475488762
BANKBARODA,8,304.45,56754.297468,92.74,7.14,26.73,42.55,157519.56,63.97,5,10,17,31.25644919562322
BGRENERGY,8,335.1,1181.570214,63.08,-20.98,94.04,231.52,2411.86,51.01,28,1,1,30.499121672548178
INDSWFTLAB,8,137.53,678.2412999999999,84.95,36.76,40.37,54.67,1121.06,39.5,11,6,13,29.392429416519427
MVKAGRO,8,523.2,1061.700248,62.38,-23.22,65.44,1480.66,2642.36,59.82,28,2,1,31.45824536278964
MAHLOG,8,406.05,1631.13384,86.56,26.44,24.1,56.92,4037.46,59.6,9,11,12,32.00775344164898
MUFIN,8,115.51,914.8630400000001,82.87,3.04,31.38,58.82,1993.6,54.11,12,8,12,31.54922940719042
NATIONALUM,8,340.1,30436.811496000002,68.86,35.67,80.07,76.14,62472.93,51.28,22,1,8,31.50438616010517
PTCIL,8,17675,10649.7299,81.69,2.55,28.41,66.68,26439.25,59.72,12,9,10,30.638065528602727
SCI,8,261.32,4412.121625000001,86.52,8.01,20.75,61.58,12171.37,63.75,9,12,11,31.799368652131733
SEITINVIT,8,125,1562.49,100,13.64,15.74,NA,4050,61.42,1,16,16,32.26486724126129
SYRMA,8,841.15,9296.131584,87.61,0.63,12.76,88.03,16229.28,42.72,8,18,6,32.31372256253889
VEDL,8,676.15,115340.17411800001,76.99,36.21,52.2,55.97,264420.39,56.38,16,4,13,31.863461190193163
ADANIENSOL,9,1007.2,34863.185551,85.88,3.32,25.88,48.55,121010.71,71.19,10,10,14,34.483509386858906
BEL,9,435.35,155505.143822,87.94,4.56,16.14,67.28,318266.77,51.14,8,15,9,32.40763598211283
NYKAA,9,267.46,36657.34789,86.12,-0.39,18.9,61.53,76528.91,52.1,10,13,11,33.51534294908363
GESHIP,9,1292.9,12897.945144000003,86.71,17.9,33.58,41.82,18444.08,30.07,9,8,17,33.705814546650345
GAEL,9,141.63,2345.804064,95.08,28.97,36.79,30.88,6487.29,63.84,3,6,24,32.78357227751346
JINDALSTEL,9,1211.1,46082.528674,95.31,16.61,21.44,37.73,123512.54,62.69,2,11,19,33.09303956271856
LAURUSLABS,9,1021.2,39965.24243700001,80.95,4.4,16.16,90.26,55116.87,27.49,13,15,6,33.559962457627464
NAVINFLUOR,9,6388,23857.020913,83.02,6.95,26.99,57.9,32730.17,27.11,11,9,12,32.88052716371449
SAIL,9,155.8,22539.324500000002,88.36,16.2,27.78,41.84,64398.07,65,8,9,17,33.767884550508654
SEAMECLTD,9,1314,912.7315120000001,80.87,47.3,46.36,46.7,3345.79,72.72,13,5,15,33.06170639085636
SGMART,9,445.95,3569.918799,98.7,27.65,28.42,33.38,5601.63,36.27,1,9,22,32.46845953789033
WHEELS,9,918,937.341284,85.94,7.09,21.61,52.35,2248.36,58.31,10,11,13,34.296192680472835
ABINFRA,10,20.76,906.28125,86.63,6.85,7.07,183.22,1312.5,30.95,9,24,2,34.868830369828345
AQYLON,10,1546.6,1586.475128,60.91,23.56,41.04,208.67,3880.81,59.12,29,6,2,36.11659177587186
MAHABANK,10,68.01,13807.910160000003,94.08,15.9,24.11,35.29,52302.69,73.6,4,11,21,34.87414154953379
CHENNPETRO,10,896.45,4366.510235999999,69.17,-12.56,35.99,79.34,13349.16,67.29,22,7,7,36.1879559276211
DATAPATTNS,10,2914,9394.265088,81.5,-3.78,12.48,84.89,16312.32,42.41,12,19,6,37.29640809724128
DYNAMATECH,10,9894.5,3903.795719,73.52,7.32,51.45,53.01,6715.63,41.87,18,4,13,34.87363697135348
GVPIL,10,459.05,969.646336,73.88,30.47,22.54,77.55,3086.08,68.58,18,11,7,36.314142354241156
IOC,10,174.3,119401.31094999998,88.58,4.15,24.54,41.95,246188.27,51.5,7,10,17,34.60308663917671
LGBBROSLTD,10,1864.2,3872.324246000001,77.11,2.97,43.95,46.76,5940.97,34.82,16,5,15,36.1340788203324
M&MFIN,10,379.4,25054.63605,81.8,10.76,44.26,39.01,52735.5,52.49,12,5,18,35.807350006674255
SOUTHBANK,10,40.04,10482.39,72.46,4.84,33.91,64.98,10482.39,0,19,7,10,36.716489684684376
TVSHLTD,10,14483,7493.269990000002,78.76,0.01,19.75,68.89,29339.35,74.46,14,12,9,35.70757272653909
3MINDIA,11,36895,10399.1125,88.84,4.06,20.77,34.44,41596.45,75,7,11,22,39.91360757125676
AXISCADES,11,1451.6,2590.3118200000004,70.67,-1.06,19.4,90.99,6174.76,58.05,20,12,6,38.528352388196
CARRARO,11,537.35,956.6685900000001,78.66,3.72,26.02,51.22,3063.3,68.77,15,10,13,38.01686341981697
CCL,11,991,7124.651397,86.09,-0.74,12.29,64.95,13220.73,46.11,10,19,10,38.41686893871447
IDBI,11,110.84,6301.267611000007,85.45,10.57,16.67,49.32,119116.59,94.71,10,14,14,38.56882373530159
KRT,11,124.99,11881.349056,83.01,5.07,16.75,NA,55416.74,78.56,11,14,14,39.74573134454091
LT,11,4280.5,588973.47,96.02,6.35,19.04,30.67,588973.47,0,2,13,24,38.817430249033364
MANAPPURAM,11,305.7,16762.499424999998,87.49,10.32,14.6,48.81,25888.03,35.25,8,17,14,38.91810170569279
NAM-INDIA,11,940.85,16753.3977,87.68,6.75,8.79,75.43,59940.6,72.05,8,23,8,38.61230533228644
PRIVISCL,11,2883.5,4438.45334,73.33,-8.23,18.81,84.41,11265.11,60.6,18,13,7,37.98675081168594
UEL,11,170.52,556.8971120000002,64.27,35.49,46.85,70.66,2224.03,74.96,26,5,9,39.724776908146524
IDEA,11,11.26,90800.327718,76.95,12.94,59.26,36.15,121994.26,25.57,16,3,20,38.88435484600067
AXISBANK,12,1356.6,387089.636505,85.53,6.33,26.68,33.37,421436.73,8.15,10,10,22,42.164950537764966
BPCL,12,367.65,75028.868898,84.67,0.85,16.18,42.17,159567.99,52.98,11,15,17,42.73567567363035
DREDGECORP,12,965.5,716.4585680000001,62.67,12,56.7,61.9,2700.56,73.47,28,3,11,41.74944018234863
GOODLUCK,12,1216.3,1761.636695,82.13,6.3,8.16,80.97,4045.09,56.45,12,23,7,42.013612632995354
IDFCFIRSTB,12,82.98,71297.11,88.36,5.94,19.09,35.23,71297.11,0,8,12,21,40.76830301921059
IZMO,12,864.6,844.4647410000001,55.19,-9.25,47.15,189.99,1295.39,34.81,34,5,2,40.63902069106508
MINDSPACE,12,493.98,13957.864964999999,88.85,5.8,16.67,37.91,39262.63,64.45,7,14,19,40.518694236799234
SENORES,12,815.1,2035.4414279999996,85.92,-0.54,12.54,52.7,3756.12,45.81,10,18,13,41.27509714424357
STYLAMIND,12,2230.6,1806.45304,79.84,11.84,36.63,34.84,3778.4,52.19,13,7,21,40.984752394465616
TORNTPHARM,12,4226.4,45340.328063999994,92.45,14.65,14.68,36.51,143074.56,68.31,5,16,20,41.69249983447348
TVSINVIT,12,114,1463.9496960000001,100,4.59,10.68,NA,2248.08,34.88,1,21,21,42.29642870305532
TVSSRICHAK,12,4112.5,1715.72253,71.36,-12.54,42.28,48.28,3159.71,45.7,20,6,15,40.40860032141704
ADANIPORTS,13,1513.3,111490.08631800002,87.09,2.26,12.83,36.12,348624.41,68.02,9,18,20,47.11872003227555
CANFINHOME,13,889.25,8304.383171,80.08,0.49,15.52,46.97,11861.71,29.99,13,16,15,44.29963640652325
DIVGIITTS,13,745.7,900.8805919999999,85.44,20.76,11.23,47.46,2284.18,60.56,10,20,15,45.420218448963986
GNA,13,424,571.9916740000001,76.75,37.66,34.77,34.52,1820.47,68.58,16,7,21,44.24538492044378
HINDALCO,13,905.65,133057.704976,74.33,16.45,28.61,41.77,203576.66,34.64,17,9,17,43.3314166447659
KEI,13,4568.6,28365.753000000004,96.42,11.96,15.52,22.4,43639.62,35,2,16,29,47.03136779542002
MIRCELECTR,13,30.01,667.073268,72.58,20.04,9.77,98.87,1121.32,40.51,19,22,5,46.06211521478503
MUTHOOTFIN,13,3410.9,36497.37487500001,66.2,-6.19,27.24,49.85,136950.75,73.35,24,9,14,47.022103197902496
POLYCAB,13,7778,45104.944500000005,94.99,3.42,9.54,35.12,117155.7,61.5,3,22,21,45.44497366327178
PRICOLLTD,13,601.85,4514.6757370000005,71.54,-5.73,34.31,37.49,7342.13,38.51,20,7,20,46.87954342040569
SANGAMIND,13,468,694.5008450000001,75.71,3.99,28.82,40.41,2342.33,70.35,17,8,18,42.87698544811422
SBILIFE,13,2043,91571.20788199999,90.08,1.01,9.9,39,205040.77,55.34,6,22,19,46.52430238462828
TITAN,13,4198.2,175567.25646,87.51,7.53,15.94,31.55,372754.26,52.9,8,15,23,47.05677845034073
AGIIL,14,263.95,870.084534,73.89,-5.39,12.62,61.2,3215.39,72.94,18,18,11,47.433981634681956
ANANDRATHI,14,3022.7,14265.066024,82.67,5.84,7.72,56.55,25079.23,43.12,12,23,12,47.17546030412634
EDELWEISS,14,122.13,7780.598485,85.02,9.35,30.12,23.09,11559.35,32.69,11,8,29,47.8187386054494
FIEMIND,14,2249.7,2679.9408359999998,78.16,-0.25,9.38,62.01,5892.57,54.52,15,22,11,47.79554000705142
GPIL,14,261.89,6415.066220999999,80.54,8.35,9.76,52.52,17570.71,63.49,13,22,13,47.874587033700124
JBCHEPHARM,14,1992.4,16387.73656,96.8,15.19,13.99,22.23,31994.8,48.78,2,17,30,47.865531066262434
JSWSTEEL,14,1228.4,164324.150088,89.94,7.73,16.48,25.2,300519.66,45.32,7,14,27,47.96743941712255
MANGLMCEM,14,882.2,1453.86,86.25,24.59,20.65,25.32,2423.1,40,9,12,27,47.827049148054456
MUTHOOTMF,14,184.06,1398.322154,81.01,7.86,15.53,36.43,3140.18,55.47,13,16,20,48.57154792086899
PNB,14,126.1,43368.63009600001,81.79,3.05,19.76,31.83,144948.63,70.08,12,12,23,47.5234624982466
UNIPARTS,14,481.4,741.9607199999998,77.17,0.06,14.62,46.06,2175.2,65.89,15,16,16,47.33088027081473
VTL,14,522.75,5395.156088000001,87.43,15.67,26.04,22.71,15171.98,64.44,8,10,29,47.60433931512158
CPPLUS,15,1553.9,4228.162294000001,73.58,-6.82,14.22,NA,18311.66,76.91,18,17,17,51.34727348352823
AEROFLEX,15,228.36,1044.708603,93.67,27.68,26.16,13.63,3025.51,65.47,4,10,38,51.40235926774377
ASIANTILES,15,69.93,1073.431112,77.63,6.29,12.7,42.74,1619.54,33.72,15,18,17,50.16454222889747
BSE,15,2741.4,111656.97,75.72,-4.09,17.52,38.01,111656.97,0,17,14,19,49.746803486488915
CARYSIL,15,944.3,1575.453776,78.36,-4.77,5.52,70.05,2685.28,41.33,15,26,9,49.49176587833667
CEATLTD,15,3804.1,8112.973080999999,70.04,-1.9,19.46,39.08,15368.39,47.21,21,12,18,51.7297692952728
GMBREW,15,1020.85,597.5120889999998,58.92,-1,50.07,48.09,2336.77,74.43,31,4,15,50.31901891656145
INDIACEM,15,418.45,3243.42,71.61,3.65,11.14,61.1,12973.68,75,20,20,11,51.445417272346084
MBAPL,15,459.3,1021.0663900000001,87.91,14.87,3.33,48.11,4024.7,74.63,8,29,15,51.36832112579961
MANINDS,15,426.75,1816.5644459999999,77.81,-5.26,5.57,75.65,3198.74,43.21,15,26,8,48.62670802538454
RISHABH,15,435.9,509.80180499999994,81.31,3.84,1.51,91.39,1680.85,69.67,12,32,6,49.9277370900384
SHRIPISTON,15,2955.2,7317.635625,75.21,12.62,12.71,45.23,13009.13,43.75,17,18,16,51.205451354450034
ABSLAMC,16,896.15,6517.5408400000015,93.96,22.09,1.58,38.23,25883.8,74.82,4,32,19,54.39884178358432
BANCOINDIA,16,649.8,2988.1300240000005,60.81,-8.25,11.91,102.84,9303.02,67.88,29,19,5,53.28921526435074
BRITANNIA,16,6108.5,72771.5101,87.52,5.08,10.15,26.41,147161.8,50.55,8,21,26,55.268287866985645
NHIT,16,155,26697.835374000002,100,7.27,13.97,17.34,30021.18,11.07,1,17,34,51.85987025763468
RRKABEL,16,1425.4,6172.038378000001,83.05,5.54,17.24,23.95,16098.17,61.66,11,14,28,53.52693602041856
RAMCOSYS,16,517.4,906.9061539999999,60,-14.77,19.05,65.36,1930.82,53.03,30,13,10,52.543866751663664
ROSSTECH,16,681.45,647.70804,73.96,-2.58,-0.1,125.72,2570.27,74.8,18,35,3,55.7087138530225
SIRCA,16,466,920.473868,76.32,-10.66,1.56,69.98,2644.28,65.19,16,32,9,56.904696006105105
SMCGLOBAL,16,80.09,557.908439,67.38,37.9,18.13,39.68,1678.93,66.77,23,13,18,55.07309942993028
STEELCAS,16,232.77,1291.7959999999998,79.74,6.28,6.46,44.61,2348.72,45,14,25,16,54.422778585859035
TATVA,16,1243.2,812.9728900000002,63.32,-14.21,12.28,86.88,2905.55,72.02,27,19,6,52.520493517224395
VIYASH,16,215.72,3635.8185940000003,70.14,-9.64,22.67,35.92,9421.66,61.41,21,11,21,52.37318734986556
AIAENG,17,3960.2,15343.533550000002,79.6,7.07,27.43,16.44,36972.37,58.5,14,9,35,57.600230476753694
ARMANFIN,17,1678.5,1371.9498,76.83,-1.13,15.25,27.84,1758.91,22,16,16,25,57.09414145029193
ASTERDM,17,636.8,19663.008248999995,72.43,-2.06,5.69,52.6,32986.09,40.39,19,25,13,57.7585489351423
ASTRAL,17,1621,19936.36596,92.4,11.59,13.75,15.82,43548.2,54.22,5,17,35,57.61461784257337
AVALON,17,1027.3,3813.424566,57.2,4.85,20.28,48.42,6862.38,44.43,33,12,15,59.12109732244801
CHOICEIN,17,797.75,8224.16833,85.15,2.32,-0.68,61.02,17747.45,53.66,11,36,12,57.73967780007225
GMRAIRPORT,17,99.06,35315.53926400001,73.48,-4.8,10.62,38.88,104607.64,66.24,18,21,19,57.54969967152293
HINDZINC,17,584.1,94171.17168,58.04,27.45,37.47,38.13,246779.8,61.84,32,6,19,57.473214751120885
MASFIN,17,330.75,2001.83293,84.6,4.32,5.37,36.84,5998.9,66.63,11,26,20,56.950811030162654
ONGC,17,274.65,142042.19080699998,92.44,11.22,16.23,13.54,345517.37,58.89,5,15,38,57.84586751123416
POCL,17,1186.6,2197.281114,64.02,-11.72,8.44,73.11,3622.29,39.34,27,23,9,57.95351552221395
RPTECH,17,361.45,852.8815600000001,70.36,10.06,27.74,24.83,2367.8,63.98,21,9,27,57.07862161640314
AETHER,18,960.1,3187.2752819999996,65.39,4.43,24.48,25.96,12738.91,74.98,25,10,26,61.86104749226402
FAZE3Q,18,558.4,569.554635,55.94,-0.03,15.56,62.37,1354.47,57.95,34,16,11,60.04255217411638
GLENMARK,18,2016.7,30375.71878,73.36,9.35,4.1,49.5,56936.68,46.65,18,28,14,60.21395811517013
GODAVARIB,18,278.4,520.9759859999999,64.44,11.38,6.3,61.95,1419.94,63.31,26,25,11,61.33684175398682
HEG,18,545.8,4620.704263999999,62.43,8.41,12.14,50.34,10532.72,56.13,28,19,13,60.39608262098576
INDIAGLYCO,18,941.15,2547.423703,60.89,-16.47,10.22,61.02,6310.19,59.63,29,21,12,61.777608680233996
LUPIN,18,2228.7,54109.42929099999,92.99,9.82,12.86,12.7,101881.81,46.89,5,18,39,61.362183865372245
MARICO,18,780.15,41579.327399999995,91.06,5.44,6.77,21.59,101215.5,58.92,6,24,30,60.00187108601466
SANDUMA,18,203.18,2544.8598100000004,54.34,0.24,35.62,39.81,9871.45,74.22,35,7,18,60.09326483634432
SCHNEIDER,18,907.55,5421.345,72.61,22.42,5.47,41.66,21685.38,75,19,26,17,62.41286849884547
VOLTAS,18,1512.7,34884.63393,88.78,8.38,11.79,18.26,50049.69,30.3,7,19,33,59.18707997349044
ZFCVINDIA,18,15257,11576.824,77.44,17.71,4.72,38.66,28942.06,60,15,27,19,61.148963257231344
AJANTPHARM,19,2959.7,12480.858,93.88,19.07,12.17,11.11,36980.32,66.25,4,19,41,64.00982300127542
AUTOAXLES,19,2013.3,882.5125599999998,81.41,24.77,13.8,17.9,3047.35,71.04,12,17,33,62.6514373284114
BIRET,19,355,20560.13856,80.73,8.51,9.93,22,27457.45,25.12,13,21,30,64.01538802535384
E2E,19,2963.4,3560.174236,57.37,19.53,26.44,34.28,5964.44,40.31,33,10,22,64.01375286766209
INDNIPPON,19,898.65,603.2519849999999,63.71,6.89,12.04,41.52,2035.95,70.37,27,19,17,63.51342860802821
JSLL,19,699.8,3173.158188,72.98,1.14,-2.82,96.26,8722.26,63.62,19,39,5,63.43663007595664
KTKBANK,19,204.53,7729.53,72.73,8.35,18.6,20.52,7729.53,0,19,13,31,63.10136642569389
NDRINVIT,19,125.25,2956.1898000000006,83.33,4.38,11.09,19.29,4960.05,40.4,11,20,32,63.25054070989113
NXST,19,162.09,19060.55338,85.99,1.02,7.54,21.17,24527.8,22.29,10,24,30,63.766851054982
POONAWALLA,19,474.8,13909.54642,68.47,0.98,2,63.53,38584.04,63.95,23,31,10,63.78324118069476
QPOWER,19,858.6,1735.1128410000001,72.56,9.77,8.86,NA,6650.49,73.91,19,22,22,64.12160995308824
YATRA,19,153.62,856.9795740000002,64.55,-13.37,0.91,100.34,2411.31,64.46,26,33,5,63.34045727482592
ADANIPOWER,20,140.45,67840.50641600002,53.18,-5.81,18.16,45,270928.54,74.96,36,13,16,65.66179330019446
ADOR,20,1085.8,873.966268,63.09,0.2,18.6,25.33,1888.84,53.73,28,13,27,67.58307248233275
STYLEBAAZA,20,328.1,1331.5002530000002,66.09,12.5,4.18,45.79,2452.57,45.71,24,28,16,67.95264789322266
BAJAJ-AUTO,20,9729,122414.205613,88.88,9.41,12.09,12.73,271971.13,54.99,7,19,39,64.70768706339054
EMBASSY,20,435.21,38142.741237,75.02,0.64,11,21.9,41320.27,7.69,17,20,30,67.42009806266837
FLAIR,20,317.45,716.106693,75.73,5.62,1.73,39.69,3344.73,78.59,17,31,18,66.08528947738337
HINDPETRO,20,434.35,41654.968850000005,66.46,-7.96,11.16,30.95,92361.35,54.9,24,20,24,67.6824553871839
HEROMOTOCO,20,5414.5,70702.49389700001,68.2,-9.8,8.34,38.51,108323.11,34.73,23,23,19,64.5729170309406
IFCI,20,61.42,4542.871567,66.31,16.95,13.66,30.71,16561.69,72.57,24,17,24,65.30281714165655
