symbol,ptile,cmp,ff_mcap,52w Index,Return over 3months,Return over 6months,Return over 1year,Market Capitalization,Promoter holding,Percentile_52w_Index,Percentile_Return_6months,Percentile_Return_1year,Total_Percentile_Score
YESBANK,30,20.12,63135.46,49.52,-10.97,-1.57,18.49,63135.46,0,31,31,30,91.89476657920014
ABINFRA,31,17.3,766.0959399999999,60.9,-4.58,-21.26,129.75,1109.48,30.95,23,67,3,93.03423335554511
AARTIIND,31,419.35,8813.507141999999,51.8,15.51,11.37,2.06,15232.47,42.14,30,17,48,94.60235981825213
ARVIND,31,343.55,5438.998338,53.97,3.54,18.88,-2.4,8994.54,39.53,28,12,54,93.2381216346503
BAJFINANCE,31,950.2,267868.71197999996,47.9,-9.33,1.34,12.97,591321.66,54.7,32,27,36,95.43171538640397
GRASIM,31,2718.4,105010.226584,58.4,-1.04,-3.05,13.57,184942.28,43.22,25,33,36,93.2997847785207
ICICIGI,31,1880.3,45566.643618,53.33,-4.77,2.17,10.46,93585.22,51.31,29,26,39,93.82738907611693
MARUTI,31,14159,185704.44782399997,49.1,-13.04,-4.94,21.37,445120.92,58.28,31,36,27,95.06793617112356
NRBBEARING,31,261.05,1238.0072,55.86,-7.17,-7.3,21.56,2536.9,51.2,27,39,27,92.92108216009701
PFC,31,407.85,59142.169548000005,68.26,15.65,3.41,0.52,134383.48,55.99,19,24,50,93.27680724115145
ULTRACEMCO,31,11987,143638.819104,59.22,3.36,-4.87,14.23,352834.24,59.29,24,36,35,94.89136272472041
VESUVIUS,31,503.85,4545.313404,42.66,4.93,-1.57,21.84,10230.28,55.57,36,31,27,93.36119718325946
VRLLOG,31,274.05,1905.450288,48.43,0.07,3.81,11.04,4792.38,60.24,32,23,38,93.34586473117974
ASTRAZEN,32,8704.5,5443.3825,52.58,-5.66,-4.24,16.58,21773.53,75,29,35,32,96.61936832411406
BHARTIARTL,32,1870.8,545600.8672800001,45.97,-11.29,-1.29,14.99,1067085.6,48.87,33,30,34,97.73160089759543
CREDITACC,32,1202.8,6498.92304,53.84,-6.81,-10.24,22.11,19273.2,66.28,28,44,26,98.9160433911293
AGARWALEYE,32,443.25,9416.862780999998,48.24,-12.4,4.17,6.82,13928.21,32.39,32,23,43,97.18953337690934
EQUITASBNK,32,59.69,6829.47,41.37,-1.47,13.63,3.7,6829.47,0,36,15,46,97.65798487182408
INDNIPPON,32,791.5,531.3755309999999,44.4,-2.78,-10.3,37.46,1793.37,70.37,35,45,18,97.5148187273775
MANAKCOAT,32,124.8,558.758646,47.85,-9.17,-14.35,49.68,1313.49,57.46,32,52,13,97.74029220420306
PFIZER,32,4849.5,7997.323224,50.11,-3.01,-5.25,17.96,22165.53,63.92,31,37,30,97.74993533622037
RELTD,32,138.15,859.3900510000001,45.66,-10.04,-5.19,19.93,2439.37,64.77,34,37,29,98.98638014237453
SKYGOLD,32,338.85,2533.394222,58.82,0.7,21.47,-9.93,5249.47,51.74,25,10,64,99.38326773923487
VSSL,32,244,1151.50698,45.21,-12.98,-6.21,21.96,2354.82,51.1,34,38,27,98.58652694072535
ZOTA,32,1198.2,2003.8580479999998,45.16,-24.12,-10.88,44.04,4059.68,50.64,34,46,16,95.71929252133914
APCOTEXIND,33,367.6,792.456263,51.45,-4.25,-8.08,17.14,1897.19,58.23,30,41,31,101.8941349887314
BHARTIHEXA,33,1604.9,24083.229,45.89,-8.75,-8.08,19.56,80277.43,70,33,41,29,103.25181363999025
GALLANTT,33,535.4,3899.9129820000003,46.39,-9.33,-16.36,55.82,12926.46,69.83,33,56,12,101.16787450191111
GODIGIT,33,335.15,8349.83109,60.4,-3.6,-5.34,9.71,30959.7,73.03,23,37,40,100.13265915677559
HSCL,33,451.3,10740.115749999999,54.58,-5.34,-0.77,3.41,22610.77,52.5,27,29,46,103.21684880554511
JSLL,33,605,2741.6695600000003,54.38,-11.63,-21.46,70.89,7536.2,63.62,27,67,8,102.88654277269906
KENNAMET,33,2315.4,1272.21,47.15,6.53,6.44,3.34,5088.84,75,33,20,47,99.5859210052052
PAYTM,33,1038.3,66509.64,52.96,-22.78,-17.25,47,66509.64,0,29,58,15,101.6642180211761
PUNJABCHEM,33,1076.3,804.721122,34.09,-19.66,-3.25,26.19,1323.99,39.22,43,33,24,100.39316728168686
TEGA,33,1743.8,4288.994841000001,58.47,-8.53,-15.52,29.92,13104.17,67.27,25,54,22,101.0912142080939
THYROCARE,33,369.85,2301.480862,47.2,-9.8,-16.38,58.51,5890.66,60.93,33,56,11,100.00143016157851
UNOMINDA,33,1121.3,20442.201741,57.57,-11.88,-13.65,28.74,64710.99,68.41,26,51,23,99.50989296731609
ENDURANCE,34,2451.8,8629.4975,58.79,-7.79,-17.39,32.47,34517.99,75,25,59,20,103.81005235973382
IMPAL,34,1027.1,853.394289,46.85,-2.14,0.99,6.26,1289.31,33.81,33,28,43,103.72951396734659
INOXGREEN,34,151.74,2675.025724,30.59,-26.48,-1.1,20.16,6096.23,56.12,47,30,29,105.24649751351602
KSB,34,757.7,3981.9304,42.3,1.2,-7.72,17.35,13185.2,69.8,36,40,31,107.02509145348544
MSUMI,34,41.27,10474.066549000001,44.65,-9.5,-8.63,21.24,27368.87,61.73,35,42,28,103.58550612605012
MUTHOOTMF,34,158.8,1204.7725090000001,43.95,-14.11,-6.99,18.57,2705.53,55.47,35,39,30,103.29349336671092
PETRONET,34,290.4,21776.285,42.7,5.68,6.3,0.61,43552.57,50,36,21,50,106.36344004951016
PILANIINVS,34,4577.5,2118.2676479999996,44.21,-10.91,-10.7,24.56,5072.48,58.24,35,46,25,105.42074547738416
RAMCOSYS,34,405.15,709.0826050000001,29.7,-32.4,-5.42,28.52,1509.65,53.03,47,37,23,107.14989071071359
SATIN,34,150.99,1066.15249,43.92,4.7,2,4.15,1670.3,36.17,35,26,46,106.77424120995212
SOBHA,34,1357.1,6835.213063999999,42.88,-11.75,-3.59,12.03,14505.97,52.88,36,34,37,106.53788467152083
TATAPOWER,34,375.5,63760.029,51.24,-2.34,-2.67,6.06,119985,46.86,30,32,43,104.85997675063739
BANARISUG,35,3601.3,1867.92879,39,0.04,-1.39,10.11,4522.83,58.7,38,30,40,108.31078044181137
BDL,35,1356.7,12448.252786,28.81,-10.3,-6.01,27.31,49653.98,74.93,49,38,24,109.78081873949482
CESC,35,153.57,9760.786552,35.67,-11.74,0.05,9.8,20381.68,52.11,42,28,40,109.75008402169476
FOSECOIND,35,5136.5,1422.880668,52.45,-3.39,-20.38,45.74,3902.58,63.54,29,64,15,108.3092612576606
GABRIEL,35,916.25,5918.526,48.89,-4.48,-23.75,78.38,13152.28,55,31,72,7,110.08761527469618
NH,35,1755.3,13167.014476,37.84,-8.43,-1.7,11.15,35848.12,63.27,39,31,38,108.3948930959385
NAVA,35,566.9,8005.62666,50.32,7.69,-16.47,28.65,16043.34,50.1,30,56,23,109.54317605681155
REDINGTON,35,246.15,19247.25,43.81,-8.41,3.94,-0.47,19247.25,0,35,23,51,109.91248038260537
REPCOHOME,35,362.1,1421.654162,33.73,-10.96,2.45,10.99,2261.26,37.13,43,25,39,107.32336679137242
SGFIN,35,377.95,1051.17488,45.84,-4.73,0.55,3.07,2115.04,50.3,34,28,47,108.70386172032372
UNITDSPR,35,1389.8,43782.932823,35.9,-4.52,5.92,4.27,101045.31,56.67,41,21,45,107.57898501157055
VADILALIND,35,5101.9,1293.696546,32.62,-4.46,-2.39,14.91,3667.98,64.73,44,32,34,110.24923188607175
ADVAIT,36,1583,573.7956,40.24,-2.87,-15.22,26.11,1728.3,66.8,37,54,24,115.699536591972
ANDHRSUGAR,36,74.61,505.345688,45.87,-1.1,-2.71,2.07,1009.48,49.94,34,32,48,113.73002987713932
ARMANFIN,36,1383.2,1137.6144,36.93,-7.17,-4.58,11.78,1458.48,22,40,36,37,113.49182278558712
HATSUN,36,910,5469.606728,39.95,-12.08,-0.33,1.38,20386.16,73.17,38,29,49,115.66100634540341
HAL,36,4023.7,76301.61576,36.96,-9.44,-8.65,17.73,269046.6,71.64,40,42,31,112.40210068638658
MAYURUNIQ,36,516.8,928.20515,42,3.37,-4.24,6.66,2241.5,58.59,36,35,43,114.39659576809555
MINDACORP,36,520.95,4369.6109639999995,38.08,-11.12,3.36,0.32,12427.79,64.84,39,24,50,113.47443132275544
NUVAMA,36,1225.1,10256.27796,39.51,-14.6,-5.9,11.72,22393.62,54.2,38,37,38,112.85232590465478
PHOENIXLTD,36,1603.9,30237.518525,34.11,-7.03,5.65,1.79,57322.31,47.25,43,21,48,112.58795443053414
SUPREMEIND,36,3947.7,25583.05992,53.94,17.1,-13.76,16.13,50123.55,48.96,28,51,33,112.41301423000442
VIPIND,36,366.4,3001.3743,48.39,6.08,-13.43,19.37,5206.2,42.35,32,51,29,112.07464324673455
ZENTEC,36,1426.8,6630.4342369999995,26.85,2.74,-3.54,20.8,12877.13,48.51,51,34,28,112.4664029825293
APOLLO,37,220.27,3775.6973520000006,47,-15.9,-27.71,93.49,7862.76,51.98,33,79,5,116.63274535859469
APOLLOTYRE,37,439.75,17630.417511,41.59,-15.67,-8.92,9.7,27953.73,36.93,36,42,40,118.21973527032995
ASHIANA,37,307,1202.113234,46.12,1.62,-2.09,-1.44,3091.06,61.11,33,31,53,117.60636934008181
AVANTEL,37,145.11,2428.749752,43.94,-1.95,-17.85,29.32,3860.06,37.08,35,59,22,116.14670180954293
BLUESTARCO,37,1948.5,25423.777013999996,57.09,12.34,0.26,-9.12,40031.14,36.49,26,28,63,117.18516103073897
IDEAFORGE,37,441.15,1270.5089600000001,38.98,-0.94,-13.39,21.76,1906.24,33.35,38,51,27,116.29513642562702
LTFOODS,37,393.5,6666.299553000001,45.7,-0.73,-11.19,12.48,13607.47,51.01,34,46,37,116.8359414010383
MAHSCOOTER,37,13131,7352.303000000001,42.09,-9.78,-20.53,39.74,15004.7,51,36,64,17,117.64373635373754
NSLNISP,37,38.55,4428.596976,47.89,-6.27,-9.21,5.33,11294.56,60.79,32,42,44,118.34255319677247
ROADSTAR,37,65,2296.24136,50,-4.41,-9.72,NA,2960.6,22.44,31,43,43,117.68592149188443
VINYAS,37,991.25,880.8315060000001,39.77,-15.92,-20.01,41.07,1247.46,29.39,38,63,17,117.80133032280838
WELCORP,37,809.05,10741.683546,43.82,-2.12,-4.72,3.27,21367.98,49.73,35,36,47,118.0318736465475
AADHARHFC,38,455.05,4908.082908,38.06,-5.47,-11.39,13.52,19782.68,75.19,39,47,36,121.49080128558805
AVL,38,463.15,3164.617194,50,-8.2,-7.92,1.6,5986.79,47.14,31,40,49,120.26311858297282
BOSCHLTD,38,33335,28958.755775999995,46.27,-9.71,-18.52,23.14,98298.56,70.54,33,61,26,119.57223296282476
FINEORG,38,4276.6,3277.215,43.08,-3.35,-11.38,12.33,13108.86,75,35,47,37,118.92820114512647
HBLENGINE,38,676.9,7665.971331000001,37.92,-16.18,-21.52,49.29,18747.79,59.11,39,67,14,119.90709556483247
ICICIBANK,38,1313.4,938806.29,36.47,-5.68,-6.37,7.83,938806.29,0,41,38,42,120.65622247717153
ICIL,38,261.1,2135.275142,35.83,-11.91,11.08,-7.49,5175.17,58.74,42,17,61,119.20377328375298
LICI,38,822.3,18204.7523,36.56,-5.47,-6.27,7.24,520135.78,96.5,41,38,42,120.67196102831551
RAIN,38,132.93,2626.7016020000005,43.44,26.99,-4.05,1.57,4466.42,41.19,35,35,49,118.99801675229406
SUPRAJIT,38,425.35,3198.5958419999997,44.94,-7.39,-7.66,4.41,5830.47,45.14,34,40,45,119.34939470510864
VARROC,38,514.65,1962.5175,45.38,-19.35,-14.52,15.17,7850.07,75,34,53,34,120.57691909791917
WELSPUNLIV,38,120.36,3866.8366400000004,31.24,-10.65,5.56,-0.62,11453.9,66.24,46,22,52,118.95308823305936
COROMANDEL,39,2022.3,25688.498148,31.61,-12.09,-10.43,16.71,59546.82,56.86,45,45,32,122.11889396083703
GREENLAM,39,234.04,2900.028102,42.28,-2.93,-2.26,-3.73,5916.01,50.98,36,32,55,122.79925247061723
HYUNDAI,39,2094.2,29768.64975,40.98,-9.32,-17.61,21.93,170106.57,82.5,37,59,27,122.43217333170577
INTERARCH,39,1797.4,1223.9603869999999,35.59,-23.49,-14.75,20.95,3016.91,59.43,42,53,28,122.99325572818984
JAYKAY,39,143.31,648.259668,20.72,-29.36,-1.3,13.56,1862.28,65.19,58,30,36,123.7632854344948
JSWENERGY,39,488.2,26396.605977000003,39.97,5.68,-3.15,-2.28,85898.49,69.27,37,33,54,123.8544954809846
KOTAKBANK,39,399.8,294600.09971700003,24.01,-7.23,2.75,4.02,397410.09,25.87,53,25,46,124.20825299732337
PIDILITIND,39,1433.8,44776.84131900001,39.18,-2.8,-7.35,4.73,145995.57,69.33,38,39,44,121.59241061465303
PIXTRANS,39,1455.6,751.701426,40.64,0.03,1.82,-6.26,1981.29,62.06,37,27,59,122.43571711143355
PRESTIGE,39,1335.5,22486.865436,37.53,-20.96,-11.59,13.98,57570.06,60.94,40,47,35,121.608778471853
PVRINOX,39,1023.3,7290.532729,46.61,-6.21,-10.73,4.33,10060.07,27.53,33,46,45,123.57727436383324
TIINDIA,39,2722.9,29495.916825,44.46,2.11,-8.95,2.75,52718.35,44.05,35,42,47,123.89388020718233
STYLEBAAZA,40,281.6,1142.7122069999998,35.83,2.2,-18.73,26.1,2104.83,45.71,42,61,24,126.99781335016782
BEML,40,1653.5,6326.25349,35.94,-3.32,-19.01,28.08,13761.7,54.03,41,62,23,125.8921481753551
CANTABIL,40,252.55,546.9078980000002,36.45,-1.75,-1.54,-2.65,2120.62,74.21,41,31,54,125.46344227432957
GLAND,40,1669,13257.366668,50.38,-4.72,-11.8,2.4,27522.04,51.83,30,48,48,125.67252429497807
GODREJCP,40,1116.6,53666.64822,34.06,-1.71,-9.33,8.38,114305.96,53.05,43,43,41,126.78441271671008
KIRLPNU,40,1157,4598.056315999999,33.95,11.97,-9.24,10.79,7515.62,38.82,43,43,39,124.38927681749122
PITTIENG,40,878.85,1515.235326,45.61,10.25,-3.39,-7.2,3306.93,54.18,34,33,60,127.42199808049733
SHAILY,40,1913.6,4961.31262,37.9,-23.31,-12.84,11.85,8765.57,43.4,39,50,37,126.42900130539292
SPLPETRO,40,669.2,4497.624600000001,39.99,6.49,-14.22,12.54,12577.25,64.24,37,52,37,126.1604803444656
TARC,40,139.76,1435.85264,35.52,-6.93,-11.78,14.16,4116.55,65.12,42,48,35,124.33255765932314
TRAVELFOOD,40,1180.2,2145.8240390000005,39.34,-9.63,-9.85,NA,15538.19,86.19,38,44,44,125.20522620006908
VENTIVE,40,694.7,1786.8775719999994,33.47,-4.53,-4.19,1.73,16214.86,88.98,43,35,49,127.12729602105952
DDEVPLSTIK,41,271.65,702.35,37.96,-5.41,-14.78,13.7,2809.4,75,39,53,35,127.63033378349508
DBL,41,448.55,2681.483908,34.24,-0.77,-3.6,-0.86,7274.78,63.14,43,34,52,128.49274758540054
ESCORTS,41,3291.6,11768.781012,36.71,-11.3,-10.81,6.8,36823.47,68.04,41,46,43,128.92486550519837
FINPIPE,41,187.47,5535.861877,46.22,10.84,-12.29,3.87,11647.09,52.47,33,49,46,127.8264825814023
IGIL,41,335.4,3402.5926550000004,33.27,6.16,-3.81,0.95,14509.99,76.55,44,34,50,127.72267559759493
LMW,41,14830,10962.795480000002,28,-1.42,4.42,-3.8,15842.19,30.8,50,23,55,128.191892092684
NEULANDLAB,41,13034,11227.796618999999,30.7,-22.82,-9.86,10.46,16665.87,32.63,46,44,39,129.41701725615607
PRUDENT,41,2240.2,4145.877893,37.62,-12.57,-17.2,18.39,9276.97,55.31,40,58,30,127.56069615194643
SANATHAN,41,404.25,731.5701120000001,40.12,-10.5,-20.93,23.85,3415.36,78.58,37,65,26,128.03987534853434
STEELXIND,41,8.53,522.19896,32.74,-1.16,-7.38,5.05,1061.38,50.8,44,39,44,127.4799758507774
WAAREEENER,41,2628.3,27051.45111,39.86,-8.47,-18.36,18.93,75604.95,64.22,38,60,30,127.87436588922803
ZYDUSLIFE,41,913.05,22973.5725,44.71,-1.98,-9.94,0.62,91894.29,75,34,44,50,128.2125559470068
AKUMS,42,474.35,1842.5065519999996,31.82,12.94,3.07,-8.14,7447.48,75.26,45,25,62,131.22061824552532
ANANTRAJ,42,489.15,7482.824496,32.54,-7.06,-8.61,5.37,17569.44,57.41,44,41,44,129.5440692324065
GMRP&UI,42,107.31,4506.034212,23.43,-2.08,-3.25,4.67,8386.44,46.27,54,33,45,132.12485336801402
GRINDWELL,42,1568.8,7284.988917000001,27.61,0.08,-0.66,-0.66,17357.61,58.03,50,29,52,131.24165280044673
JKCEMENT,42,5426.5,22781.871112,36.08,-3.53,-18.2,20.45,41924.68,45.66,41,60,28,129.44222784673337
LLOYDSME,42,1184,23485.661999,29.42,-2.97,-8.46,7.29,64574.27,63.63,48,41,42,131.17374182738916
MOTILALOFS,42,715.95,13956.294841999996,37.44,-19.11,-17.99,17.15,43101.59,67.62,40,59,31,130.4135823932561
ORIANA,42,1795.25,1533.1661370000002,38.53,-16.83,-26.14,44.83,3647.79,57.97,39,76,15,130.2880790998778
RAMCOIND,42,273.25,1071.714,31.82,-11.4,-13.07,13.8,2370,54.78,45,51,35,130.78039014393093
RATNAMANI,42,2365.7,6670.242620999999,40.49,-1.74,-1.54,-10.09,16580.27,59.77,37,31,64,132.05532488173446
SESHAPAPER,42,259.55,936.432981,42.74,9.01,-2.68,-9.5,1643.73,43.03,36,32,63,130.92545698932474
TSFINV,42,386.15,3858.5853460000008,29.13,-18.6,-20.47,39.91,8576.54,55.01,48,64,17,129.67718516248084
ADVENZYMES,43,297.35,1901.507072,35.66,-2.8,-12.6,5.24,3338.32,43.04,42,49,44,135.14868076652576
APOLLOPIPE,43,350.1,822.3905159999999,40.35,19.73,-13.2,2.79,1547.01,46.84,37,51,47,135.09653587675217
ARTEMISMED,43,232.71,1533.802854,23.57,-13.78,2.32,-1.43,3686.14,58.39,54,26,53,132.75785659708112
CCAVENUE,43,15.72,3989.9612500000007,36.5,-11.04,-2.84,-7.75,5487.5,27.29,41,32,61,133.97207313338896
BALRAMCHIN,43,480.95,5555.3971950000005,37.35,8.29,-12.47,4.82,9720.73,42.85,40,49,44,133.16322212646452
GSPL,43,293.9,10340.515647,26.34,0.2,-2,0.09,16579.31,37.63,51,31,51,133.34259303494466
METROPOLIS,43,1790.2,4749.094008,50.13,-6.96,-18.84,8.57,9290.09,48.88,31,61,41,132.63768077278309
ONEPOINT,43,47.18,591.823466,21.29,-13,6.33,-5.03,1240.46,52.29,57,21,57,134.495481729515
ENRIN,43,2920.6,25993.97,53.65,-5.73,-14.75,NA,103975.88,75,29,53,53,134.84652929665017
UBL,43,1758.2,13584.218076,39.95,4.45,-3.67,-7.45,46585.11,70.84,38,34,61,132.42699992143608
VAIBHAVGBL,43,216.54,1552.304903,33.44,-7.82,0.01,-8.08,3619.27,57.11,44,28,61,133.44979630487296
WELENT,43,455.8,2760.8268399999997,30.85,-12.42,-6.8,2.57,6293.2,56.13,46,38,48,132.3018830613078
AIIL,44,432.15,11498.478708999997,39.04,-18.19,-30.05,42.46,36842.29,68.79,38,82,16,136.9053384739904
BAJAJFINSV,44,1868.9,123158.78787299998,26.71,-10.86,-7.22,1.27,299001.67,58.81,51,39,49,139.14419506382103
COCHINSHIP,44,1490.3,12581.937052000001,20.18,-9.35,-9.8,15.69,39208.28,67.91,59,43,33,135.39926847143883
MAITHANALL,44,967.9,706.7590080000002,31.06,2.74,-11.41,5.91,2822.52,74.96,46,47,43,136.11096445622584
MAZDOCK,44,2471.9,18730.199196,20.94,-5.52,-7.44,10.23,99734.82,81.22,57,39,39,136.27408648568226
MMTC,44,57.04,860.8319359999994,31.74,0.9,-11.62,5.51,8548.48,89.93,45,47,44,136.06863575763492
PSPPROJECT,44,684.5,844.8719880000001,15.55,-20.43,-3.07,9.16,2709.66,68.82,64,33,40,136.94240263410668
SBFC,44,93.96,4889.527608,31.49,-11.58,-12.04,7.9,10363.56,52.82,46,48,42,135.2606854450031
SWARAJENG,44,3476.2,2020.890312,31.56,-6.88,-17.03,13.38,4220.74,52.12,45,58,36,138.85648911780248
TALBROAUTO,44,240.95,618.9232589999999,31.93,-15.52,-13.05,5.54,1488.87,58.43,45,50,43,138.66249667642774
HITECHGEAR,44,619.75,510.92805400000003,27.39,-7.34,-8.21,2.25,1165.97,56.18,51,41,48,139.61013916741896
THERMAX,44,3161.9,14292.470796000003,31.07,11.11,-3.97,-4.18,37591.98,61.98,46,34,56,136.70219159608246
ALICON,45,727.85,545.827716,38.61,-17.52,-13.32,-0.1,1186.84,54.01,39,51,51,140.54491726601879
ANGELONE,45,219.56,14192.568899999998,18.94,-16.89,-4.41,3.62,19953,28.87,60,36,46,141.3435184505563
HDFCLIFE,45,668.55,71632.360163,26.15,-12.98,-11.98,8.14,143868.97,50.21,51,48,41,140.8245405623807
HINDUNILVR,45,2225.7,199349.47176000001,29,-4.83,-11.69,4.8,523226.96,61.9,48,48,44,140.36337525164544
INDRAMEDCO,45,398.95,1789.8229999999999,27.49,-15.73,-17.26,16.75,3652.7,51,51,58,32,140.44431580993407
JUBLCPL,45,1823.8,684.5234769999998,39.95,-20.1,-36.35,54.82,2670.79,74.37,38,91,12,140.5706096690452
MAXHEALTH,45,1042,77385.2972,28.44,-5.05,-10.94,4.21,101449,23.72,49,46,45,140.44027546839646
NAVNETEDUL,45,139.51,1130.35197,28.51,-2.49,-10.36,2.55,3084.18,63.35,49,45,48,141.4189004664473
PNGJL,45,540.15,1238.319063,29.15,-12.85,-9.52,0.34,7331.67,83.11,48,43,50,141.69410092118449
DIAMONDYD,45,989.6,1071.7012260000001,29.26,-8.86,-1.22,-8.49,2372.07,54.82,48,30,62,140.26437459284068
SSWL,45,195.74,1198.9164919999998,25.16,2.13,-13.02,10.67,3085.22,61.14,52,50,39,140.90930218837804
YATRA,45,108.92,610.0156680000001,31.8,-36.9,-28.95,48.11,1716.42,64.46,45,81,14,140.63318530669682
ADANIGREEN,46,858.4,53091.56836100001,22.55,-15.65,-7.63,1.47,141313.73,62.43,56,40,49,144.50975387637533
ARVINDFASN,46,427.7,3709.9436,41.53,-12.61,-20.99,9.67,5716.4,35.1,36,66,40,142.1826557947159
CENTRALBK,46,37.12,3603.241300000001,30.03,0.62,5.51,-16.32,33581,89.27,47,22,73,142.07744762164324
DABUR,46,478.6,28669.88912699999,37.3,-6.18,-12.46,-3.31,84897.51,66.23,40,49,55,143.48979330335322
LALPATHLAB,46,1360,10674.221416,30.93,-10.22,-16.3,8.01,22813.04,53.21,46,56,41,143.62798596337612
JTEKTINDIA,46,131.86,914.9638859999998,30.62,-8.14,-17.14,10.31,3656.93,74.98,47,58,39,143.7216483369028
JWL,46,298.6,4044.049632,27.94,11.81,-7.65,-2.59,12761.28,68.31,50,40,54,143.95291732918776
POKARNA,46,896.8,1206.2172100000003,30.65,6.63,16.17,-26.56,2783.15,56.66,47,13,84,144.22996932033655
PTC,46,158.13,3905.5471260000004,24.11,1.05,-9.97,4.38,4661.67,16.22,53,44,45,142.17387500865345
SHREMINVIT,46,100.1,1831.9191799999999,37.66,-3.29,-6.01,-12.19,6114.55,70.04,39,38,68,144.59727461611192
SPECTRUM,46,1422.7,611.748544,33.38,25.33,-0.36,-14.95,2242.48,72.72,44,29,71,143.77088563603962
ZYDUSWELL,46,381.2,3693.9699140000007,31.91,-6.98,-21.46,16.74,12163.22,69.63,45,67,32,143.84720866114245
ACMESOLAR,47,228.4,2312.5303199999994,36.77,7.41,-22.92,12.6,13839.2,83.29,40,70,37,146.7434629393261
BSOFT,47,371.2,6177.14415,33.18,-14.22,-1.17,-15.45,10383.5,40.51,44,30,72,146.19771102834034
CHOLAHLDNG,47,1594.8,16017.135833999999,25.22,-16.83,-9.39,-1.42,29871.57,46.38,52,43,53,147.0945055900077
HEMIPROP,47,139.27,1939.724592,36.75,4.57,-20.98,10.67,3968.34,51.12,40,66,39,144.97209716938414
JKPAPER,47,334.1,2851.2291089999994,29.54,-9.51,-16.54,8.62,5660.57,49.63,48,57,41,145.29450934439043
KKCL,47,469.95,740.7872840000001,32.19,-6.88,-10.19,-4.05,2879.08,74.27,45,44,56,144.73796680112588
NHPC,47,74.18,24298.139419999992,23.31,-3.75,-4.68,-4.3,74534.17,67.4,55,36,57,147.23110728565774
PARAGMILK,47,198.69,1462.9240849999999,24.1,-35.64,-20.69,21.73,2464.91,40.65,53,65,27,145.11186604441912
SUBROS,47,717.35,2957.6275050000004,30.3,-18.57,-24.83,24.22,4679.05,36.79,47,74,25,146.0838076154972
SUNFLAG,47,236.57,2082.967392,32,-6.86,-11.94,-1.49,4264.88,51.16,45,48,53,145.6572108730499
SUPRIYA,47,627.9,1601.32233,18.28,-15.74,-3.63,-0.05,5051.49,68.3,61,34,51,145.50921677120505
TECHNOE,47,1120.3,5611.187232,38.54,2.04,-25.61,16.6,13025.04,56.92,39,75,32,146.20603458422147
BALKRISIND,48,2249.7,18326.068477,28.8,-5.59,-2.57,-12.04,43936.87,58.29,49,32,67,147.85109174569163
CAMPUS,48,244.15,2081.324718,36.16,-10.88,-10.27,-8.63,7462.62,72.11,41,44,63,147.97492147827728
CENTURYPLY,48,705.05,4287.273696,32.77,-12.03,-12.29,-4.2,15669.86,72.64,44,49,56,149.18226874566767
DALBHARAT,48,1899.8,15763.667135999998,33.37,-4.48,-21.18,10.85,35696.71,55.84,44,66,39,148.48916973812584
E2E,48,2310.3,2835.04554,27.48,8.78,-20.33,16.16,4748.82,40.3,51,64,33,147.46028481859724
HOMEFIRST,48,1046.9,9603.451135000001,30.61,-4.31,-16.99,4.62,10956.59,12.35,47,57,45,148.68140110583457
JSWINFRA,48,268.8,9247.957991999996,24.45,-0.17,-10.43,0.09,56458.84,83.62,53,45,51,148.33561709388331
PAISALO,48,33.44,1774.535514,32.95,-9.82,-3.32,-15.62,3045.89,41.74,44,33,73,149.7782786115498
SPANDANA,48,235.05,974.286144,34.82,-8,-10.47,-8.08,1879.41,48.16,42,45,61,148.8052239553852
SRF,48,2622.7,38589.744408,30.55,-9.1,-8.03,-8.03,77582.92,50.26,47,41,61,148.60486470664713
TATACOMM,48,1456.7,17098.38053,14.88,-20.74,-6,4.17,41561.45,58.86,65,37,45,147.51620849457893
UPL,48,628.35,35290.76432,20.82,-17.22,-8.78,0.58,53076.8,33.51,58,42,50,149.3549365613609
ATULAUTO,49,445.2,709.5802799999999,37.01,0.45,-17.36,-1.41,1238.36,42.7,40,58,53,151.16533208955335
EPL,49,199.7,4708.727838000001,30.94,-0.69,-12.88,-2.81,6395.99,26.38,46,50,54,150.19800313520753
GUJTHEM,49,298,945.75327,29.6,-21.03,-22.46,13.6,3245.55,70.86,48,69,36,151.73001038017298
FLUOROCHEM,49,3246.4,13755.12158,27.93,-4.09,-3.2,-13.25,35635.03,61.4,50,33,69,151.82407590289182
HFCL,49,69.64,7645.858560000001,28.76,0.88,-0.29,-16.09,10663.68,28.3,49,29,73,150.40714022013594
HINDOILEXP,49,156.47,2065.69,38.93,1.56,-10.55,-12.31,2065.69,0,38,45,68,151.5500190152532
INDIAMART,49,2120.6,6491.769024,28.51,-8.29,-17.01,5.44,12758.98,49.12,49,57,44,150.30141581943923
KDDL,49,2420.3,1479.852866,27.5,3.09,1.36,-16.57,2985.38,50.43,50,27,73,151.10085280108237
NESCO,49,1085,2409.5434219999997,28.31,-11.45,-23.69,18.49,7659.07,68.54,49,71,30,150.84461117457255
NIVABUPA,49,71.67,5908.202208,31.17,-2.46,-15.35,0.87,13235.22,55.36,46,54,50,149.92838875500797
VIJAYA,49,956.4,4677.08124,41.16,-5.99,-13.62,-9.34,9867.26,52.6,37,51,63,151.0093340013089
