symbol,ptile,cmp,ff_mcap,52w Index,Return over 3months,Return over 6months,Return over 1year,Market Capitalization,Promoter holding,Percentile_52w_Index,Percentile_Return_6months,Percentile_Return_1year,Total_Percentile_Score
VTL,5,536.75,5507.2305400000005,91.95,20.27,25.91,46.55,15487.15,64.44,2,6,14,21.88217288179025
CPPLUS,6,1619.4,4419.395983,81.25,4.15,12.32,NA,19139.87,76.91,5,12,12,28.06063330130676
BEL,6,439.4,156865.083746,84.61,12.83,10.28,56.89,321050.11,51.14,4,13,11,27.01319050480211
CHENNPETRO,6,918.2,4471.03177,68.54,-0.99,22.12,61.05,13668.7,67.29,11,7,9,27.740283418404417
DCBBANK,6,169.36,4568.002368,66.23,-1.13,31.89,61.43,5453.68,16.24,13,4,9,26.8181941451531
FEDERALBNK,6,263.05,64820.13,69.2,0.65,34.02,48.95,64820.13,0,11,4,13,28.193490238158304
GVPIL,6,442.8,934.61932,69.32,41.67,18,83.37,2974.6,68.58,11,9,5,25.234352773723256
HINDCOPPER,6,496.3,16247.48398,54.23,29.82,76.94,129.98,47984.3,66.14,23,1,3,27.341202874876842
LGBBROSLTD,6,1798.3,3740.230458000001,70.63,-5.07,32.5,51.64,5738.31,34.82,10,4,13,26.799438478146953
MVKAGRO,6,504,1022.737702,59.35,-34.6,23.62,913.07,2545.39,59.82,19,7,1,26.64188890091494
RBLBANK,6,294.75,18212.76,75.53,-4.18,8.62,88.56,18212.76,0,7,14,5,25.716949722020622
TVSINVIT,6,115,1476.7913600000002,100,5.02,10.84,NA,2267.8,34.88,1,12,12,26.02966099947631
WHEELS,6,898.7,914.982937,80.42,6.72,13.86,54.19,2194.73,58.31,5,11,12,27.154430222955177
ABSLAMC,7,932.8,6782.628326000002,76.79,24.05,11.13,57.78,26936.57,74.82,6,12,10,28.907633936221757
ABCAPITAL,7,310.75,25547.316078,71.95,-14.38,6.9,91.6,81309.09,68.58,9,15,5,28.408541276999593
ANURAS,7,1235,5736.934896,76.14,-5.53,12.37,56.71,14019.88,59.08,7,12,11,29.244036240293106
ASHOKLEY,7,170.65,48835.68206399999,62.76,4.14,27.41,73.57,100361.04,51.34,16,6,7,28.746865527974563
AVANTIFEED,7,1191.3,9241.287419,67.14,47.6,65.03,41.39,16278.47,43.23,12,2,16,29.899817729696466
BANKINDIA,7,150.2,18206.567984000005,66.46,6.43,27.3,59.58,68394.32,73.38,13,6,10,28.532548852199866
BGRENERGY,7,307.2,1071.60726,56,-10.57,25.41,273.13,2187.4,51.01,21,6,1,28.724047780404423
FORCEMOT,7,20245,10240.316057999999,67.97,16.25,7.8,179.65,26688.34,61.63,12,15,2,28.60726643708946
EBGNG,7,386.65,940.5772970000004,90.75,38.56,8.84,NA,4417.93,78.71,2,13,13,29.239481746918635
KRISHNADEF,7,994,593.4071479999999,65.35,33.42,16.38,83.56,1484.26,60.02,14,10,5,29.119044548830047
SOUTHBANK,7,38.01,9943.99,64.25,-4.88,31.48,59.84,9943.99,0,15,5,10,29.287842300660415
STYLAMIND,7,2210.9,1793.3244140000002,77.85,-0.75,28.05,38.59,3750.94,52.19,6,6,18,28.86811299045612
ANANDRATHI,8,3039.3,14366.710584,83.49,3.41,-0.01,79.5,25257.93,43.12,4,21,6,31.39529352376715
ASTERDM,8,666.95,20559.810894,79.43,7.51,7.96,53.64,34490.54,40.39,5,15,12,31.925307579413094
CANBK,8,134.68,45298.932052,65.04,-8.15,19.7,62.46,122198.36,62.93,15,8,9,30.782800499704877
CENTUM,8,2673.5,2083.643386,78.98,16.1,-0.26,108.45,3923.26,46.89,5,22,4,30.956119641527486
EMCURE,8,1438,6034.094153999999,78.81,-0.04,6.25,55.01,27266.58,77.87,5,16,11,32.569565840579756
IMFA,8,1177.6,2619.706698,65.31,-15.41,12.83,92.75,6341.58,58.69,14,11,4,30.092638842454694
KTKBANK,8,223.61,8447.21,86.57,10.59,23.01,30.23,8447.21,0,3,7,21,30.99809508485817
MRPL,8,178.14,3567.0918160000006,63.39,19.6,40.38,49.28,31235.48,88.58,16,3,13,31.606057497271745
SCI,8,238.9,4035.4986249999997,69.73,5.98,11.19,60.67,11132.41,63.75,10,12,9,32.059709675742795
SJS,8,1552.2,3902.151054,66.32,-6.9,8.3,89.45,4951.34,21.19,13,14,5,32.24891353463559
UEL,8,153.53,512.1856880000001,53.15,-2.62,50.11,79.19,2045.47,74.96,24,2,6,32.09727574856214
UNIONBANK,8,173.88,33501.844536,66.26,13.84,29.14,52.93,132733.14,74.76,13,5,12,30.593606453600376
ABB,9,6392.5,33847.1225,91.73,21.12,19.74,24.89,135388.49,75,2,8,24,34.30107424738608
GLENMARK,9,2170.7,32657.626320000003,86.78,9.91,3.39,54.48,61213.92,46.65,3,18,12,32.930953986416945
HINDALCO,9,910.05,133653.199936,75.24,6.8,20.75,34.35,204487.76,34.64,7,7,19,33.96127766437381
J&KBANK,9,120.81,5397.3640000000005,83.49,17.83,18.72,32.71,13294,59.4,4,8,20,32.60506697170693
NETWEB,9,3176,5247.146900000001,59.61,-0.77,10.17,117.49,18093.61,71,19,13,3,34.658471071138784
RACLGEAR,9,1229.9,831.3922080000001,55.73,17.75,30.06,77.94,1450.44,42.68,21,5,6,32.61058506906983
SHARDACROP,9,989.7,2246.0711080000005,64.08,7.99,11.52,81.16,8920.06,74.82,15,12,6,32.85817436810345
STAR,9,921.6,6121.132124999999,79.8,4.42,3.85,56.85,8486.25,27.87,5,18,11,33.655943298305715
TMB,9,600.6,9515.14,62.38,18.44,39.43,46.61,9515.14,0,17,3,14,33.50156922212609
TIMKEN,9,3445.4,12665.650965,90.53,12.81,13.84,33.68,25874.67,51.05,3,11,20,32.82464513451917
TITAN,9,4073.2,170429.11745999998,78.92,4.97,15.25,35.32,361845.26,52.9,5,10,19,34.28128179427152
TVSHLTD,9,13864,7169.759918000001,71.52,-5.05,4.3,66.13,28072.67,74.46,9,18,8,34.340536907553755
COALINDIA,10,467,106100.36024699999,92.85,21.82,18.3,23.45,287768.81,63.13,2,9,26,36.2924904902205
DREDGECORP,10,882.3,654.924886,51.58,-14.73,36.2,60.51,2468.62,73.47,25,4,9,37.66649649713014
DYNAMATECH,10,9080,3582.976249,60.08,-1.91,33.92,50.95,6163.73,41.87,18,4,13,35.17121580164011
JAYNECOIND,10,71.27,3104.16717,66.25,-2.03,2.62,131.1,6921.22,55.15,13,19,3,35.03248786172597
LTF,10,258,21946.230178,62.56,-16.19,8.81,86.09,64604.74,66.03,17,13,5,35.0437943219223
LUMAXIND,10,4813.5,1125.7825,55.72,-12.42,14.79,121.69,4503.13,75,22,10,3,34.70370666559925
MBAPL,10,446.5,987.5250959999997,82.78,9.28,3.6,43.29,3912.54,74.76,4,18,15,37.23941752671541
MAHLOG,10,368.85,1482.4779999999998,69.38,14.12,5.12,60.94,3669.5,59.6,11,17,9,36.73780741438878
RRKABEL,10,1343.1,5830.785540000001,71.6,-5.68,6.56,53.52,15208.1,61.66,9,16,12,36.464558205968935
SAIL,10,149.89,21676.41,72.69,13.64,12.88,41.55,61932.6,65,8,11,16,35.508420567164336
SBIN,10,1047,430008.88005,63.37,8.71,26.95,43.85,966312.09,55.5,16,6,15,36.08692623047771
SHRIPISTON,10,2856.1,7073.049375,69.88,-7.93,6.83,60.5,12574.31,43.75,10,15,10,35.08945151160057
ADANIENSOL,11,992.3,34376.691248,76.64,-1.88,18.53,26.7,119322.08,71.19,6,9,23,38.20911330595212
AJANTPHARM,11,3030.6,12767.915249999998,83.63,13.94,18.87,19.4,37830.86,66.25,4,8,29,40.79191361004611
APARINDS,11,8989,15248.758909,63.96,-0.38,4.82,63.99,36108.83,57.77,15,17,8,40.4572521300871
AUROPHARMA,11,1296.5,36241.30917,92.84,8.48,17.85,18.43,75220.65,51.82,2,9,29,40.14842482517644
MAHABANK,11,64.09,13004.238720000005,66.8,12.38,17.02,41.07,49258.48,73.6,13,9,16,38.2688840044124
GMBREW,11,964,562.8851949999998,50.55,-3.62,36.1,53.82,2201.35,74.43,25,4,12,40.7963830395509
IPCALAB,11,1561.3,21914.418224,92.1,6.51,19.16,20.16,39642.58,44.72,2,8,28,37.83639700538063
MFSL,11,1628.1,55487.417625,71.95,-5.29,2.97,54.68,56189.79,1.25,9,19,11,38.893293004696105
MUTHOOTFIN,11,3333.2,35643.67677000001,62.64,-13.14,13.49,51.76,133747.38,73.35,16,11,12,39.686882751119775
OIL,11,470.55,33196.689064000006,73.47,16.37,19.14,25.31,76595.96,56.66,8,8,24,40.50016889173641
PTCIL,11,16999,10249.141272,67.62,-6.78,16.99,40.18,25444.74,59.72,12,9,17,38.558203131503284
VERTIS,11,107.5,6856.5361920000005,78.15,0.32,5.5,NA,16232.33,57.76,6,16,16,37.90387493969247
BANKBARODA,12,281.05,52375.463478000005,63.31,-1.2,17.57,36.75,145366.26,63.97,16,9,18,43.13011331850204
DIVGIITTS,12,672.9,814.5622079999999,66.91,13.38,4.8,50.99,2065.32,60.56,13,17,13,42.19326649834506
GMDCLTD,12,528.75,4372.097599999999,69.81,1.7,-5.64,111.39,16815.76,74,10,29,4,42.38478085509024
GRAPHITE,12,621.55,4209.938773999999,62.66,14.79,15.47,40.8,12146.39,65.34,16,10,17,42.6484675013116
JAMNAAUTO,12,117.56,2358.957924,57.73,-5.79,8.19,65.16,4711.32,49.93,20,15,8,42.92065048525814
JINDALSTEL,12,1143.3,43508.082709,74.35,11.05,9.27,28.5,116612.39,62.69,8,13,22,42.717352743159964
MMFL,12,429.35,903.8493199999998,68.13,19.46,30.58,22.74,2070.2,56.34,12,5,26,43.08340686983385
NDRINVIT,12,131.65,3107.2460000000005,75.3,7.91,16.76,23.62,5213.5,40.4,7,9,26,42.42342030507798
ROSSTECH,12,684.45,649.65096,74.45,1.6,-7.78,170.32,2577.98,74.8,8,32,2,41.19226071262259
SAILIFE,12,953.05,13160.947269999999,70.82,5.97,8.06,36.09,20154.59,34.7,10,15,19,42.97373311824686
SMLMAH,12,3675.1,2187.067223,60.7,-2.39,-1.43,232.84,5330.41,58.97,18,23,1,42.51861268654809
TATVA,12,1150.2,750.96921,54.02,-19.99,8.37,80.57,2683.95,72.02,23,14,6,43.246771824623714
ADANIPOWER,13,146.57,70781.75239200001,59.96,1.44,13.77,43.13,282674.73,74.96,18,11,15,44.27339614050461
AETHER,13,1000.45,3321.3349439999993,76.53,15.69,36.35,12.2,13274.72,74.98,6,3,36,46.16264559214117
APLAPOLLO,13,1933.2,38498.394798,60.59,11.24,13.68,40.82,53671.26,28.27,18,11,17,45.259736241207044
ASTRAL,13,1611.8,19811.533056,70.7,13.8,10.51,30.16,43275.52,54.22,10,13,21,43.695866908740285
INDUSTOWER,13,423.95,54826.263536,65.92,2.11,17.99,29.65,111958.88,51.03,14,9,22,44.217168390639344
LUPIN,13,2314.9,56201.607454000005,89.61,9.51,13.14,17.6,105821.14,46.89,3,11,30,44.07311388007369
MUFIN,13,101.7,807.622699,61.03,-7.91,14.08,38.12,1759.91,54.11,17,10,18,45.56151217102631
NATCOPHARM,13,955.85,8648.281356,74.03,5.54,12.27,22.41,17118.53,49.48,8,12,27,46.34693164803967
NHIT,13,155,26697.835374000002,100,4.03,10.71,17.42,30021.18,11.07,1,13,31,44.22698224297677
NAM-INDIA,13,823.65,14592.784440000001,66.48,-5.38,-1.03,57.04,52210.32,72.05,13,23,11,46.310274499514925
NTPC,13,384.45,182270.15829,87.27,18.27,16.11,15.83,372740.61,51.1,3,10,32,44.785046685997294
TI,13,440.7,7428.859359999999,68.81,-2.54,-5.13,85.6,10878.4,31.71,11,28,5,44.39553077362959
BANDHANBNK,14,175.5,17047.572078,70.84,17.34,8.24,25.5,28290.03,39.74,9,14,24,47.89437336796787
BBOX,14,496.35,2537.2784079999997,59.69,-3.91,5.48,49.46,8488.72,70.11,19,16,13,47.64542109628464
GODAVARIB,14,281.85,528.66621,66.11,11.2,-4.48,80.58,1440.9,63.31,14,27,6,46.74357170382645
GAEL,14,130.2,2160.5961599999996,61.03,10.79,18.98,28.02,5975.1,63.84,17,8,23,48.1982725250773
RICOAUTO,14,105.71,711.2851459999999,60.51,-10.82,-0.53,71.97,1432.31,50.34,18,22,7,47.35795162067513
ROADSTAR,14,65,2296.24136,50,-4.41,12.65,NA,2960.6,22.44,26,11,11,48.54167920925995
MOTHERSON,14,113.82,61757.44438,65.46,-6.17,5.57,40.22,120150.67,48.6,14,16,17,47.18325910228278
SBILIFE,14,1904.4,85232.372918,69.19,-6,4.51,37.45,190847.23,55.34,11,17,18,46.41010850719055
SCHNEIDER,14,885.7,5308.605,68.55,23.46,-0.44,45.7,21234.42,75,11,22,14,47.38517158606153
UNIPARTS,14,440.45,677.329092,62.9,-10,6.92,40.63,1985.72,65.89,16,15,17,48.017797259603846
VIYASH,14,197.3,3330.4482060000005,57.8,-5.9,8.75,44.84,8630.34,61.41,20,14,14,47.94986107990105
VOLTAMP,14,8505,6028.407000000001,62.2,4.99,17.3,32.24,8612.01,30,17,9,20,46.49008763823085
BHEL,15,258.5,33144.98908199999,58.02,-9.35,12.55,33.71,89994.54,63.17,20,11,20,51.02786173571344
CANFINHOME,15,819.65,7622.527777000001,59.13,-10.46,8.95,36.21,10887.77,29.99,19,13,18,50.78727415669787
CUB,15,231.5,17190.97,48.89,-15.31,12.16,55.29,17190.97,0,26,12,11,49.29599001928727
CRAFTSMAN,15,6674,8182.606499999999,65.8,-4.87,1.27,40.95,15950.5,48.7,14,20,16,50.36246708322735
DEEDEV,15,297.3,614.4500459999999,74.61,36.68,-0.5,29.97,2060.53,70.18,7,22,21,50.75325103247353
FIEMIND,15,2047.8,2452.1269679999996,63.73,-10.87,-1.99,54.84,5391.66,54.52,15,24,11,50.919836355221314
GNA,15,388.4,524.600888,59.03,27.83,25.11,25.47,1669.64,68.58,19,6,24,49.75131173137255
JKTYRE,15,411.75,5728.996532000001,47.36,-9.51,11.39,53.7,11866.19,51.72,27,12,12,51.03732475131254
MARICO,15,752.4,40123.834244,71.25,3.49,3.42,24.1,97672.43,58.92,9,18,25,52.54363368632704
POLYCAB,15,7193.5,41741.6769,63.18,-1.14,-0.78,43.78,108419.94,61.5,16,22,15,52.91753958058381
SENORES,15,727.1,1810.4066149999999,65.75,-7.51,6.32,28.3,3340.85,45.81,14,16,22,52.02014300682613
STARHEALTH,15,463.6,11499.600794000002,65.94,-0.22,4.74,30.94,27366.97,57.98,14,17,21,51.56850250906978
CUBEINVIT,16,140,11026.75028,77.07,-2.1,5.26,16.67,18816.98,41.4,6,17,31,54.0880087916851
NYKAA,16,238.15,32680.019289999997,62.21,-5.16,-1.17,44.72,68225.51,52.1,17,23,14,54.124854393035754
HEROMOTOCO,16,5206,67975.76785,61.4,-12.65,-1.56,47.51,104145.5,34.73,17,24,13,54.08444887760672
IIFL,16,477.45,15245.116875,46.53,-17.82,8.62,52.42,20286.25,24.85,28,14,12,53.86298033433033
KRISHANA,16,482.65,810.720918,66.66,-8.31,-13.08,124.47,2922.57,72.26,13,39,3,54.326552177735564
M&MFIN,16,330.2,21805.593435,54.58,-4.59,22.25,25.07,45896.85,52.49,23,7,24,54.13981889519346
NMDC,16,78.59,27095.458824,69.79,0.83,4.08,23.18,69103.44,60.79,10,18,26,54.11206519688199
ONGC,16,264.1,136636.493022,67.04,10.96,13.71,17.15,332368.02,58.89,12,11,31,53.899262232372365
RPTECH,16,342.75,811.7287100000001,59.06,-0.58,14,24.41,2253.55,63.98,19,10,25,54.3871367464929
SYRMA,16,724.55,7978.9608,66.59,-1.93,-9.75,75.12,13929.75,42.72,13,33,7,53.16838489282443
TFCILTD,16,62.9,2797.3881,66.74,-5.34,-12.87,125.69,2909.4,3.85,13,38,3,53.82509221289257
UJJIVANSFB,16,50.68,9858.65,50.68,-4.41,8.48,43.73,9858.65,0,25,14,15,54.19818530088952
BIOCON,17,383.55,34205.799684,68.07,-0.72,7.06,18.73,62090.76,44.91,12,15,29,55.876456139055726
GPIL,17,251.55,6164.063622,68.48,5.42,-6.88,45.55,16883.22,63.49,12,30,14,56.00766310875646
GRANULES,17,562.2,8457.995334,69.71,-2.14,5.41,19.45,13646.33,38.02,10,16,28,55.42264961606507
HINDZINC,17,551.95,89003.04458399997,47.97,-1.73,19.95,28.36,233236.49,61.84,27,7,22,56.17363690563097
INDIAGLYCO,17,854.6,2320.475674,48.88,-19.96,1.84,59.54,5748.02,59.63,26,19,10,55.45678836567444
MANINDS,17,395.7,1687.85559,62.18,-10.76,-4.85,56.76,2972.1,43.21,17,28,11,55.6985690851662
SANDHAR,17,483.95,864.5722560000002,55.14,-13.75,5.12,41.63,2918.88,70.38,22,17,16,54.62547264527268
SIGMAADV,17,145.27,736.9320460000001,52.02,-20.94,-5.18,156.16,2560.57,71.22,24,28,2,54.99434150524597
TATASTEEL,17,183.51,153067.649409,64.26,6.76,8.44,21.63,229108.89,33.19,15,14,27,55.96033171552255
USHAMART,17,407.55,7390.776619999999,58.41,-7.5,5.41,33.19,12425.65,40.52,20,16,20,56.070011673993726
VSTTILLERS,17,5002.5,1929.0473520000003,60.8,-13.15,-3.61,55.53,4345.68,55.61,17,26,11,55.014204125708204
ABINFRA,18,16.87,742.79847,57.79,-13.22,-8.17,83.77,1075.74,30.95,20,32,5,57.343901762460256
ASIANTILES,18,61.3,1208.1187,55.86,-3.53,4.3,36.89,1822.75,33.72,21,18,18,57.05263905304091
GOODLUCK,18,1022.4,1477.2290650000002,56.56,-6.73,-4.23,58.44,3392.03,56.45,21,27,10,57.71041673550518
KEI,18,4158,25863.955,60.23,2.24,1.52,36.15,39790.7,35,18,20,19,56.60205703593097
MINDSPACE,18,453.93,12816.212265000002,63.08,-4.43,3.57,25.87,36051.23,64.45,16,18,24,57.74981998692438
NXST,18,155.09,18265.914233000003,71.69,-4.3,1.77,19.63,23505.23,22.29,9,20,28,56.496560458274345
STEELCAS,18,223.36,1248.049,71.47,5.53,8.96,12.96,2269.18,45,9,13,35,57.6755338100409
SUNPHARMA,18,1801.6,196799.00124800002,83.68,0.45,12.46,7.02,432335.24,54.48,4,12,42,57.395886131630725
SURYODAY,18,131.98,1087.469344,58.73,-3.72,3.96,33.07,1401.92,22.43,19,18,20,57.17110175260662
TVSMOTOR,18,3324.5,78580.501444,63.09,-9.05,-4.4,47.7,158014.28,50.27,16,27,13,56.477379590146235
TVSSRICHAK,18,3477.5,1447.64886,44.44,-18.7,19.58,33.91,2666.02,45.7,29,8,19,56.42139243093388
IDEA,18,9.27,74596.961376,47.16,-20.36,13.88,33.38,100224.32,25.57,27,10,20,57.67409505429127
APOLLOHOSP,19,7550,78141.68954400001,73.8,6.32,-3.41,23.66,108560.28,28.02,8,26,26,59.72205477049886
APOLLOPIPE,19,407.6,957.3159119999999,64.02,35.73,3.43,24.29,1800.82,46.84,15,18,25,58.40554673752071
CARERATING,19,1580.7,4738.06,57.92,2.58,-2.71,42.76,4738.06,0,20,25,15,60.296959199619266
CARRARO,19,449.8,798.3543510000001,54.44,-17.18,-0.95,42.68,2556.37,68.77,23,23,16,61.187603806555046
CEATLTD,19,3470.5,7385.643018999999,54.28,-6.97,3.75,31.42,13990.61,47.21,23,18,21,61.479286101343995
DRREDDY,19,1292.3,79141.765696,75.7,1.02,-0.65,16.64,107881.36,26.64,7,22,32,60.67926637760368
IFCI,19,57.21,4221.847305000001,55.47,17.47,1.78,40.57,15391.35,72.57,22,19,17,57.921196137550396
INDUSINDBK,19,814.4,53682.71305600001,55.97,-3.75,10.07,21.13,63484.76,15.44,21,13,28,61.65718710594458
KINGFA,19,4095.3,1837.61262,64.84,6.28,-8.62,46.42,5571.9,67.02,15,32,14,60.813575075105014
KRT,19,115.47,10948.927744,47.07,-8.61,5.84,NA,51067.76,78.56,28,16,16,59.437080166758086
THELEELA,19,432.2,3464.339538,54.44,8.69,2.99,NA,14380.82,75.91,23,19,19,60.387588811869335
LINCOLN,19,603.25,607.054338,68.18,27.58,8.99,14.48,1208.79,49.78,12,13,34,58.69190866854232
AIAENG,20,3665.3,14239.135549999999,55.14,-2.25,17.89,16.54,34311.17,58.5,22,9,32,62.49260208910215
ANZEN,20,118,2317.726388,75.86,1.72,2.61,12.04,3017.48,23.19,7,19,37,62.404808313557616
DELHIVERY,20,403.25,30198.72,65.55,-2.2,-14.38,66.8,30198.72,0,14,41,8,62.521644868585064
IOC,20,156.54,107217.81509999999,52.95,-4.36,8.72,24.56,221067.66,51.5,24,14,25,62.146110287923236
LINDEINDIA,20,6944.5,14811.65,65.31,15.58,6.36,15.34,59246.6,75,14,16,33,62.74597052931272
POWERGRID,20,300.95,136155.307566,70.76,14.17,5.14,12.44,279809.51,51.34,10,17,36,62.26899630871135
QPOWER,20,777.3,1560.2785330000002,62.58,10.79,-15.53,135.65,5980.37,73.91,16,43,3,62.3722902109605
SANDUMA,20,191.63,2401.3451280000004,44.74,-11.18,19.26,23.73,9314.76,74.22,29,8,25,62.28247712910073
SANGAMIND,20,424.95,632.4285700000001,52.06,-4.15,6.68,27.54,2132.98,70.35,24,15,23,62.825873818139826
SOLARINDS,20,14251,34626.72391499999,55,15.82,-1.61,41.14,128963.59,73.15,22,24,16,61.99838644477832
SUNDARMFIN,20,5138.5,35817.107484,65.08,7.43,15.92,11.05,57051.78,37.22,14,10,38,61.782385752659685
